date,open,high,low,close,volume,number of trades,NEO NEO
2018-04-03 06:00:00,51.54900000,51.59800000,50.86000000,51.17900000,13681.44500000,1605,85
2018-04-03 07:00:00,51.18900000,52.75000000,51.18900000,52.46100000,25875.38100000,2267,82
2018-04-03 08:00:00,52.46100000,52.70000000,51.67800000,51.82100000,23970.58700000,2053,85
2018-04-03 09:00:00,51.93000000,52.20000000,51.30000000,51.96000000,17463.52400000,1860,82
2018-04-03 10:00:00,52.00000000,52.45000000,51.01000000,51.40000000,21531.05500000,2334,91
2018-04-03 11:00:00,51.39900000,51.82400000,51.00200000,51.21400000,11644.08200000,1583,85
2018-04-03 12:00:00,51.21400000,52.10500000,51.21400000,51.89000000,12509.73900000,1314,86
2018-04-03 13:00:00,51.89000000,52.70000000,51.50000000,51.88400000,19982.79700000,2003,87
2018-04-03 14:00:00,51.88400000,52.19600000,51.53200000,52.09000000,11175.74300000,1416,89
2018-04-03 15:00:00,52.13600000,52.61900000,51.91600000,52.30300000,16287.81900000,1646,90
2018-04-03 16:00:00,52.29000000,52.86800000,52.05300000,52.50000000,15584.57500000,1835,89
2018-04-03 17:00:00,52.49800000,52.68900000,52.05400000,52.61500000,9754.04800000,1172,90
2018-04-03 18:00:00,52.62000000,53.45700000,52.25000000,53.10300000,27831.82100000,2547,92
2018-04-03 19:00:00,53.10300000,53.97000000,52.65300000,53.56100000,31479.15800000,3041,86
2018-04-03 20:00:00,53.41600000,53.99900000,52.82600000,53.11000000,23508.74600000,2749,82
2018-04-03 21:00:00,53.10500000,53.45900000,52.50000000,53.38300000,17078.65800000,1901,85
2018-04-03 22:00:00,53.37400000,53.43400000,52.51000000,53.01000000,12180.90500000,1426,81
2018-04-03 23:00:00,53.01200000,53.60000000,52.69700000,53.27300000,10309.77200000,1526,82
2018-04-04 00:00:00,53.27300000,53.44900000,52.80000000,53.30300000,8284.77800000,1001,84
2018-04-04 01:00:00,53.30300000,53.40700000,51.90900000,52.06200000,21856.69400000,2318,84
2018-04-04 02:00:00,52.06200000,52.06200000,50.72500000,51.01000000,28608.82800000,2757,87
2018-04-04 03:00:00,51.00000000,52.09800000,50.61900000,51.03000000,13948.64400000,1725,89
2018-04-04 04:00:00,51.14700000,51.40700000,50.65300000,51.06100000,12418.78500000,1423,88
2018-04-04 05:00:00,51.06100000,52.07000000,50.90200000,51.61000000,14233.76300000,1573,88
2018-04-04 06:00:00,51.67000000,51.89000000,51.29000000,51.54000000,9920.77400000,969,84
2018-04-04 07:00:00,51.54800000,51.82600000,50.85000000,50.96600000,9608.39300000,1087,85
2018-04-04 08:00:00,50.87000000,51.41600000,50.75800000,51.03700000,11461.48800000,1259,87
2018-04-04 09:00:00,51.02100000,51.02100000,48.65000000,48.81700000,43103.79500000,3905,85
2018-04-04 10:00:00,48.79200000,49.82000000,48.50000000,48.94100000,21937.92700000,2193,91
2018-04-04 11:00:00,48.94000000,49.06400000,48.10500000,48.94300000,18856.03300000,1877,91
2018-04-04 12:00:00,48.86000000,49.07700000,48.25100000,48.66700000,8610.83900000,1088,89
2018-04-04 13:00:00,48.69200000,49.44800000,48.57700000,49.02900000,12567.25000000,1362,88
2018-04-04 14:00:00,49.00800000,49.01300000,47.05000000,47.34800000,44940.54100000,3663,88
2018-04-04 15:00:00,47.37400000,47.80000000,46.32600000,46.58600000,23381.22400000,2345,87
2018-04-04 16:00:00,46.71900000,47.71000000,46.39900000,47.51900000,21764.18400000,2126,87
2018-04-04 17:00:00,47.51900000,47.68900000,47.00000000,47.34800000,8680.71600000,1299,87
2018-04-04 18:00:00,47.34100000,47.57100000,46.40800000,47.24600000,17287.08700000,1785,85
2018-04-04 19:00:00,47.27200000,47.68900000,46.66100000,47.40000000,17611.68800000,1842,83
2018-04-04 20:00:00,47.46900000,48.91900000,47.30400000,47.63400000,18951.48600000,2048,82
2018-04-04 21:00:00,47.64200000,47.95200000,46.75000000,47.43100000,15901.74200000,1412,81
2018-04-04 22:00:00,47.32000000,47.54900000,46.63200000,47.10000000,12337.34900000,1494,81
2018-04-04 23:00:00,47.03100000,47.79800000,46.67200000,47.53700000,9627.09400000,1129,80
2018-04-05 00:00:00,47.53700000,47.53700000,46.50000000,46.64000000,14403.98400000,1617,81
2018-04-05 01:00:00,46.65700000,46.84800000,45.70500000,46.02900000,25399.24900000,2132,87
2018-04-05 02:00:00,45.94700000,46.50000000,45.82800000,46.00300000,9885.21900000,1252,85
2018-04-05 03:00:00,46.00300000,47.68900000,46.00300000,47.34800000,23284.26500000,2062,83
2018-04-05 04:00:00,47.35000000,48.32000000,46.66600000,47.09000000,21763.18400000,2511,88
2018-04-05 05:00:00,47.18500000,47.71100000,46.50000000,47.49900000,18285.87000000,1745,86
2018-04-05 06:00:00,47.46500000,47.47600000,46.51000000,46.59400000,12318.99200000,1378,85
2018-04-05 07:00:00,46.54600000,46.99600000,46.03500000,46.64500000,9182.61900000,1410,83
2018-04-05 08:00:00,46.73400000,47.49900000,46.40000000,47.20200000,11097.15200000,1620,84
2018-04-05 09:00:00,47.20200000,47.48000000,46.95300000,47.32700000,6548.17600000,873,84
2018-04-05 10:00:00,47.25100000,47.29300000,46.60000000,46.78300000,5878.78600000,914,85
2018-04-05 11:00:00,46.78300000,46.95100000,46.50000000,46.59200000,6983.55700000,974,85
2018-04-05 12:00:00,46.61000000,46.68000000,45.75000000,45.95200000,15591.81500000,1797,85
2018-04-05 13:00:00,45.94400000,46.83100000,45.50000000,46.79900000,23523.44800000,2435,86
2018-04-05 14:00:00,46.79900000,47.39000000,46.30000000,46.34100000,17684.93800000,2237,86
2018-04-05 15:00:00,46.40000000,46.62100000,45.88000000,46.29000000,9745.40400000,1512,88
2018-04-05 16:00:00,46.29000000,47.07200000,45.87700000,46.53600000,11386.38200000,1716,88
2018-04-05 17:00:00,46.53500000,47.25000000,46.15000000,46.38500000,7454.62900000,1142,92
2018-04-05 18:00:00,46.33800000,46.80000000,46.10000000,46.37300000,8023.05400000,948,100
2018-04-05 19:00:00,46.38800000,47.10000000,46.34400000,46.78300000,7664.52800000,864,99
2018-04-05 20:00:00,46.78300000,47.10000000,46.50000000,46.85400000,7028.59000000,782,97
2018-04-05 21:00:00,46.76800000,46.87600000,46.19000000,46.43500000,5580.43000000,825,95
2018-04-05 22:00:00,46.50900000,47.30000000,46.50000000,47.10600000,10225.52100000,929,88
2018-04-05 23:00:00,47.10600000,47.45000000,46.80000000,46.95400000,9251.06500000,936,82
2018-04-06 00:00:00,46.98200000,47.47900000,46.89500000,47.16800000,5974.01600000,820,81
2018-04-06 01:00:00,47.07300000,47.44800000,46.80200000,46.97800000,4930.23000000,783,85
2018-04-06 02:00:00,46.97000000,47.40000000,46.50000000,46.76700000,5515.70900000,908,85
2018-04-06 03:00:00,46.85500000,46.89800000,46.37300000,46.60000000,6760.52800000,762,83
2018-04-06 04:00:00,46.60000000,47.13900000,46.50000000,46.96400000,5316.88400000,709,90
2018-04-06 05:00:00,47.00000000,47.26100000,46.51100000,46.61100000,4665.52000000,882,90
2018-04-06 06:00:00,46.61100000,46.69700000,45.51000000,45.82000000,24833.61200000,2579,89
2018-04-06 07:00:00,45.82000000,46.10100000,45.38800000,45.78300000,8519.06100000,1135,92
2018-04-06 08:00:00,45.76000000,45.86900000,45.25800000,45.51100000,12535.95300000,1013,87
2018-04-06 09:00:00,45.50400000,45.75700000,45.27900000,45.41600000,4984.59300000,718,86
2018-04-06 10:00:00,45.41600000,45.50700000,44.29000000,44.30200000,23748.98800000,2213,89
2018-04-06 11:00:00,44.40700000,45.50000000,44.10000000,45.19600000,16848.82600000,2153,88
2018-04-06 12:00:00,45.19500000,45.28000000,44.65400000,44.95200000,7316.89400000,1026,86
2018-04-06 13:00:00,44.94800000,45.14000000,44.60200000,44.96900000,6423.03400000,1014,87
2018-04-06 14:00:00,44.96900000,45.20000000,44.35100000,44.51300000,9245.58400000,1197,88
2018-04-06 15:00:00,44.51400000,44.75000000,44.33000000,44.52200000,5288.90600000,812,89
2018-04-06 16:00:00,44.52200000,44.90000000,44.34600000,44.72200000,6979.45100000,963,88
2018-04-06 17:00:00,44.72200000,45.00000000,44.51300000,44.99800000,2515.93900000,447,88
2018-04-06 18:00:00,44.99800000,45.10000000,44.59900000,44.70000000,5363.48300000,708,94
2018-04-06 19:00:00,44.62900000,45.09400000,44.49800000,44.96900000,4392.86800000,485,92
2018-04-06 20:00:00,44.98500000,45.01700000,44.68000000,44.79200000,3313.32100000,617,93
2018-04-06 21:00:00,44.85100000,44.89000000,44.55100000,44.85000000,2568.45900000,433,87
2018-04-06 22:00:00,44.85000000,44.85000000,44.50000000,44.50000000,6480.96100000,633,84
2018-04-06 23:00:00,44.50000000,44.87000000,44.40100000,44.74800000,5126.33500000,582,86
2018-04-07 00:00:00,44.74800000,45.13300000,44.62000000,45.13300000,2658.12400000,451,84
2018-04-07 01:00:00,45.13300000,47.00000000,45.13300000,46.56300000,25932.95800000,3042,87
2018-04-07 02:00:00,46.56300000,46.88000000,46.20100000,46.41100000,7742.46000000,877,86
2018-04-07 03:00:00,46.45300000,46.67300000,46.10000000,46.51700000,7546.98900000,932,89
2018-04-07 04:00:00,46.49600000,46.58300000,45.92600000,46.19400000,9600.31900000,802,88
2018-04-07 05:00:00,46.19300000,46.80000000,46.14100000,46.65700000,8548.64900000,985,92
2018-04-07 06:00:00,46.65300000,47.00000000,46.46300000,46.88300000,6588.85200000,718,96
2018-04-07 07:00:00,46.94600000,46.99800000,46.59000000,46.75000000,5880.85100000,633,97
2018-04-07 08:00:00,46.75000000,47.29000000,46.71900000,47.15900000,13831.62500000,1178,95
2018-04-07 09:00:00,47.16000000,47.17000000,46.45600000,46.55000000,8244.22800000,867,92
2018-04-07 10:00:00,46.54400000,46.80000000,46.49000000,46.66900000,2546.47000000,424,94
2018-04-07 11:00:00,46.66800000,46.69900000,46.31000000,46.50700000,3164.79100000,465,93
2018-04-07 12:00:00,46.40900000,46.70000000,46.40900000,46.59200000,4541.80400000,513,95
2018-04-07 13:00:00,46.55800000,46.59100000,45.55500000,46.14500000,11488.90400000,1388,91
2018-04-07 14:00:00,46.14500000,46.44500000,45.80000000,46.23000000,5733.44100000,808,89
2018-04-07 15:00:00,46.19100000,47.65000000,46.10100000,47.50600000,22762.27300000,2034,86
2018-04-07 16:00:00,47.51300000,47.98100000,47.27700000,47.51400000,21477.51500000,2064,85
2018-04-07 17:00:00,47.51400000,47.74900000,47.13100000,47.30200000,11924.26600000,1046,86
2018-04-07 18:00:00,47.38400000,47.41100000,46.60100000,46.96500000,9803.95000000,1028,88
2018-04-07 19:00:00,46.96500000,47.26500000,46.78100000,47.15200000,6351.83500000,601,90
2018-04-07 20:00:00,47.09300000,47.50000000,47.03200000,47.25900000,3751.40600000,555,92
2018-04-07 21:00:00,47.19200000,47.26000000,46.81100000,46.90600000,3416.90300000,631,86
2018-04-07 22:00:00,46.91100000,47.10000000,46.60100000,46.96100000,6411.19800000,666,84
2018-04-07 23:00:00,46.80700000,46.98200000,46.11200000,46.59200000,9696.82100000,1128,86
2018-04-08 00:00:00,46.59200000,47.33600000,46.37900000,47.07000000,8208.01400000,1030,84
2018-04-08 00:00:00,46.59200000,47.33600000,46.37900000,47.07000000,8208.01400000,1030,85
2018-04-08 01:00:00,47.07100000,47.15700000,46.48600000,46.66500000,6045.49400000,539,85
2018-04-08 02:00:00,46.66000000,46.78300000,46.51000000,46.70400000,2504.88400000,385,84
2018-04-08 03:00:00,46.70400000,46.76500000,46.45700000,46.76200000,3731.90200000,328,87
2018-04-08 04:00:00,46.76000000,47.13700000,46.67500000,46.99300000,5466.81300000,464,85
2018-04-08 05:00:00,46.97600000,47.30000000,46.55000000,46.79900000,4141.80000000,655,92
2018-04-08 06:00:00,46.79900000,46.96000000,46.38200000,46.67400000,3471.11300000,523,90
2018-04-08 07:00:00,46.67000000,46.96000000,46.65300000,46.79800000,2416.90600000,341,95
2018-04-08 08:00:00,46.78500000,46.96000000,46.60000000,46.93200000,3698.28000000,431,94
2018-04-08 09:00:00,46.85300000,47.24900000,46.77200000,47.16000000,8295.21000000,1098,95
2018-04-08 10:00:00,47.20000000,47.26600000,47.05500000,47.12300000,4677.60500000,1230,95
2018-04-08 11:00:00,47.11600000,47.80000000,46.96200000,47.67900000,9883.97800000,2049,96
2018-04-08 12:00:00,47.78900000,47.99400000,47.30900000,47.79000000,11242.40000000,1525,100
2018-04-08 13:00:00,47.80000000,47.94700000,47.62300000,47.93600000,7841.19500000,839,93
2018-04-08 14:00:00,47.90500000,48.19900000,47.66000000,47.66500000,9151.73800000,1213,89
2018-04-08 15:00:00,47.66600000,48.24400000,47.60000000,48.04900000,7642.17300000,928,90
2018-04-08 16:00:00,48.14800000,48.15000000,47.25000000,47.30800000,10967.04300000,1324,87
2018-04-08 17:00:00,47.30100000,47.57800000,46.90500000,47.50000000,10456.24700000,1429,89
2018-04-08 18:00:00,47.45000000,48.00000000,47.25100000,47.79900000,9249.81300000,1147,89
2018-04-08 19:00:00,47.74700000,47.99000000,47.65200000,47.99000000,5108.27900000,576,89
2018-04-08 20:00:00,47.95500000,47.99000000,47.54500000,47.60000000,3693.84200000,719,86
2018-04-08 21:00:00,47.64800000,47.88800000,47.60000000,47.80000000,2291.76500000,331,80
2018-04-08 22:00:00,47.90000000,48.80000000,47.90000000,48.60000000,10326.80500000,1421,79
2018-04-08 23:00:00,48.60000000,49.40000000,48.52000000,49.37000000,11776.29600000,1378,78
2018-04-09 00:00:00,49.31900000,51.10000000,49.20500000,50.52400000,35021.25600000,3669,83
2018-04-09 01:00:00,50.62800000,52.10000000,50.60000000,51.90100000,29512.17100000,3074,86
2018-04-09 02:00:00,51.98600000,57.37500000,51.90100000,54.02100000,149876.47200000,14120,97
2018-04-09 03:00:00,54.02100000,56.34900000,52.80000000,56.30000000,82950.48100000,7102,92
2018-04-09 04:00:00,56.22000000,56.59000000,54.56000000,55.54800000,64093.47200000,6644,93
2018-04-09 05:00:00,55.62600000,55.89000000,54.28100000,54.35200000,30134.94600000,3507,94
2018-04-09 06:00:00,54.40000000,54.70000000,53.33000000,54.22500000,40887.79600000,3636,93
2018-04-09 07:00:00,54.22400000,54.25000000,53.61000000,53.72800000,17038.29400000,1854,94
2018-04-09 08:00:00,53.73400000,55.69000000,53.60100000,55.40000000,38012.14500000,3601,91
2018-04-09 09:00:00,55.40000000,55.73200000,53.80000000,54.09400000,34245.29300000,3236,92
2018-04-09 10:00:00,53.85500000,53.87500000,50.37200000,50.52000000,105876.04200000,8949,94
2018-04-09 11:00:00,50.47200000,50.76000000,48.90000000,50.04500000,84362.96900000,7085,91
2018-04-09 12:00:00,50.04100000,50.89300000,49.36400000,50.34600000,44377.09600000,4111,89
2018-04-09 13:00:00,50.30000000,50.89400000,49.76400000,49.90000000,18342.56700000,2149,95
2018-04-09 14:00:00,49.90000000,50.29000000,49.15000000,50.20000000,27009.68400000,2905,96
2018-04-09 15:00:00,50.19900000,51.90000000,50.19000000,51.00000000,53741.41400000,4284,94
2018-04-09 16:00:00,51.00000000,51.50000000,50.67300000,50.98700000,20459.67400000,2302,90
2018-04-09 17:00:00,50.98700000,51.40000000,50.46800000,50.46800000,13091.37500000,1744,90
2018-04-09 18:00:00,50.46800000,51.20000000,50.23000000,50.66300000,12758.19300000,1899,93
2018-04-09 19:00:00,50.65400000,51.28900000,49.75000000,50.50000000,19962.23600000,2604,89
2018-04-09 20:00:00,50.42400000,50.63100000,49.40100000,50.52700000,24488.56500000,2486,89
2018-04-09 21:00:00,50.57100000,52.30900000,50.00000000,51.64300000,31317.57200000,3686,87
2018-04-09 22:00:00,51.72000000,51.90000000,51.06400000,51.58100000,15149.00400000,1784,87
2018-04-09 23:00:00,51.58100000,53.40000000,51.41300000,53.02000000,32627.17200000,3437,86
2018-04-10 00:00:00,53.04100000,53.28600000,51.27000000,51.86000000,32317.09800000,2796,86
2018-04-10 01:00:00,51.85400000,51.85400000,50.70000000,51.24500000,14459.02200000,1954,86
2018-04-10 02:00:00,51.16300000,51.44700000,50.60000000,50.73000000,12920.71100000,1482,89
2018-04-10 03:00:00,50.73000000,51.68300000,50.62600000,51.30900000,11787.51100000,1838,87
2018-04-10 04:00:00,51.33500000,51.68000000,50.50000000,50.82000000,13343.52100000,1691,86
2018-04-10 05:00:00,50.81800000,51.03000000,50.13100000,50.30000000,12763.37100000,1745,87
2018-04-10 06:00:00,50.32800000,50.57800000,49.19900000,49.74600000,21172.27000000,1958,89
2018-04-10 07:00:00,49.70000000,50.44100000,49.50000000,50.20000000,9664.77600000,1501,86
2018-04-10 08:00:00,50.19700000,50.19900000,49.30000000,49.93900000,12170.97100000,1724,87
2018-04-10 09:00:00,49.90500000,50.63000000,49.90000000,50.54200000,10749.44700000,1202,88
2018-04-10 10:00:00,50.54100000,50.71000000,49.60000000,50.05000000,13751.01400000,1628,90
2018-04-10 11:00:00,49.96400000,50.19900000,49.67200000,50.07700000,6903.12900000,912,88
2018-04-10 12:00:00,50.07700000,50.50000000,49.92800000,50.49200000,11462.98100000,1062,87
2018-04-10 13:00:00,50.41100000,50.58200000,50.25000000,50.47800000,7554.19100000,867,89
2018-04-10 14:00:00,50.55600000,51.25000000,50.45000000,50.96600000,16828.80000000,1824,87
2018-04-10 15:00:00,50.96800000,52.00900000,50.80000000,51.66900000,31051.44100000,3283,89
2018-04-10 16:00:00,51.66000000,51.93600000,51.00600000,51.86500000,18766.58500000,2219,91
2018-04-10 17:00:00,51.86500000,53.00000000,51.70000000,52.80000000,26920.22500000,3113,92
2018-04-10 18:00:00,52.87900000,52.93400000,52.20900000,52.38000000,13612.93500000,1637,92
2018-04-10 19:00:00,52.38000000,52.60000000,51.75000000,52.25500000,13849.56500000,1949,87
2018-04-10 20:00:00,52.30100000,52.40900000,51.77700000,52.13800000,8837.68500000,1076,80
2018-04-10 21:00:00,52.20200000,52.69000000,52.11200000,52.44800000,9523.46600000,1170,81
2018-04-10 22:00:00,52.44700000,53.06500000,51.60000000,51.85700000,18990.42900000,2192,80
2018-04-10 23:00:00,51.84600000,52.86000000,51.55500000,52.73400000,14855.95000000,1758,82
2018-04-11 00:00:00,52.69400000,53.43500000,52.33700000,52.90100000,15311.20200000,1662,84
2018-04-11 01:00:00,52.94400000,54.39000000,52.50000000,54.27000000,36569.19500000,3353,83
2018-04-11 02:00:00,54.33400000,54.33400000,53.84800000,53.84800000,18472.26400000,1540,88
2018-04-11 03:00:00,53.84800000,53.99000000,52.95000000,53.39700000,18117.79400000,1988,87
2018-04-11 04:00:00,53.39400000,54.84900000,53.21600000,54.79900000,16701.51900000,1646,87
2018-04-11 05:00:00,54.79900000,54.86000000,53.77700000,53.91000000,17695.77900000,2147,88
2018-04-11 06:00:00,53.92600000,54.17900000,53.33300000,54.12000000,20542.85400000,1901,87
2018-04-11 07:00:00,54.12900000,54.51000000,54.09900000,54.17000000,15943.80000000,1457,89
2018-04-11 08:00:00,54.10300000,54.33000000,53.62000000,54.15100000,11928.60100000,1403,90
2018-04-11 09:00:00,54.18800000,54.42600000,53.84600000,53.97000000,5731.10400000,926,91
2018-04-11 10:00:00,53.91100000,54.04400000,52.71000000,53.13000000,14821.37900000,1718,91
2018-04-11 11:00:00,53.13000000,53.95000000,52.71000000,53.82300000,9428.31100000,1372,89
2018-04-11 12:00:00,53.82700000,54.25800000,53.50300000,54.02800000,8756.50700000,1145,88
2018-04-11 13:00:00,54.08900000,55.25000000,54.01000000,54.83100000,32613.46800000,3219,91
2018-04-11 14:00:00,54.83100000,55.40000000,54.51000000,55.09600000,18102.23300000,1799,90
2018-04-11 15:00:00,55.03000000,55.15400000,54.41000000,54.70000000,12659.78000000,1484,88
2018-04-11 16:00:00,54.62500000,57.75000000,54.50000000,56.76900000,69840.59300000,6587,89
2018-04-11 17:00:00,56.76900000,58.00000000,56.31000000,56.46300000,41031.11900000,3875,89
2018-04-11 18:00:00,56.46900000,57.83000000,56.40600000,57.48200000,22708.58700000,2411,90
2018-04-11 19:00:00,57.48200000,59.28000000,57.37300000,58.56200000,51243.54400000,4709,87
2018-04-11 20:00:00,58.56200000,59.05000000,57.32000000,57.61100000,33085.10300000,3202,80
2018-04-11 21:00:00,57.64600000,58.43200000,57.55000000,58.27900000,14588.30000000,1843,82
2018-04-11 22:00:00,58.19300000,59.60000000,58.02100000,59.54200000,30588.63900000,2914,82
2018-04-11 23:00:00,59.45100000,59.60000000,57.80000000,58.29300000,42132.61700000,3967,83
2018-04-12 00:00:00,58.31500000,60.47300000,58.15000000,59.38200000,55578.14400000,5536,87
2018-04-12 01:00:00,59.38000000,60.00000000,57.88800000,59.14100000,39508.32300000,4012,82
2018-04-12 02:00:00,59.14000000,59.91500000,59.12100000,59.70400000,15173.58300000,1749,85
2018-04-12 03:00:00,59.70100000,60.00000000,58.55000000,58.73000000,21504.24500000,2398,85
2018-04-12 04:00:00,58.69600000,59.18000000,58.10700000,58.88900000,18250.34000000,2201,85
2018-04-12 05:00:00,58.98600000,59.04900000,58.00100000,58.55500000,12277.75800000,1345,85
2018-04-12 06:00:00,58.60200000,58.62000000,54.85800000,54.86000000,46754.54300000,4367,86
2018-04-12 07:00:00,54.86000000,56.82000000,54.32000000,56.15200000,59575.33500000,5311,88
2018-04-12 08:00:00,56.15100000,56.59900000,55.09000000,55.87900000,18104.46200000,2139,87
2018-04-12 09:00:00,55.88300000,56.44900000,55.60200000,56.42600000,11064.97700000,1191,85
2018-04-12 10:00:00,56.40200000,59.24700000,56.11500000,58.93900000,40464.80200000,3733,87
2018-04-12 11:00:00,58.83200000,63.50000000,58.79500000,60.90200000,211468.50200000,18789,88
2018-04-12 12:00:00,60.99300000,62.88700000,60.55100000,62.06300000,87136.67800000,8052,89
2018-04-12 13:00:00,62.14800000,62.44000000,61.25500000,62.00000000,34834.27400000,3467,89
2018-04-12 14:00:00,62.00000000,62.71400000,60.80000000,61.56100000,44129.06700000,4084,90
2018-04-12 15:00:00,61.56100000,61.79000000,60.70000000,61.25900000,23081.66300000,2523,90
2018-04-12 16:00:00,61.20200000,61.49500000,59.60100000,60.59300000,27106.00000000,3210,89
2018-04-12 17:00:00,60.59300000,62.11500000,60.49200000,61.32300000,41131.34800000,4203,88
2018-04-12 18:00:00,61.32300000,61.50000000,60.55500000,61.23900000,24672.99100000,1755,93
2018-04-12 19:00:00,61.23700000,62.64900000,61.10700000,62.58000000,23190.78200000,2581,93
2018-04-12 20:00:00,62.50100000,63.77500000,62.40100000,63.38000000,34491.41300000,4183,94
