username,date,retweets,favorites,text
sipacoin,2018-04-09 20:00,0,0,"The Latest price of Aeternity (AE) is 1.29289 USD( -7.21% ). Set Aeternity(AE) price alerts on # sipacoin (https://sipacoin.com/aeternity/alerts …) and stay updated with Aeternity price. # AE"
CryptoStatsBot,2018-04-09 13:00,0,1,"Biggest Losers (1 hr) Mithril $ MITH -7.43% DigixDAO $ DGD -3.38% Cryptonex $ CNX -2.44% High Performance Blockchain $ HPB -2.39% Aeternity $ AE -2.31%"
1000btc_club,2018-04-09 11:16,0,2,"Many investors dont realize the real value of @ aeternity ! $ AE https://twitter.com/aeternity/status/983298477596782593 …"
lover_drop,2018-04-08 16:44,0,0,"(crypto gets 4words or less)Aeternity[AE]=Decentralized apps (prototype)"
_cryptotrading_,2018-04-08 09:50,0,0,"# Aeternity Top-40 # cryptocurrencies Daily average dips from the previous day's highest price and bounces back to the following day's highest price in the last 4 weeks. # cryptotrading # buythedip $ BCN $ SC $ BTS $ BCD $ STRAT $ WAVES $ DCR $ RHOC $ AE $ DOGEpic.twitter.com/BYO6UXPsQZ"
AeternityChina,2018-04-08 09:21,0,0,"# 区块链 # aeternity # blockchain # aeternity中国 Aeternity在这篇初学者BlockChain指南”中被提及。AE实际上是一个BlockChain3.0项目，尽管在文章中以2.0的形式出现[doge]文章详情：http://bit.ly/2GwZLdN"
AeternityChina,2018-04-07 02:24,1,2,"# aeternity # 区块链 # blockchain # aeternity中国 尽管aeternity已被完全并入列支敦士登，aeternity还是被InnovationHub列入了“柏林区块链指南”。AE被介绍为(实际上是)为去中心化应用程序开发一个基础结构层。 pic.twitter.com/vGJ6n0TX1O"
aeternity,2018-04-06 17:00,30,58,"Despite being fully incorporated in # Liechtenstein, # aeternity was included in the `Berlin Blockchain Guide` by InnovationHub. # AE is presented as (and in fact is) developing an infrastructure layer for # decentralized # applications. http://bit.ly/2JgtfKU @ innogy_en"
Rastamany,2018-04-05 18:24,0,2,"# Crypto # Blockchain $ AE “æternity at the European Parliament” by æternity https://blog.aeternity.com/%C3%A6ternity-at-the-european-parliament-e24409c52caf …"
CryptoStatsBot,2018-04-05 04:59,1,1,"Biggest Losers (1 hr) Vertcoin $ VTC -4.89% Groestlcoin $ GRS -4% Mithril $ MITH -1.63% Santiment Network Token $ SAN -1.43% Aeternity $ AE -1.21%"
CryptoStatsBot,2018-04-05 01:59,1,1,"Biggest Gainers (1 hr) Vertcoin $ VTC 0.06% Groestlcoin $ GRS -0.05% Tether $ USDT -0.23% SIRIN LABS Token $ SRN -0.26% Aeternity $ AE -0.46%"
MCryptoCheckout,2018-04-05 00:17,0,3,"MyCryptoCheckout - 9 new ERC20 tokens introduced: Aeternity AE, Dragonchain DRGN, Gifto GTO, Nebulas NAS, Request Network REQ, Salt, Storm, VeChain VEN, and Veritaseum VERI https://wordpress.org/plugins/mycryptocheckout/ … # ethereum # ERC20 $ eth # ETH # bitcoin # WooCommerce # WordPress # cryptocurrency # Crypto"
BottomSold,2018-04-03 18:22,9,25,"@ aeternity's automated build system in action. nice commit by @ uwiger $ AE pic.twitter.com/xeypOqL1uN"
aeternity,2018-04-03 08:31,34,66,"P2P communications are now fully encrypted with Noise. 30 nodes were added to the # AE Testnet for more realistic user acceptance testing. Numerous API improvements. Read the new # aeternity # dev # update in the blog:http://bit.ly/2GtLS0f"
AmericanBanking,2018-04-03 03:55,0,0,"$ AE - Aeternity # AE Market Cap Reaches $347.47 Million https://goo.gl/fb/HrgZyf"
GodfatherCrypto,2018-04-02 00:13,1,8,"$ AE UPDATE: Hit the breakout and spiked +22%. Strong volume and convincing closes above 20k. Currently retesting to see if the top of the channel has turned support. # Aeternity # AE # altcoins # alts # cryptopic.twitter.com/Yev5Cz9mCg"
AmericanBanking,2018-04-01 18:52,1,1,"$ AE - Aeternity # AE Hits 24-Hour Volume of $3.07 Million https://goo.gl/fb/RBCcZC"
cointakvim,2018-04-01 17:00,0,5,"Mainnet Yılın ikinci çeyreği $ AE # AE # Aeternity (AE) Yılın ikinci çeyreğinde mainnet kullanıma açılacak. https://www.cointakvim.com/etkinlik/yilin-ikinci-ceyreginde-mainnet-kullanima-acilacak/ … # cointakvim # kriptopara # kriptohaber # bitcoin # altcoin"
LAFinTech,2018-04-01 09:58,0,0,"Aeternity (AE) Token – Will Aeternity's Smart Contracts Platform Launch as Planned? http://dlvr.it/QN3bsj"
CoinWatcherBot,2018-04-01 09:30,1,0,"Worst returns (24h): 1. Storm -19.1% $ STORM 2. TRON -16.3% $ TRX 3. Aeternity -12.4% $ AE # blockchain # altcoinspic.twitter.com/3reweo0A7Z"
finexican,2018-04-01 09:01,0,0,"Aeternity (AE) Token – Will Aeternity's Smart Contracts Platform Launch as Planned? http://dlvr.it/QN3QxR"
