date,open,high,low,close,volume,number of trades,Binance Coin BNB
2018-04-01 00:00:00,11.05990000,11.31060000,11.04990000,11.09980000,211016.19000000,3324,45
2018-04-01 01:00:00,11.09970000,11.24000000,11.07060000,11.16890000,72837.40000000,1573,30
2018-04-01 02:00:00,11.16800000,11.20090000,10.95000000,11.03760000,97538.61000000,1934,30
2018-04-01 03:00:00,11.02370000,11.11220000,10.90100000,11.07210000,83250.24000000,1778,31
2018-04-01 04:00:00,11.07210000,11.20090000,11.04320000,11.14500000,83979.71000000,1535,0
2018-04-01 05:00:00,11.14490000,11.29000000,11.05000000,11.29000000,104072.89000000,1464,32
2018-04-01 06:00:00,11.28940000,11.29000000,10.97290000,10.99990000,203376.05000000,3008,15
2018-04-01 07:00:00,10.99990000,10.99990000,10.52000000,10.92010000,320371.97000000,5857,27
2018-04-01 08:00:00,10.93000000,11.09130000,10.75000000,10.79030000,230184.57000000,3734,51
2018-04-01 09:00:00,10.80760000,10.90000000,10.59050000,10.89590000,209256.31000000,3961,49
2018-04-01 10:00:00,10.89470000,10.90000000,10.74800000,10.76050000,130649.79000000,1867,0
2018-04-01 11:00:00,10.76100000,10.79000000,10.60000000,10.60000000,156300.73000000,2021,34
2018-04-01 12:00:00,10.60000000,10.80000000,10.59080000,10.77960000,130027.09000000,2243,21
2018-04-01 13:00:00,10.77980000,10.78130000,10.44000000,10.58940000,177485.82000000,4380,19
2018-04-01 14:00:00,10.58600000,10.59230000,10.30020000,10.55190000,235977.85000000,6624,27
2018-04-01 15:00:00,10.55190000,10.68990000,10.41900000,10.41920000,132897.42000000,4024,18
2018-04-01 16:00:00,10.41920000,11.07740000,10.40000000,10.87130000,494002.43000000,15993,27
2018-04-01 17:00:00,10.87100000,11.05500000,10.82000000,11.02460000,152496.02000000,6252,0
2018-04-01 18:00:00,11.00500000,11.08520000,10.87170000,10.96370000,119477.04000000,4234,38
2018-04-01 19:00:00,10.96320000,11.29000000,10.89000000,11.14600000,259106.02000000,6363,10
2018-04-01 20:00:00,11.15000000,11.25880000,11.05210000,11.17020000,132635.16000000,2633,22
2018-04-01 21:00:00,11.17030000,11.23000000,11.00100000,11.07000000,152723.27000000,2425,24
2018-04-01 22:00:00,11.06950000,11.07120000,10.90010000,11.04480000,112970.30000000,2036,27
2018-04-01 23:00:00,11.03830000,11.11110000,10.95200000,11.07670000,93164.33000000,2128,29
2018-04-02 00:00:00,11.09560000,11.32900000,10.98150000,11.28060000,211570.39000000,3610,29
2018-04-02 01:00:00,11.29000000,11.34000000,11.15110000,11.18100000,143829.78000000,2624,42
2018-04-02 02:00:00,11.18100000,11.24670000,11.13000000,11.24180000,121680.18000000,1826,29
2018-04-02 03:00:00,11.24000000,11.26000000,11.00900000,11.21000000,119645.23000000,2378,60
2018-04-02 04:00:00,11.21000000,11.25000000,11.02570000,11.04990000,101097.74000000,1592,0
2018-04-02 05:00:00,11.05000000,11.14380000,11.01000000,11.07040000,72993.69000000,1298,0
2018-04-02 06:00:00,11.08870000,11.14730000,11.03990000,11.06500000,62796.61000000,1758,54
2018-04-02 07:00:00,11.06510000,11.32870000,11.04480000,11.24730000,92554.05000000,2681,49
2018-04-02 08:00:00,11.27280000,11.32120000,11.23570000,11.28280000,84411.16000000,2152,12
2018-04-02 09:00:00,11.28160000,11.40000000,11.24000000,11.40000000,83986.64000000,2226,44
2018-04-02 10:00:00,11.39980000,11.62050000,11.35900000,11.62050000,145030.94000000,3345,21
2018-04-02 11:00:00,11.62050000,11.86460000,11.53000000,11.64000000,343652.93000000,6858,49
2018-04-02 12:00:00,11.63000000,11.78010000,11.52220000,11.64000000,138475.73000000,3533,63
2018-04-02 13:00:00,11.64000000,11.87000000,11.62370000,11.82780000,136249.47000000,3540,16
2018-04-02 14:00:00,11.82500000,11.84860000,11.51100000,11.59000000,134156.16000000,3830,39
2018-04-02 15:00:00,11.59580000,11.91000000,11.58600000,11.88900000,285947.21000000,4463,46
2018-04-02 16:00:00,11.88500000,12.04930000,11.71160000,12.03000000,263199.21000000,5119,15
2018-04-02 17:00:00,12.03330000,12.48500000,11.90330000,12.35000000,551065.82000000,9700,31
2018-04-02 18:00:00,12.36000000,12.43000000,12.04900000,12.39000000,453693.86000000,7900,56
2018-04-02 19:00:00,12.39000000,12.60000000,12.35000000,12.55150000,243973.17000000,5596,42
2018-04-02 20:00:00,12.56990000,12.60400000,12.02870000,12.14280000,274330.47000000,6696,84
2018-04-02 21:00:00,12.14280000,12.47000000,12.14280000,12.32860000,137731.57000000,4093,32
2018-04-02 22:00:00,12.32890000,12.49470000,12.29000000,12.48910000,108141.46000000,2507,25
2018-04-02 23:00:00,12.48990000,12.68000000,12.46710000,12.59960000,196941.69000000,4610,40
2018-04-03 00:00:00,12.59960000,12.78480000,12.41200000,12.49990000,188658.54000000,4429,53
2018-04-03 01:00:00,12.49990000,12.60000000,12.21140000,12.34980000,152607.30000000,3769,90
2018-04-03 02:00:00,12.33520000,12.60000000,12.27420000,12.59980000,136419.08000000,2883,40
2018-04-03 03:00:00,12.60000000,12.63000000,12.37000000,12.52910000,124311.04000000,3230,0
2018-04-03 04:00:00,12.52910000,12.59730000,12.33000000,12.43000000,204396.19000000,4651,43
2018-04-03 05:00:00,12.43350000,12.73000000,12.37690000,12.72100000,191957.02000000,4600,14
2018-04-03 06:00:00,12.72100000,13.15000000,12.71100000,13.02900000,365559.47000000,8457,85
2018-04-03 07:00:00,13.03900000,13.37000000,12.91110000,13.29010000,223920.58000000,5356,100
2018-04-03 08:00:00,13.29430000,13.73950000,13.15000000,13.34000000,455005.60000000,8329,53
2018-04-03 09:00:00,13.34000000,13.61000000,13.13830000,13.47000000,357043.98000000,7652,61
2018-04-03 10:00:00,13.45030000,13.60120000,12.87000000,13.25000000,357178.27000000,8426,78
2018-04-03 11:00:00,13.25000000,13.39960000,13.03000000,13.12700000,162130.69000000,4681,53
2018-04-03 12:00:00,13.08020000,13.43000000,13.01190000,13.34980000,183835.77000000,4551,24
2018-04-03 13:00:00,13.34970000,13.54000000,13.24500000,13.43940000,247220.21000000,5132,53
2018-04-03 14:00:00,13.43940000,13.52650000,13.33660000,13.52000000,133060.43000000,3360,36
2018-04-03 15:00:00,13.52000000,13.87700000,13.51000000,13.87540000,349041.78000000,7469,37
2018-04-03 16:00:00,13.87620000,13.97010000,13.63250000,13.77990000,328512.70000000,6846,60
2018-04-03 17:00:00,13.77990000,13.86500000,13.64000000,13.86340000,131550.79000000,3745,46
2018-04-03 18:00:00,13.86330000,13.91280000,13.69040000,13.82000000,139088.81000000,3589,47
2018-04-03 19:00:00,13.83940000,13.89180000,13.56000000,13.64970000,175882.05000000,5587,33
2018-04-03 20:00:00,13.64920000,13.80000000,13.56320000,13.60200000,111236.32000000,3551,18
2018-04-03 21:00:00,13.60200000,13.64000000,13.34200000,13.58030000,138475.72000000,4168,31
2018-04-03 22:00:00,13.58280000,13.62000000,13.35000000,13.39460000,81653.02000000,2498,24
2018-04-03 23:00:00,13.39460000,13.46480000,13.09600000,13.30500000,211077.88000000,6288,53
2018-04-04 00:00:00,13.27880000,13.34900000,12.80800000,12.86000000,252974.48000000,6924,52
2018-04-04 01:00:00,12.86000000,13.15000000,12.62000000,12.67360000,264502.89000000,6821,38
2018-04-04 02:00:00,12.66510000,12.76980000,12.30770000,12.49540000,313026.42000000,6934,27
2018-04-04 03:00:00,12.49540000,12.93980000,12.39010000,12.64900000,253397.17000000,5944,14
2018-04-04 04:00:00,12.64900000,12.69920000,12.16010000,12.60000000,289150.14000000,6476,28
2018-04-04 05:00:00,12.60000000,13.19000000,12.45160000,13.16060000,348119.35000000,8233,26
2018-04-04 06:00:00,13.17950000,13.48890000,12.83000000,13.12700000,432764.04000000,9823,24
2018-04-04 07:00:00,13.12700000,13.30000000,12.60000000,12.73020000,217983.20000000,5776,33
2018-04-04 08:00:00,12.76350000,12.97000000,12.52430000,12.73000000,164302.24000000,5148,32
2018-04-04 09:00:00,12.72020000,12.75320000,12.00000000,12.13930000,360990.78000000,9137,41
2018-04-04 10:00:00,12.13930000,12.55000000,12.11040000,12.25350000,208123.62000000,6289,29
2018-04-04 11:00:00,12.25340000,12.38940000,12.09020000,12.33000000,123371.63000000,4086,27
2018-04-04 12:00:00,12.33050000,12.54500000,12.12000000,12.44210000,186801.34000000,4637,24
2018-04-04 13:00:00,12.49600000,12.67840000,12.30000000,12.54000000,199122.15000000,4579,23
2018-04-04 14:00:00,12.53990000,12.53990000,12.00000000,12.07880000,389599.09000000,8856,29
2018-04-04 15:00:00,12.07870000,12.28620000,12.03000000,12.12030000,183888.33000000,4594,7
2018-04-04 16:00:00,12.11000000,12.47580000,12.11000000,12.37000000,150740.42000000,4749,38
2018-04-04 17:00:00,12.38220000,12.53000000,12.22000000,12.30420000,129482.93000000,3937,8
2018-04-04 18:00:00,12.30510000,12.40000000,12.12000000,12.23060000,109013.86000000,3750,8
2018-04-04 19:00:00,12.24020000,12.25000000,12.00000000,12.17100000,228638.94000000,7145,40
2018-04-04 20:00:00,12.18130000,12.31160000,12.11000000,12.13000000,112224.85000000,3116,18
2018-04-04 21:00:00,12.13000000,12.20000000,12.04000000,12.18080000,77281.02000000,2367,21
2018-04-04 22:00:00,12.19890000,12.19890000,12.04000000,12.11040000,59664.59000000,2223,12
2018-04-04 23:00:00,12.11030000,12.21000000,12.02000000,12.21000000,57657.21000000,2262,27
2018-04-05 00:00:00,12.20980000,12.50000000,12.13090000,12.26200000,196468.12000000,5339,13
