date,open,high,low,close,volume,number of trades,EOS EOS,sentiment
2018-04-03 13:00:00,0.00079841,0.00080330,0.00079555,0.00080149,212395.00000000,2065,78.0,0.0
2018-04-03 14:00:00,0.00080151,0.00080563,0.00080051,0.00080091,231099.00000000,1724,78.0,0.0
2018-04-03 15:00:00,0.00080056,0.00080820,0.00079925,0.00080164,228610.00000000,1879,79.0,0.0
2018-04-03 16:00:00,0.00080165,0.00080332,0.00080011,0.00080146,174957.00000000,1221,73.0,-0.008333333333333333
2018-04-03 17:00:00,0.00080147,0.00080769,0.00080068,0.00080445,201921.00000000,1546,74.0,0.0
2018-04-03 18:00:00,0.00080561,0.00080612,0.00080000,0.00080192,193594.00000000,1604,75.0,-0.49259259259259264
2018-04-03 19:00:00,0.00080085,0.00080790,0.00079925,0.00079970,166086.00000000,1956,79.0,0.02666666666666666
2018-04-03 20:00:00,0.00079973,0.00081170,0.00079928,0.00081170,178600.00000000,2106,77.0,0.0
2018-04-03 21:00:00,0.00081170,0.00082720,0.00080925,0.00082098,262234.00000000,3680,75.0,0.1
2018-04-03 22:00:00,0.00082217,0.00082256,0.00081299,0.00081754,169872.00000000,2059,71.0,0.25
2018-04-03 23:00:00,0.00081755,0.00082000,0.00081300,0.00081449,158737.00000000,1588,69.0,0.0
2018-04-04 00:00:00,0.00081501,0.00082019,0.00081259,0.00081734,196758.00000000,1812,67.0,0.25
2018-04-04 01:00:00,0.00081851,0.00082000,0.00080956,0.00081304,163716.00000000,1842,68.0,0.16666666666666666
2018-04-04 02:00:00,0.00081417,0.00081419,0.00080773,0.00080905,164302.00000000,1543,70.0,-0.04464285714285714
2018-04-04 03:00:00,0.00081048,0.00081603,0.00080703,0.00081032,163221.00000000,1917,72.0,0.0
2018-04-04 04:00:00,0.00080997,0.00081196,0.00080560,0.00080777,142901.00000000,1585,72.0,0.0
2018-04-04 05:00:00,0.00080777,0.00081000,0.00080373,0.00080499,175236.00000000,2003,75.0,0.0
2018-04-04 06:00:00,0.00080499,0.00080782,0.00080486,0.00080565,142008.00000000,1760,76.0,0.3635416666666667
2018-04-04 07:00:00,0.00080566,0.00081000,0.00080475,0.00080618,191205.00000000,2083,82.0,0.09246031746031746
2018-04-04 08:00:00,0.00080679,0.00080998,0.00080556,0.00080694,164130.00000000,1657,84.0,0.125
2018-04-04 09:00:00,0.00080697,0.00081131,0.00080090,0.00080267,248728.00000000,3047,82.0,0.0
2018-04-04 10:00:00,0.00080252,0.00080654,0.00079869,0.00080127,197469.00000000,2168,80.0,0.1590909090909091
2018-04-04 11:00:00,0.00080246,0.00080568,0.00080091,0.00080425,177815.00000000,1708,78.0,0.0
2018-04-04 12:00:00,0.00080504,0.00080504,0.00079601,0.00080235,195197.00000000,1838,77.0,0.0
2018-04-04 13:00:00,0.00080153,0.00080479,0.00080100,0.00080267,127490.00000000,1212,76.0,0.0
2018-04-04 14:00:00,0.00080157,0.00081026,0.00080100,0.00080976,210757.00000000,2674,76.0,0.0
2018-04-04 15:00:00,0.00080845,0.00081200,0.00080500,0.00081070,228868.00000000,2384,75.0,0.0
2018-04-04 16:00:00,0.00081098,0.00082400,0.00081025,0.00082193,173264.00000000,2435,72.0,0.0
2018-04-04 17:00:00,0.00082188,0.00082504,0.00081687,0.00082449,160572.00000000,1300,73.0,0.1652777777777778
2018-04-04 18:00:00,0.00082500,0.00082696,0.00082100,0.00082648,166239.00000000,1543,70.0,0.0
2018-04-04 19:00:00,0.00082647,0.00084500,0.00082387,0.00083576,551097.00000000,5331,75.0,0.09277777777777778
2018-04-04 20:00:00,0.00083576,0.00083800,0.00082780,0.00083000,167317.00000000,1558,76.0,0.1477272727272727
2018-04-04 21:00:00,0.00083017,0.00083805,0.00082579,0.00083151,136143.00000000,1142,75.0,0.17976190476190476
2018-04-04 22:00:00,0.00083151,0.00083713,0.00083094,0.00083307,135544.00000000,1192,70.0,0.1875
2018-04-04 23:00:00,0.00083303,0.00083573,0.00083027,0.00083224,143459.00000000,1149,70.0,0.06075757575757576
2018-04-05 00:00:00,0.00083137,0.00083243,0.00082592,0.00083062,172385.00000000,1520,68.0,0.0
2018-04-05 01:00:00,0.00083081,0.00083200,0.00082182,0.00082785,179278.00000000,2193,66.0,0.1431818181818182
2018-04-05 02:00:00,0.00082785,0.00083243,0.00082672,0.00082983,159885.00000000,1566,66.0,0.0
2018-04-05 03:00:00,0.00082983,0.00083764,0.00082882,0.00083478,201584.00000000,1931,71.0,0.0
2018-04-05 04:00:00,0.00083478,0.00083482,0.00082912,0.00083316,156942.00000000,1276,74.0,0.0
2018-04-05 05:00:00,0.00083314,0.00083450,0.00082368,0.00082784,243790.00000000,2359,74.0,0.0
2018-04-05 06:00:00,0.00082777,0.00082972,0.00082252,0.00082401,241713.00000000,2596,79.0,0.0
2018-04-05 07:00:00,0.00082476,0.00082500,0.00081260,0.00081943,289931.00000000,4152,82.0,0.18601190476190477
2018-04-05 08:00:00,0.00081943,0.00082205,0.00081602,0.00081925,194637.00000000,2267,85.0,0.0
2018-04-05 09:00:00,0.00081841,0.00082866,0.00081615,0.00082866,181524.00000000,1536,82.0,-0.016666666666666666
2018-04-05 10:00:00,0.00082866,0.00083114,0.00082489,0.00082696,187835.00000000,2393,82.0,0.0
2018-04-05 11:00:00,0.00082698,0.00083094,0.00082447,0.00083019,183590.00000000,1608,78.0,0.0
2018-04-05 12:00:00,0.00083018,0.00084140,0.00082800,0.00084051,261097.00000000,2200,75.0,0.0
2018-04-05 13:00:00,0.00084051,0.00085550,0.00083847,0.00085254,510189.00000000,5404,73.0,0.0
2018-04-05 14:00:00,0.00085254,0.00090225,0.00085109,0.00088704,1109307.00000000,12420,81.0,-0.25
2018-04-05 15:00:00,0.00088705,0.00089000,0.00087442,0.00088556,587189.00000000,5449,82.0,0.0
2018-04-05 16:00:00,0.00088549,0.00089870,0.00088400,0.00089046,352301.00000000,4330,75.0,0.18
2018-04-05 17:00:00,0.00089001,0.00089694,0.00088481,0.00088568,283070.00000000,2656,77.0,0.3
2018-04-05 18:00:00,0.00088682,0.00089422,0.00088428,0.00088704,192624.00000000,1835,76.0,0.0875
2018-04-05 19:00:00,0.00088704,0.00088712,0.00087694,0.00087710,223346.00000000,2340,77.0,0.0
2018-04-05 20:00:00,0.00087713,0.00089331,0.00087712,0.00089331,194823.00000000,2173,78.0,0.0
2018-04-05 21:00:00,0.00089101,0.00089330,0.00088400,0.00088970,194303.00000000,1955,76.0,0.06999999999999999
2018-04-05 22:00:00,0.00088881,0.00093814,0.00088726,0.00092850,853045.00000000,10333,76.0,0.18333333333333335
2018-04-05 23:00:00,0.00092851,0.00094000,0.00091350,0.00093397,553504.00000000,6416,80.0,0.2497727272727273
2018-04-06 00:00:00,0.00093159,0.00093396,0.00091300,0.00091459,330356.00000000,3590,71.0,0.0
2018-04-06 01:00:00,0.00091457,0.00091700,0.00089000,0.00089942,448585.00000000,5393,72.0,0.2681818181818182
2018-04-06 02:00:00,0.00089936,0.00091140,0.00089800,0.00090739,280721.00000000,2839,74.0,0.0
2018-04-06 03:00:00,0.00090774,0.00091186,0.00089961,0.00090799,234383.00000000,2550,74.0,0.03409090909090909
2018-04-06 04:00:00,0.00090795,0.00090795,0.00089626,0.00089871,191052.00000000,2137,76.0,0.0
2018-04-06 05:00:00,0.00089866,0.00090214,0.00089550,0.00089550,203943.00000000,1895,80.0,0.0
2018-04-06 06:00:00,0.00089562,0.00089695,0.00087566,0.00088466,456750.00000000,5456,91.0,-0.012878787878787884
2018-04-06 07:00:00,0.00088600,0.00088806,0.00087671,0.00088231,217440.00000000,3233,82.0,0.0
2018-04-06 08:00:00,0.00088338,0.00092414,0.00088236,0.00090788,528406.00000000,7484,85.0,0.0
2018-04-06 09:00:00,0.00090783,0.00090978,0.00088924,0.00089520,220403.00000000,3036,85.0,0.010000000000000009
2018-04-06 10:00:00,0.00089500,0.00091000,0.00088842,0.00088862,250647.00000000,3598,80.0,0.1224702380952381
2018-04-06 11:00:00,0.00088996,0.00089900,0.00088762,0.00089000,275167.00000000,3010,84.0,0.09999999999999999
2018-04-06 12:00:00,0.00089000,0.00089131,0.00086248,0.00086747,540437.00000000,6531,78.0,0.046464646464646465
2018-04-06 13:00:00,0.00086747,0.00087911,0.00086003,0.00087687,588594.00000000,6324,77.0,0.0
2018-04-06 14:00:00,0.00087699,0.00088391,0.00087247,0.00087473,194747.00000000,3020,78.0,0.0
2018-04-06 15:00:00,0.00087473,0.00087950,0.00087245,0.00087549,164671.00000000,2014,75.0,0.14444444444444446
2018-04-06 16:00:00,0.00087510,0.00088880,0.00087284,0.00088856,241014.00000000,2655,72.0,0.17500000000000002
2018-04-06 17:00:00,0.00088854,0.00089142,0.00088149,0.00088479,173636.00000000,2027,73.0,0.5916666666666667
2018-04-06 18:00:00,0.00088468,0.00088498,0.00087686,0.00088090,148956.00000000,1924,72.0,0.0
2018-04-06 19:00:00,0.00088099,0.00088267,0.00087123,0.00088267,175561.00000000,1526,75.0,0.0
2018-04-06 20:00:00,0.00088266,0.00088500,0.00087900,0.00088294,165992.00000000,1210,76.0,0.22932900432900433
2018-04-06 21:00:00,0.00088294,0.00088500,0.00087901,0.00088176,151553.00000000,1173,74.0,0.0625
2018-04-06 22:00:00,0.00088133,0.00088192,0.00087801,0.00087970,133864.00000000,1124,71.0,0.013333333333333336
2018-04-06 23:00:00,0.00088092,0.00088263,0.00087787,0.00088000,140121.00000000,1569,69.0,0.0
2018-04-07 00:00:00,0.00087929,0.00088000,0.00087363,0.00087411,149071.00000000,1720,67.0,0.0
2018-04-07 01:00:00,0.00087404,0.00087527,0.00086500,0.00086792,229404.00000000,3185,67.0,0.0
2018-04-07 02:00:00,0.00086792,0.00087049,0.00086130,0.00086399,244092.00000000,2263,66.0,0.18333333333333335
2018-04-07 03:00:00,0.00086307,0.00086939,0.00086130,0.00086608,143043.00000000,1759,72.0,0.0
2018-04-07 04:00:00,0.00086600,0.00086695,0.00086188,0.00086400,182999.00000000,1901,70.0,0.09999999999999999
2018-04-07 05:00:00,0.00086400,0.00086500,0.00085584,0.00085668,237361.00000000,3043,74.0,0.0625
2018-04-07 06:00:00,0.00085706,0.00086269,0.00085500,0.00086004,207918.00000000,2137,79.0,0.125
2018-04-07 07:00:00,0.00086004,0.00086090,0.00085602,0.00085635,168458.00000000,1878,84.0,0.0
2018-04-07 08:00:00,0.00085631,0.00085748,0.00085109,0.00085385,227474.00000000,4270,82.0,0.0
2018-04-07 09:00:00,0.00085300,0.00085391,0.00084867,0.00085150,218097.00000000,2403,86.0,0.0
2018-04-07 10:00:00,0.00085160,0.00085742,0.00085160,0.00085375,141176.00000000,1567,85.0,0.0
2018-04-07 11:00:00,0.00085375,0.00085860,0.00085212,0.00085605,158977.00000000,1601,82.0,0.0
2018-04-07 12:00:00,0.00085690,0.00086713,0.00085550,0.00085802,208532.00000000,2364,79.0,-0.06944444444444443
2018-04-07 13:00:00,0.00085801,0.00086020,0.00085010,0.00085845,220023.00000000,2284,78.0,0.0
2018-04-07 14:00:00,0.00085845,0.00086000,0.00085330,0.00085492,141647.00000000,1249,77.0,0.25
2018-04-07 15:00:00,0.00085493,0.00085661,0.00084600,0.00084888,197612.00000000,2463,75.0,0.09999999999999999
2018-04-07 16:00:00,0.00084991,0.00085116,0.00084400,0.00084770,205532.00000000,2902,71.0,0.0
2018-04-07 17:00:00,0.00084770,0.00085000,0.00084544,0.00084786,158481.00000000,1311,71.0,0.07928571428571428
2018-04-07 18:00:00,0.00084787,0.00084950,0.00084470,0.00084499,144592.00000000,1410,70.0,0.058333333333333334
2018-04-07 19:00:00,0.00084500,0.00085263,0.00084404,0.00084850,154454.00000000,1234,74.0,0.0
2018-04-07 20:00:00,0.00084850,0.00085500,0.00084720,0.00084895,147557.00000000,1110,75.0,0.0
2018-04-07 21:00:00,0.00084896,0.00084937,0.00084501,0.00084633,116413.00000000,954,74.0,0.0
2018-04-07 22:00:00,0.00084634,0.00085300,0.00084545,0.00084969,159847.00000000,1003,72.0,0.0
2018-04-07 23:00:00,0.00084962,0.00085445,0.00084720,0.00085201,136081.00000000,885,69.0,0.475
2018-04-08 00:00:00,0.00085280,0.00085280,0.00084505,0.00084508,169258.00000000,1027,69.0,0.041666666666666664
2018-04-08 00:00:00,0.00085280,0.00085280,0.00084505,0.00084508,169258.00000000,1027,52.0,0.041666666666666664
2018-04-08 01:00:00,0.00084507,0.00084706,0.00084194,0.00084431,171138.00000000,1352,50.0,0.049999999999999996
2018-04-08 02:00:00,0.00084525,0.00084591,0.00084155,0.00084395,190180.00000000,1252,52.0,0.033333333333333326
2018-04-08 03:00:00,0.00084395,0.00084525,0.00084188,0.00084277,165934.00000000,1353,53.0,0.1775
2018-04-08 04:00:00,0.00084232,0.00084400,0.00083969,0.00084079,199115.00000000,2124,53.0,0.0
2018-04-08 05:00:00,0.00083981,0.00084249,0.00083981,0.00084241,127105.00000000,1473,57.0,0.0
2018-04-08 06:00:00,0.00084075,0.00084747,0.00084000,0.00084162,152248.00000000,1696,63.0,-0.25
2018-04-08 07:00:00,0.00084264,0.00084372,0.00083901,0.00084094,182282.00000000,2515,65.0,0.0
2018-04-08 08:00:00,0.00084007,0.00084096,0.00083871,0.00084077,172528.00000000,1405,67.0,-0.005952380952380952
2018-04-08 09:00:00,0.00084079,0.00084581,0.00083996,0.00084427,134359.00000000,1272,69.0,0.0
2018-04-08 10:00:00,0.00084378,0.00084505,0.00084100,0.00084238,142390.00000000,1235,64.0,0.0
2018-04-08 11:00:00,0.00084245,0.00084816,0.00084162,0.00084350,174222.00000000,1530,64.0,0.0
2018-04-08 12:00:00,0.00084352,0.00084629,0.00084110,0.00084252,131776.00000000,1183,63.0,0.04978787878787879
2018-04-08 13:00:00,0.00084375,0.00084542,0.00084211,0.00084222,171451.00000000,1337,59.0,0.0
2018-04-08 14:00:00,0.00084224,0.00084599,0.00084218,0.00084503,169522.00000000,1391,58.0,0.11992424242424242
2018-04-08 15:00:00,0.00084503,0.00085299,0.00084398,0.00084784,229782.00000000,1940,57.0,0.0
2018-04-08 16:00:00,0.00084705,0.00085500,0.00084659,0.00085327,231909.00000000,2018,55.0,0.0
2018-04-08 17:00:00,0.00085324,0.00085500,0.00085113,0.00085134,173500.00000000,1445,57.0,0.2875
2018-04-08 18:00:00,0.00085141,0.00085404,0.00084984,0.00085077,115429.00000000,1379,58.0,0.2170138888888889
2018-04-08 19:00:00,0.00085214,0.00085297,0.00085000,0.00085056,104347.00000000,889,59.0,0.0
2018-04-08 20:00:00,0.00085055,0.00085484,0.00085000,0.00085402,130682.00000000,1018,59.0,0.0
2018-04-08 21:00:00,0.00085403,0.00085683,0.00084940,0.00084974,144826.00000000,1543,55.0,-0.16666666666666666
2018-04-08 22:00:00,0.00085137,0.00085400,0.00084912,0.00085073,116839.00000000,1116,53.0,0.0
2018-04-08 23:00:00,0.00085164,0.00085396,0.00084700,0.00084862,130412.00000000,1193,51.0,0.0
2018-04-09 00:00:00,0.00084862,0.00085348,0.00084701,0.00085303,130307.00000000,1463,51.0,0.017777777777777778
2018-04-09 01:00:00,0.00085326,0.00085400,0.00084711,0.00084805,124427.00000000,1918,53.0,0.0
2018-04-09 02:00:00,0.00084806,0.00084992,0.00084225,0.00084625,202153.00000000,2378,52.0,0.0
2018-04-09 03:00:00,0.00084629,0.00084733,0.00084187,0.00084528,172818.00000000,1959,57.0,0.0
2018-04-09 04:00:00,0.00084531,0.00084575,0.00084000,0.00084351,172906.00000000,1894,54.0,0.0
2018-04-09 05:00:00,0.00084409,0.00084469,0.00083902,0.00084056,154790.00000000,2616,57.0,0.0
2018-04-09 06:00:00,0.00084052,0.00084350,0.00083600,0.00083601,201641.00000000,2926,59.0,0.0
2018-04-09 07:00:00,0.00083601,0.00083914,0.00083147,0.00083617,230961.00000000,3160,63.0,0.0
2018-04-09 08:00:00,0.00083618,0.00084232,0.00083246,0.00083918,228192.00000000,2640,65.0,0.0
2018-04-09 09:00:00,0.00083918,0.00084413,0.00083802,0.00084000,141780.00000000,1485,64.0,0.10625
2018-04-09 10:00:00,0.00084091,0.00086000,0.00083962,0.00085581,321696.00000000,5164,59.0,-0.03333333333333333
2018-04-09 11:00:00,0.00085578,0.00086478,0.00085357,0.00086099,292825.00000000,3172,57.0,0.0
2018-04-09 12:00:00,0.00086023,0.00086262,0.00085129,0.00085979,197921.00000000,2164,56.0,0.375
2018-04-09 13:00:00,0.00085986,0.00086179,0.00085735,0.00086179,149997.00000000,1479,55.0,0.25
2018-04-09 14:00:00,0.00086179,0.00086865,0.00086100,0.00086835,235069.00000000,2143,57.0,0.8333333333333333
2018-04-09 15:00:00,0.00086835,0.00086940,0.00086034,0.00086623,150894.00000000,1803,55.0,0.08928571428571429
2018-04-09 16:00:00,0.00086564,0.00086900,0.00086500,0.00086729,162595.00000000,1201,52.0,0.28942708333333333
2018-04-09 17:00:00,0.00086747,0.00086747,0.00086266,0.00086513,135187.00000000,1040,54.0,0.01944444444444443
2018-04-09 18:00:00,0.00086512,0.00086639,0.00086046,0.00086247,139719.00000000,1114,55.0,0.31136363636363634
2018-04-09 19:00:00,0.00086328,0.00086804,0.00085955,0.00086413,153890.00000000,1471,59.0,0.26666666666666666
2018-04-09 20:00:00,0.00086413,0.00087231,0.00086346,0.00086826,161904.00000000,1809,58.0,0.0
2018-04-09 21:00:00,0.00086699,0.00086829,0.00086102,0.00086316,151073.00000000,1363,57.0,0.0
2018-04-09 22:00:00,0.00086315,0.00086622,0.00086234,0.00086362,119446.00000000,1195,54.0,0.0
2018-04-09 23:00:00,0.00086400,0.00086621,0.00086100,0.00086376,140488.00000000,906,51.0,0.3125
2018-04-10 00:00:00,0.00086261,0.00086735,0.00086211,0.00086471,113780.00000000,1024,51.0,-0.28645833333333337
2018-04-10 01:00:00,0.00086471,0.00086633,0.00086271,0.00086434,125639.00000000,923,52.0,-0.12121212121212122
2018-04-10 02:00:00,0.00086435,0.00086492,0.00085871,0.00086011,252011.00000000,2085,52.0,0.11666666666666665
2018-04-10 03:00:00,0.00086001,0.00086517,0.00085970,0.00086376,187947.00000000,3243,58.0,0.024999999999999998
2018-04-10 04:00:00,0.00086360,0.00086462,0.00085711,0.00085830,142172.00000000,1740,55.0,0.3333333333333333
2018-04-10 05:00:00,0.00085828,0.00086300,0.00085527,0.00085701,191745.00000000,2574,56.0,-0.03333333333333333
2018-04-10 06:00:00,0.00085795,0.00086200,0.00085400,0.00086131,194370.00000000,2576,57.0,0.0
2018-04-10 07:00:00,0.00086082,0.00086379,0.00085939,0.00086119,142641.00000000,1430,63.0,-0.05555555555555555
2018-04-10 08:00:00,0.00086167,0.00086790,0.00086030,0.00086631,229736.00000000,2347,62.0,0.0
2018-04-10 09:00:00,0.00086631,0.00086986,0.00086261,0.00086734,225274.00000000,2097,62.0,0.020833333333333332
2018-04-10 10:00:00,0.00086830,0.00086830,0.00086330,0.00086602,172762.00000000,1506,63.0,0.0
2018-04-10 11:00:00,0.00086602,0.00088941,0.00086602,0.00088659,424447.00000000,6206,59.0,0.0
2018-04-10 12:00:00,0.00088617,0.00088928,0.00087794,0.00087968,222397.00000000,2449,58.0,0.10119047619047618
2018-04-10 13:00:00,0.00087968,0.00088462,0.00087884,0.00088324,174940.00000000,1551,57.0,0.0
2018-04-10 14:00:00,0.00088324,0.00088777,0.00088294,0.00088635,196034.00000000,1897,56.0,0.0
2018-04-10 15:00:00,0.00088671,0.00088772,0.00088184,0.00088250,235276.00000000,2081,55.0,0.0
2018-04-10 16:00:00,0.00088249,0.00088618,0.00088169,0.00088393,197896.00000000,1517,52.0,0.0
2018-04-10 17:00:00,0.00088359,0.00089142,0.00087998,0.00088510,202112.00000000,1952,54.0,0.041666666666666664
2018-04-10 18:00:00,0.00088561,0.00088845,0.00088143,0.00088208,175080.00000000,1315,53.0,0.0
2018-04-10 19:00:00,0.00088216,0.00088596,0.00088143,0.00088375,170491.00000000,1143,55.0,0.1020833333333333
2018-04-10 20:00:00,0.00088373,0.00088374,0.00087680,0.00087862,126647.00000000,1868,54.0,0.0
2018-04-10 21:00:00,0.00087862,0.00088133,0.00087665,0.00088001,129991.00000000,1368,53.0,0.16666666666666666
2018-04-10 22:00:00,0.00088000,0.00088191,0.00087250,0.00087303,201921.00000000,2454,53.0,0.0
2018-04-10 23:00:00,0.00087303,0.00087870,0.00087220,0.00087548,153475.00000000,1195,49.0,0.0
2018-04-11 00:00:00,0.00087562,0.00087887,0.00087196,0.00087363,123531.00000000,1414,51.0,0.0
2018-04-11 01:00:00,0.00087363,0.00087739,0.00087252,0.00087306,138603.00000000,1441,50.0,0.0
2018-04-11 02:00:00,0.00087304,0.00087913,0.00087304,0.00087532,145293.00000000,1405,55.0,0.0
2018-04-11 03:00:00,0.00087574,0.00088004,0.00087333,0.00087868,163708.00000000,1820,58.0,0.0
2018-04-11 04:00:00,0.00087976,0.00088464,0.00087883,0.00088401,197759.00000000,1938,58.0,0.0
2018-04-11 05:00:00,0.00088401,0.00092341,0.00088150,0.00091354,957047.00000000,10390,58.0,-0.05555555555555555
2018-04-11 06:00:00,0.00091406,0.00093680,0.00090718,0.00093332,744888.00000000,6775,66.0,0.4
2018-04-11 07:00:00,0.00093392,0.00094300,0.00091790,0.00092010,464578.37000000,5177,65.0,0.0
2018-04-11 08:00:00,0.00092010,0.00092780,0.00091450,0.00092400,232172.63000000,2326,66.0,0.0
2018-04-11 09:00:00,0.00092480,0.00095749,0.00092450,0.00095749,422828.52000000,7382,65.0,0.058522727272727275
2018-04-11 10:00:00,0.00095749,0.00097870,0.00095120,0.00096410,696714.07000000,8968,63.0,0.4047619047619047
2018-04-11 11:00:00,0.00096400,0.00096910,0.00095400,0.00095880,335033.91000000,4576,61.0,0.0
2018-04-11 12:00:00,0.00095880,0.00097750,0.00095670,0.00097610,293343.69000000,4193,59.0,0.08333333333333333
2018-04-11 13:00:00,0.00097630,0.00105000,0.00097530,0.00100470,1486265.44000000,21637,66.0,0.08
2018-04-11 14:00:00,0.00100460,0.00105000,0.00100240,0.00103200,866789.81000000,14811,63.0,0.030000000000000006
2018-04-11 15:00:00,0.00103430,0.00105000,0.00102000,0.00102680,502808.41000000,7469,61.0,0.0
2018-04-11 16:00:00,0.00102580,0.00105980,0.00101010,0.00105700,656686.71000000,11762,63.0,0.125
2018-04-11 17:00:00,0.00105700,0.00114510,0.00105160,0.00112120,1892891.26000000,30415,71.0,0.125
2018-04-11 18:00:00,0.00112200,0.00116320,0.00111350,0.00116270,1184407.26000000,18937,75.0,0.125
2018-04-11 19:00:00,0.00116270,0.00116300,0.00107790,0.00109590,1179971.94000000,20378,72.0,0.07878787878787878
2018-04-11 20:00:00,0.00109580,0.00114020,0.00108370,0.00111020,643174.14000000,11531,65.0,0.2888888888888889
2018-04-11 21:00:00,0.00111030,0.00112430,0.00108520,0.00111160,609684.90000000,10879,66.0,0.23030303030303031
2018-04-11 22:00:00,0.00111150,0.00121350,0.00111100,0.00120900,1473039.85000000,21274,81.0,-0.0009537337662337692
2018-04-11 23:00:00,0.00120990,0.00127500,0.00118010,0.00122870,2988117.96000000,41221,98.0,0.07857142857142857
2018-04-12 00:00:00,0.00122780,0.00123120,0.00118300,0.00121430,1198505.70000000,17662,78.0,-0.03125
2018-04-12 01:00:00,0.00121340,0.00123500,0.00119980,0.00120610,626162.96000000,9728,79.0,0.0598076923076923
2018-04-12 02:00:00,0.00120600,0.00129830,0.00120250,0.00129650,1673591.85000000,19256,88.0,0.13
2018-04-12 03:00:00,0.00129710,0.00129940,0.00125220,0.00125850,1064978.03000000,13780,100.0,-0.030068542568542578
2018-04-12 04:00:00,0.00126200,0.00128250,0.00123050,0.00127720,960779.17000000,17242,88.0,0.12142857142857143
2018-04-12 05:00:00,0.00127570,0.00127720,0.00124500,0.00125400,543424.15000000,9666,88.0,0.0
2018-04-12 06:00:00,0.00125410,0.00126130,0.00118110,0.00118280,848303.21000000,15275,89.0,0.02160493827160494
2018-04-12 07:00:00,0.00118340,0.00124000,0.00114000,0.00122810,1568066.09000000,22530,80.0,0.1875
2018-04-12 08:00:00,0.00122620,0.00126050,0.00121790,0.00125600,502129.32000000,7790,80.0,0.135
2018-04-12 09:00:00,0.00125640,0.00125900,0.00120470,0.00122930,571968.49000000,10134,79.0,-0.16
2018-04-12 10:00:00,0.00122920,0.00123640,0.00121150,0.00122820,290158.99000000,5686,74.0,0.06818181818181818
2018-04-12 11:00:00,0.00122670,0.00123560,0.00111000,0.00115800,1363642.01000000,25354,71.0,0.029155844155844157
2018-04-12 12:00:00,0.00115800,0.00120610,0.00115350,0.00118830,957007.51000000,15888,70.0,0.0
2018-04-12 13:00:00,0.00118930,0.00120800,0.00114910,0.00116410,614759.18000000,10269,69.0,0.019444444444444448
2018-04-12 14:00:00,0.00116410,0.00118600,0.00113120,0.00114690,498176.83000000,10095,66.0,0.1340909090909091
2018-04-12 15:00:00,0.00114780,0.00118600,0.00113200,0.00117590,511492.87000000,9872,64.0,0.08
2018-04-12 16:00:00,0.00117460,0.00117690,0.00113600,0.00115680,413012.23000000,6724,65.0,0.07142857142857142
2018-04-12 17:00:00,0.00115550,0.00116300,0.00110200,0.00114940,364694.84000000,7323,61.0,0.17045454545454544
2018-04-12 18:00:00,0.00114990,0.00115800,0.00114730,0.00115380,96007.46000000,1868,64.0,0.0625
2018-04-12 19:00:00,0.00115370,0.00116120,0.00114870,0.00116120,97768.36000000,2288,63.0,0.25
2018-04-12 20:00:00,0.00116080,0.00118000,0.00115480,0.00115850,264344.61000000,5272,68.0,0.046464646464646465
2018-04-12 21:00:00,0.00115860,0.00116500,0.00112320,0.00112670,347032.21000000,7659,64.0,-0.04040404040404041
2018-04-12 22:00:00,0.00112670,0.00113710,0.00111180,0.00112000,379479.07000000,7067,65.0,0.014772727272727272
2018-04-12 23:00:00,0.00112290,0.00112650,0.00110400,0.00111620,358198.84000000,7632,59.0,0.0
2018-04-13 00:00:00,0.00111620,0.00111680,0.00109560,0.00110480,369905.72000000,6154,58.0,-0.06666666666666667
2018-04-13 01:00:00,0.00110460,0.00115260,0.00110030,0.00113810,397254.00000000,9003,56.0,0.125
2018-04-13 02:00:00,0.00113800,0.00122000,0.00113620,0.00117590,1317496.51000000,20837,60.0,0.125
2018-04-13 03:00:00,0.00117970,0.00118210,0.00115660,0.00116940,432410.55000000,7635,63.0,0.375
2018-04-13 04:00:00,0.00116940,0.00118090,0.00115660,0.00116630,250499.14000000,5060,63.0,-0.29873106060606064
2018-04-13 05:00:00,0.00116620,0.00117700,0.00114510,0.00114930,256044.53000000,4399,68.0,0.0
2018-04-13 06:00:00,0.00114930,0.00118390,0.00113500,0.00116960,300816.11000000,7308,68.0,0.04166666666666667
2018-04-13 07:00:00,0.00116900,0.00117150,0.00113250,0.00113470,341923.33000000,5816,71.0,0.013669191919191918
2018-04-13 08:00:00,0.00113460,0.00116530,0.00113460,0.00114940,344186.04000000,6394,75.0,0.1
2018-04-13 09:00:00,0.00114860,0.00115370,0.00113430,0.00114220,228402.33000000,3913,71.0,0.004999999999999999
2018-04-13 10:00:00,0.00114220,0.00116610,0.00113640,0.00114910,240557.07000000,4371,66.0,0.15
2018-04-13 11:00:00,0.00114910,0.00115270,0.00114000,0.00114630,144882.88000000,3211,62.0,0.0
2018-04-13 12:00:00,0.00114490,0.00117600,0.00112910,0.00113150,265135.90000000,5173,63.0,0.1685930735930736
2018-04-13 13:00:00,0.00113150,0.00113700,0.00111200,0.00112840,292955.32000000,6868,61.0,0.18333333333333335
2018-04-13 14:00:00,0.00112750,0.00113200,0.00110410,0.00112540,439162.99000000,7028,61.0,-0.145
2018-04-13 15:00:00,0.00112670,0.00113670,0.00111810,0.00112000,208594.27000000,3681,61.0,0.009783549783549783
