username,date,retweets,favorites,text
gMAKcrypto,2018-05-14 21:16,5,22,"$ XZC ~ Zcoin - Decent entry @0.0042 and below earlier this week incase you missed it - Yellow lines; Key resistance levels # Crypto $ BTCpic.twitter.com/JmgTb6Lvj9"
DaveSimonoff,2018-05-14 14:40,12,37,"# Zcoin got some bullish impulse (probably because of # Zcash news), first resistance is at 5100 sats... $ xzc # cryptopic.twitter.com/UBFUomo7Au"
gMAKcrypto,2018-05-10 14:42,1,41,"I would like to confess my favourite shitcoin in this space. I T IS . . . $ XZC - Zcoin W E W I L L M O O N A G A I N !"
coinloopio,2018-05-07 01:47,24,18,"New A.I. Signal ZCoin (XZC) · Loop A.I. Indicator: Buy volume slowly increasing. Positive market sentiment. Price at key support level. Signal: Likelihood of price increase: 66% $ XZC # Zcoin"
shortmarket,2018-05-05 07:27,3,15,"So.. I've heard you like triangle patterns and major long term oblique resistance breakout. Here a profitable, low risk and high reward possibility: Take the opportunity to get into $ xzc before CryptoRand tweets it's breaking the triangle formation. # xzc # zcoin # privacycoin"
spenceryang,2018-05-04 08:10,6,30,"I just published “Cobo Wallet launches Zcoin (XZC) rewards account” https://medium.com/p/cobo-wallet-launches-zcoin-xzc-rewards-account-f5dd8d5c854c …"
sheldon_store,2018-05-03 09:03,12,37,"We are proud to accept ZCoin $ XZC @ zcoinofficial as payment on our store via CoinPayments Buy gift cards with ZCoin or 100+ other cryptos. Go here> http://sheldon.store"
MasternodesDir,2018-04-30 01:37,16,50,"@ zcoinofficial Zcoin is now listed on MND! http://masternodes.directory/stats/XZC $ XZC # zcoin # Masternodes # MNDpic.twitter.com/sLS2zstqdu"
gMAKcrypto,2018-04-26 18:49,7,32,"$ XZC ~ Zcoin - 1W timeframe - XZC/BTC on Bittrex (more history) - Yellow are key resistance areas - Buyzone: 0.00422 and below # Crypto $ BTC $ ETHpic.twitter.com/YJ1sxwrIM3"
Dmitriysz,2018-04-21 05:35,6,33,"Adding Zcoin to the watchlist. $ XZC pic.twitter.com/XP2b50TW48"
CryptoMichNL,2018-04-19 14:57,1,13,"$ xzc # zcoin Daily: bullish divergences everywhere, bb squeeze and breakout, which was significant. For now, expecting another move upwards given the smaller timeframes. Target zone is still around 0.005. Also, you see that it bounced fairly nice on the log trend support. pic.twitter.com/As9QTRWsFJ"
cryptosyms,2018-04-18 09:05,8,24,"$ XZC Bbands are really tight now so we can expect a move soon. RSI showing some strenght so the move should be up. Poor volume during the drop and 58% coins locked means the gap to the top could be crossed fast. Patience will be rewarded as usual. # bitcoin # zcoin # privacy # anonpic.twitter.com/jAqk9LR78f"
SludgeFeed,2018-04-05 13:55,7,9,"# Zcoin ( $ XZC ): Privacy Through the # ZerocoinProtocol... via @ Craig_Sorushttps://sludgefeed.com/zcoin-privacy-through-zerocoin-protocol/ …"
cryptoboater,2018-04-04 16:51,1,11,"$ XZC is moving because it is one of the best, if not the best, alongside $ ZEN. zcoin the first mover that has inspired a hole class of Z protocol clones. look at the news lately supressing both political & economic speach. don't act like this is a surprise. called this weeks ago."
cryptoHITMAN,2018-04-01 21:59,4,15,"The only project I’ve *never sold* 6 # ZNodes right now, going on 7, With the ultimate goal of 10 total. Even though $ XZC might not make sense ROI wise at this point, it’s such a fundamentally solid project — right up there with $ XMR privacy-tech wise. Love it. # ZCoin # XZC https://twitter.com/cryptomocho/status/980553195599491072 …"
cryptoknocks,2018-04-01 20:00,0,1,"BTC-XZC AskRate: 0.00415000 # Bittrex # XZC $ XZC # ZCoin # altcoin # crypto # bitcoin FOLLOW for PROFIT"
crypto_fomo_247,2018-04-01 18:10,0,0,"Volume has been lacking the most on zcoin... Back to its pre znodes pump price and if BTC dips to lower lows, God bless xzc"
devwarrior777,2018-04-01 15:49,0,0,"No Zcoin # XZC at this price?"
teddycleps,2018-04-01 12:24,0,6,"# ZCOIN ( $ XZC ) Price reached price target - hence covered any overbought areas, making the whole valuation way more sustainable. Next step for price is to break through resistance with a substantial amount of volume. @ zcoinofficial $ CRYPTOpic.twitter.com/E7FbragNXv"
lover_drop,2018-04-01 08:23,0,0,"(crypto gets 4words or less)ZCoin[XZC]=Private digital cash"
coinsinsights,2018-04-01 08:00,0,0,"Coin : # ZCoin $ XZC Description : Private digital cash Price: 427844sat / $28.68 24h change: -0.79% Market Cap. : $127,192,705 Twitter: @ zcoinofficial # crypto # cryptocurrency"
