date,open,high,low,close,volume,number of trades,BitConnect BCC
2018-04-21 19:00:00,1146.00000000,1152.00000000,1129.36000000,1132.79000000,663.10621000,1412,34
2018-04-21 20:00:00,1131.11000000,1134.78000000,1099.96000000,1125.79000000,1114.42579000,2824,36
2018-04-21 21:00:00,1127.12000000,1136.03000000,1120.76000000,1126.36000000,290.81388000,780,20
2018-04-21 22:00:00,1126.37000000,1137.24000000,1116.83000000,1131.83000000,350.57100000,1097,23
2018-04-21 23:00:00,1131.83000000,1159.28000000,1131.29000000,1154.60000000,1218.73173000,2227,25
2018-04-22 00:00:00,1154.61000000,1154.61000000,1105.15000000,1121.11000000,838.03108000,2138,25
2018-04-22 00:00:00,1154.61000000,1154.61000000,1105.15000000,1121.11000000,838.03108000,2138,20
2018-04-22 01:00:00,1121.11000000,1141.94000000,1116.08000000,1136.49000000,478.91293000,1084,0
2018-04-22 02:00:00,1136.90000000,1141.75000000,1123.03000000,1136.13000000,500.85603000,1130,0
2018-04-22 03:00:00,1134.53000000,1139.45000000,1125.85000000,1126.05000000,189.48922000,731,41
2018-04-22 04:00:00,1127.57000000,1140.49000000,1123.10000000,1137.11000000,363.59015000,645,0
2018-04-22 05:00:00,1137.13000000,1150.40000000,1135.01000000,1141.50000000,684.17365000,1175,20
2018-04-22 06:00:00,1141.81000000,1173.75000000,1138.80000000,1171.40000000,923.87603000,1999,37
2018-04-22 07:00:00,1172.70000000,1174.89000000,1134.20000000,1150.61000000,1340.03868000,2250,0
2018-04-22 08:00:00,1150.61000000,1176.00000000,1149.50000000,1175.00000000,1127.88071000,1956,16
2018-04-22 09:00:00,1175.00000000,1180.93000000,1148.00000000,1167.00000000,1798.04711000,2821,16
2018-04-22 10:00:00,1167.00000000,1178.08000000,1165.30000000,1174.00000000,1028.19319000,1493,16
2018-04-22 11:00:00,1173.56000000,1227.81000000,1169.70000000,1183.41000000,2729.31156000,5417,58
2018-04-22 12:00:00,1183.49000000,1199.00000000,1155.00000000,1175.34000000,2934.34023000,4960,0
2018-04-22 13:00:00,1175.34000000,1202.57000000,1168.00000000,1192.01000000,1984.29817000,3031,25
2018-04-22 14:00:00,1193.62000000,1249.00000000,1190.00000000,1233.22000000,2755.60372000,5281,35
2018-04-22 15:00:00,1233.22000000,1246.81000000,1221.00000000,1231.53000000,2230.09067000,3488,46
2018-04-22 16:00:00,1230.59000000,1252.12000000,1215.00000000,1232.58000000,2486.39604000,4584,11
2018-04-22 17:00:00,1232.76000000,1261.29000000,1232.00000000,1252.00000000,1445.04037000,2626,23
2018-04-22 18:00:00,1252.00000000,1256.40000000,1237.00000000,1250.00000000,1409.29552000,1958,24
2018-04-22 19:00:00,1249.03000000,1249.97000000,1222.15000000,1226.36000000,1190.61771000,2724,0
2018-04-22 20:00:00,1225.08000000,1242.70000000,1218.61000000,1239.00000000,794.57173000,1718,27
2018-04-22 21:00:00,1239.00000000,1247.38000000,1233.22000000,1245.29000000,399.09465000,860,16
2018-04-22 22:00:00,1246.89000000,1247.98000000,1230.00000000,1232.00000000,769.74778000,1349,35
2018-04-22 23:00:00,1232.00000000,1232.00000000,1180.00000000,1193.16000000,3203.57986000,5736,19
2018-04-23 00:00:00,1193.26000000,1238.64000000,1188.00000000,1229.00000000,1459.45039000,2857,18
2018-04-23 01:00:00,1230.64000000,1254.99000000,1218.00000000,1246.33000000,918.86619000,2034,35
2018-04-23 02:00:00,1247.00000000,1293.88000000,1245.01000000,1293.88000000,3225.58814000,5655,18
2018-04-23 03:00:00,1291.46000000,1327.80000000,1290.00000000,1316.60000000,3843.01059000,6140,19
2018-04-23 04:00:00,1316.60000000,1323.13000000,1283.93000000,1320.86000000,2573.54612000,4221,19
2018-04-23 05:00:00,1320.85000000,1338.00000000,1306.00000000,1335.12000000,2298.61651000,3487,17
2018-04-23 06:00:00,1335.12000000,1398.33000000,1327.00000000,1379.98000000,3698.42820000,6207,31
2018-04-23 07:00:00,1379.98000000,1458.00000000,1379.80000000,1406.00000000,7253.10654000,10888,43
2018-04-23 08:00:00,1407.00000000,1418.00000000,1370.00000000,1393.20000000,5077.81568000,9621,55
2018-04-23 09:00:00,1393.20000000,1411.16000000,1351.82000000,1398.96000000,3608.51684000,6683,53
2018-04-23 10:00:00,1398.96000000,1407.00000000,1384.01000000,1386.00000000,1987.69209000,3455,38
2018-04-23 11:00:00,1386.00000000,1405.00000000,1377.00000000,1395.60000000,1616.41807000,2850,12
2018-04-23 12:00:00,1397.34000000,1454.40000000,1395.58000000,1432.23000000,4267.28491000,6888,53
2018-04-23 13:00:00,1432.27000000,1434.99000000,1388.88000000,1397.00000000,2110.99433000,4196,19
2018-04-23 14:00:00,1397.00000000,1419.41000000,1385.00000000,1414.50000000,2523.57645000,4220,46
2018-04-23 15:00:00,1415.00000000,1420.75000000,1393.28000000,1397.03000000,1444.20647000,2619,19
2018-04-23 16:00:00,1397.00000000,1408.21000000,1361.91000000,1386.00000000,2209.48160000,3691,39
2018-04-23 17:00:00,1385.57000000,1400.00000000,1322.00000000,1370.02000000,4232.06751000,7172,0
2018-04-23 18:00:00,1372.12000000,1396.00000000,1356.21000000,1386.43000000,1550.58961000,3528,10
2018-04-23 19:00:00,1387.76000000,1397.10000000,1349.05000000,1374.54000000,1781.34074000,3442,22
2018-04-23 20:00:00,1374.51000000,1402.54000000,1360.55000000,1400.00000000,1507.95309000,2725,48
2018-04-23 21:00:00,1400.10000000,1406.50000000,1387.00000000,1397.37000000,1122.83299000,2263,42
2018-04-23 22:00:00,1399.95000000,1409.00000000,1397.85000000,1409.00000000,867.69986000,1384,49
2018-04-23 23:00:00,1409.00000000,1440.10000000,1407.31000000,1439.79000000,2001.64417000,4128,53
2018-04-24 00:00:00,1437.14000000,1493.00000000,1420.00000000,1484.00000000,5239.68759000,10017,34
2018-04-24 01:00:00,1480.96000000,1548.34000000,1470.36000000,1546.70000000,5066.53378000,8962,100
2018-04-24 02:00:00,1546.70000000,1560.43000000,1517.61000000,1543.68000000,3281.07630000,6231,0
2018-04-24 03:00:00,1543.64000000,1565.10000000,1535.00000000,1540.00000000,2845.91628000,4785,18
2018-04-24 04:00:00,1540.10000000,1570.00000000,1535.36000000,1565.00000000,2533.33943000,4395,18
2018-04-24 05:00:00,1563.09000000,1565.00000000,1528.00000000,1542.51000000,2559.83029000,4583,34
2018-04-24 06:00:00,1542.51000000,1547.49000000,1510.25000000,1520.00000000,2281.66669000,4674,15
2018-04-24 07:00:00,1522.43000000,1537.00000000,1482.00000000,1519.13000000,3406.90452000,5926,29
2018-04-24 08:00:00,1519.10000000,1544.53000000,1516.00000000,1534.28000000,2055.87413000,3121,28
2018-04-24 09:00:00,1534.62000000,1541.71000000,1520.00000000,1533.72000000,1308.06909000,2317,13
2018-04-24 10:00:00,1533.72000000,1546.35000000,1520.00000000,1521.18000000,1722.71479000,4020,25
2018-04-24 11:00:00,1522.00000000,1527.00000000,1483.12000000,1498.74000000,2077.85010000,4411,69
2018-04-24 12:00:00,1496.34000000,1528.01000000,1495.97000000,1512.96000000,2086.39017000,3761,21
2018-04-24 13:00:00,1512.96000000,1515.88000000,1424.12000000,1447.94000000,5361.04835000,9597,29
2018-04-24 14:00:00,1445.13000000,1495.00000000,1421.00000000,1475.86000000,3435.88655000,6155,9
2018-04-24 15:00:00,1475.34000000,1491.16000000,1465.00000000,1480.21000000,1430.32269000,2966,10
2018-04-24 16:00:00,1480.21000000,1482.81000000,1443.49000000,1462.10000000,1050.61549000,2770,0
2018-04-24 17:00:00,1462.10000000,1497.87000000,1460.13000000,1493.01000000,1729.38621000,3759,20
2018-04-24 18:00:00,1494.00000000,1495.00000000,1465.02000000,1474.20000000,1296.72924000,2612,20
2018-04-24 19:00:00,1474.59000000,1476.65000000,1445.00000000,1473.80000000,1283.62688000,3274,32
2018-04-24 20:00:00,1475.10000000,1497.00000000,1462.42000000,1463.29000000,1156.22552000,2212,12
2018-04-24 21:00:00,1464.05000000,1481.81000000,1428.54000000,1464.53000000,2283.00006000,5302,42
2018-04-24 22:00:00,1463.02000000,1464.53000000,1422.87000000,1425.68000000,1780.75765000,3583,49
2018-04-24 23:00:00,1425.68000000,1444.00000000,1380.00000000,1403.00000000,3452.71926000,7073,35
2018-04-25 00:00:00,1406.42000000,1432.00000000,1339.00000000,1365.00000000,4179.67963000,7422,17
2018-04-25 01:00:00,1365.21000000,1436.28000000,1345.00000000,1412.10000000,3841.73077000,6001,0
2018-04-25 02:00:00,1412.10000000,1430.00000000,1365.02000000,1369.99000000,2631.92627000,5150,0
2018-04-25 03:00:00,1369.99000000,1394.21000000,1286.00000000,1297.40000000,3314.09821000,6757,55
2018-04-25 04:00:00,1293.55000000,1342.40000000,1245.00000000,1280.00000000,5437.51842000,8643,56
2018-04-25 05:00:00,1280.00000000,1328.58000000,1270.30000000,1315.21000000,4095.91002000,6180,0
2018-04-25 06:00:00,1316.85000000,1366.00000000,1312.49000000,1361.30000000,2964.87279000,5039,15
2018-04-25 07:00:00,1362.35000000,1383.58000000,1312.00000000,1354.00000000,3242.91843000,5221,0
2018-04-25 08:00:00,1354.00000000,1373.85000000,1289.99000000,1298.13000000,2264.66409000,4626,14
2018-04-25 09:00:00,1298.13000000,1321.50000000,1289.99000000,1314.81000000,1944.54124000,4196,13
2018-04-25 10:00:00,1313.22000000,1314.83000000,1222.00000000,1274.72000000,4788.40761000,7494,13
2018-04-25 11:00:00,1277.68000000,1320.00000000,1230.28000000,1305.91000000,4345.39052000,6252,23
2018-04-25 12:00:00,1307.84000000,1327.00000000,1282.00000000,1295.50000000,3671.82105000,5369,11
2018-04-25 13:00:00,1297.10000000,1317.46000000,1249.00000000,1273.34000000,3095.73877000,5397,10
2018-04-25 14:00:00,1273.12000000,1280.00000000,1230.00000000,1268.66000000,5248.12226000,8024,0
2018-04-25 15:00:00,1266.68000000,1297.00000000,1254.80000000,1283.49000000,3511.92456000,4675,0
