date,open,high,low,close,volume,number of trades,VeChain VEN,sentiment
2018-04-03 04:00:00,0.00041290,0.00041833,0.00040583,0.00041269,708656.00000000,4876,7.0,0.0
2018-04-03 05:00:00,0.00041259,0.00042505,0.00041100,0.00042460,854076.00000000,4998,3.0,0.0
2018-04-03 06:00:00,0.00042461,0.00042484,0.00038862,0.00039623,1640403.00000000,10538,20.0,0.5056818181818181
2018-04-03 07:00:00,0.00039628,0.00039824,0.00038410,0.00038593,619943.00000000,4860,15.0,0.0
2018-04-03 08:00:00,0.00038600,0.00039058,0.00038254,0.00038449,381919.00000000,2780,5.0,0.0
2018-04-03 09:00:00,0.00038449,0.00039250,0.00037800,0.00038718,470907.00000000,4577,7.0,0.0
2018-04-03 10:00:00,0.00038718,0.00038919,0.00037840,0.00038302,206307.00000000,2362,5.0,0.0
2018-04-03 11:00:00,0.00038352,0.00038464,0.00037801,0.00038281,131102.00000000,1436,6.0,0.0
2018-04-03 12:00:00,0.00038266,0.00038336,0.00037951,0.00038239,128499.00000000,1470,9.0,0.0
2018-04-03 13:00:00,0.00038233,0.00038233,0.00037930,0.00038010,128699.00000000,1372,5.0,0.0
2018-04-03 14:00:00,0.00038010,0.00038997,0.00038001,0.00038715,186702.00000000,1989,5.0,0.2767857142857143
2018-04-03 15:00:00,0.00038717,0.00039313,0.00038225,0.00039003,277238.00000000,2489,3.0,0.15
2018-04-03 16:00:00,0.00039002,0.00039764,0.00038450,0.00038713,316764.00000000,3371,7.0,0.0
2018-04-03 17:00:00,0.00038713,0.00039000,0.00038180,0.00038339,174899.00000000,1680,5.0,0.0
2018-04-03 18:00:00,0.00038307,0.00038700,0.00038123,0.00038578,106452.00000000,1193,4.0,0.0
2018-04-03 19:00:00,0.00038579,0.00038900,0.00038150,0.00038520,157608.00000000,1406,4.0,0.0
2018-04-03 20:00:00,0.00038504,0.00038881,0.00038413,0.00038722,115663.00000000,913,4.0,0.0
2018-04-03 21:00:00,0.00038722,0.00039099,0.00038532,0.00039000,86912.00000000,905,12.0,0.0
2018-04-03 22:00:00,0.00038996,0.00039387,0.00038100,0.00038873,208125.00000000,1866,6.0,0.0
2018-04-03 23:00:00,0.00038878,0.00039198,0.00038675,0.00039128,80616.00000000,906,12.0,0.0
2018-04-04 00:00:00,0.00039039,0.00039198,0.00038500,0.00038745,87376.00000000,1257,15.0,0.0
2018-04-04 01:00:00,0.00038745,0.00038990,0.00038601,0.00038755,96456.00000000,1026,3.0,0.0
2018-04-04 02:00:00,0.00038755,0.00038779,0.00038100,0.00038186,156447.00000000,1362,6.0,0.0
2018-04-04 03:00:00,0.00038186,0.00038614,0.00038025,0.00038165,91519.00000000,1128,0.0,0.0
2018-04-04 04:00:00,0.00038165,0.00038219,0.00037565,0.00037729,175294.00000000,1788,7.0,0.0
2018-04-04 05:00:00,0.00037729,0.00037946,0.00037539,0.00037540,98148.00000000,1199,9.0,0.0
2018-04-04 06:00:00,0.00037600,0.00037830,0.00037525,0.00037602,62836.00000000,875,3.0,0.0
2018-04-04 07:00:00,0.00037602,0.00037674,0.00037238,0.00037414,101365.00000000,1150,10.0,0.0
2018-04-04 08:00:00,0.00037437,0.00037491,0.00036889,0.00036968,125116.00000000,1498,5.0,0.0
2018-04-04 09:00:00,0.00036968,0.00037000,0.00035984,0.00036364,275329.00000000,2704,5.0,0.0
2018-04-04 10:00:00,0.00036364,0.00036932,0.00036079,0.00036216,174155.00000000,1718,0.0,0.0
2018-04-04 11:00:00,0.00036175,0.00036478,0.00035900,0.00036220,148073.00000000,1673,0.0,0.0
2018-04-04 12:00:00,0.00036289,0.00036317,0.00036003,0.00036225,73592.00000000,905,6.0,0.0
2018-04-04 13:00:00,0.00036157,0.00036642,0.00036154,0.00036526,94222.00000000,873,9.0,0.0
2018-04-04 14:00:00,0.00036521,0.00036625,0.00035610,0.00036082,356352.00000000,2931,3.0,0.0
2018-04-04 15:00:00,0.00036082,0.00036340,0.00036001,0.00036277,171155.00000000,1211,2.0,0.0
2018-04-04 16:00:00,0.00036277,0.00036682,0.00036045,0.00036645,141844.00000000,1394,5.0,0.0
2018-04-04 17:00:00,0.00036645,0.00036700,0.00036475,0.00036567,85977.00000000,769,9.0,0.0
2018-04-04 18:00:00,0.00036579,0.00036901,0.00036476,0.00036660,139921.00000000,1125,5.0,0.0
2018-04-04 19:00:00,0.00036631,0.00036920,0.00036500,0.00036713,69462.00000000,715,6.0,0.0
2018-04-04 20:00:00,0.00036713,0.00037200,0.00036606,0.00036834,64992.00000000,914,4.0,0.0
2018-04-04 21:00:00,0.00036800,0.00036807,0.00036420,0.00036601,56935.00000000,644,12.0,0.0
2018-04-04 22:00:00,0.00036614,0.00036701,0.00036559,0.00036609,19946.00000000,405,3.0,0.0
2018-04-04 23:00:00,0.00036613,0.00036682,0.00036505,0.00036530,24648.00000000,420,3.0,0.0
2018-04-05 00:00:00,0.00036529,0.00036745,0.00036448,0.00036500,61711.00000000,658,0.0,0.0
2018-04-05 01:00:00,0.00036500,0.00036604,0.00035942,0.00035963,134506.00000000,1501,6.0,0.0
2018-04-05 02:00:00,0.00035936,0.00036245,0.00035794,0.00036021,117491.00000000,1156,3.0,0.0
2018-04-05 03:00:00,0.00036020,0.00036211,0.00035800,0.00036175,76142.00000000,998,3.0,0.0
2018-04-05 04:00:00,0.00036175,0.00036250,0.00035900,0.00036070,123047.00000000,985,0.0,-1.0
2018-04-05 05:00:00,0.00036079,0.00036400,0.00035918,0.00036317,86988.00000000,745,3.0,0.0
2018-04-05 06:00:00,0.00036317,0.00036400,0.00035879,0.00036029,99028.00000000,1093,0.0,0.0
2018-04-05 07:00:00,0.00036040,0.00036275,0.00035871,0.00035992,83858.00000000,670,5.0,0.0
2018-04-05 08:00:00,0.00035998,0.00036189,0.00035700,0.00035966,105408.00000000,1044,2.0,0.0
2018-04-05 09:00:00,0.00035953,0.00036299,0.00035799,0.00035799,78209.00000000,786,7.0,0.0
2018-04-05 10:00:00,0.00035811,0.00036129,0.00035718,0.00036091,55106.00000000,596,0.0,0.3928571428571429
2018-04-05 11:00:00,0.00036090,0.00036300,0.00035720,0.00036121,81861.00000000,1067,0.0,0.375
2018-04-05 12:00:00,0.00036156,0.00036221,0.00035823,0.00036150,81949.00000000,944,4.0,0.0
2018-04-05 13:00:00,0.00036150,0.00036217,0.00035650,0.00035892,341372.00000000,1371,5.0,0.0
2018-04-05 14:00:00,0.00035892,0.00035900,0.00035626,0.00035679,110125.00000000,900,2.0,0.0
2018-04-05 15:00:00,0.00035700,0.00035797,0.00035626,0.00035677,43520.00000000,611,4.0,0.0
2018-04-05 16:00:00,0.00035679,0.00035821,0.00035608,0.00035752,192411.00000000,757,9.0,0.0
2018-04-05 17:00:00,0.00035759,0.00035900,0.00035704,0.00035836,83147.00000000,693,4.0,0.0
2018-04-05 18:00:00,0.00035836,0.00035886,0.00035687,0.00035704,30955.00000000,430,6.0,0.0
2018-04-05 19:00:00,0.00035739,0.00035774,0.00035608,0.00035669,38274.00000000,545,0.0,0.0
2018-04-05 20:00:00,0.00035650,0.00035798,0.00035200,0.00035585,106643.00000000,1110,4.0,-0.09583333333333334
2018-04-05 21:00:00,0.00035580,0.00035746,0.00035100,0.00035646,85077.00000000,1049,5.0,0.0
2018-04-05 22:00:00,0.00035645,0.00035700,0.00035250,0.00035440,43730.00000000,674,9.0,0.0
2018-04-05 23:00:00,0.00035440,0.00035700,0.00035322,0.00035700,50444.00000000,473,0.0,0.0
2018-04-06 00:00:00,0.00035681,0.00035700,0.00035255,0.00035394,52440.00000000,744,13.0,0.0
2018-04-06 01:00:00,0.00035379,0.00035606,0.00035228,0.00035378,21984.00000000,445,0.0,0.0
2018-04-06 02:00:00,0.00035379,0.00036299,0.00035309,0.00036225,181965.00000000,1865,3.0,0.0
2018-04-06 03:00:00,0.00036224,0.00036225,0.00035600,0.00035780,55956.00000000,711,3.0,0.0
2018-04-06 04:00:00,0.00035780,0.00036000,0.00035616,0.00035956,47223.00000000,517,0.0,0.0
2018-04-06 05:00:00,0.00035959,0.00036197,0.00035600,0.00035853,70351.00000000,530,0.0,0.0
2018-04-06 06:00:00,0.00035955,0.00036300,0.00035500,0.00035595,136760.00000000,1210,6.0,0.0
2018-04-06 07:00:00,0.00035665,0.00035821,0.00035460,0.00035599,76206.00000000,699,8.0,0.0
2018-04-06 08:00:00,0.00035599,0.00035780,0.00035503,0.00035719,34866.00000000,637,3.0,0.0
2018-04-06 09:00:00,0.00035720,0.00035814,0.00035562,0.00035679,47700.00000000,430,2.0,0.0
2018-04-06 10:00:00,0.00035647,0.00035719,0.00035200,0.00035458,54069.00000000,737,2.0,0.0
2018-04-06 11:00:00,0.00035488,0.00035530,0.00035277,0.00035326,32617.00000000,579,7.0,0.0
2018-04-06 12:00:00,0.00035330,0.00035584,0.00035273,0.00035374,31514.00000000,392,0.0,0.0
2018-04-06 13:00:00,0.00035373,0.00035600,0.00035276,0.00035532,24632.00000000,364,2.0,0.0
2018-04-06 14:00:00,0.00035532,0.00035614,0.00035350,0.00035484,19388.00000000,355,2.0,0.0
2018-04-06 15:00:00,0.00035530,0.00035595,0.00035480,0.00035550,21478.00000000,438,2.0,0.0
2018-04-06 16:00:00,0.00035589,0.00035700,0.00035487,0.00035627,30191.00000000,376,7.0,0.0
2018-04-06 17:00:00,0.00035640,0.00035850,0.00035577,0.00035810,45911.00000000,481,2.0,0.0
2018-04-06 18:00:00,0.00035809,0.00035872,0.00035632,0.00035855,30175.00000000,372,6.0,0.0
2018-04-06 19:00:00,0.00035855,0.00035900,0.00035650,0.00035684,17783.00000000,343,4.0,0.0
2018-04-06 20:00:00,0.00035745,0.00035800,0.00035577,0.00035678,15927.00000000,318,0.0,0.0
2018-04-06 21:00:00,0.00035590,0.00035800,0.00035505,0.00035800,15781.00000000,367,8.0,0.0
2018-04-06 22:00:00,0.00035731,0.00035899,0.00035500,0.00035691,37273.00000000,371,3.0,0.0
2018-04-06 23:00:00,0.00035690,0.00035734,0.00035556,0.00035556,21386.00000000,270,0.0,0.0
2018-04-07 00:00:00,0.00035627,0.00035756,0.00035556,0.00035649,16183.00000000,209,3.0,0.0
2018-04-07 01:00:00,0.00035702,0.00035944,0.00035595,0.00035697,75898.00000000,899,0.0,0.0
2018-04-07 02:00:00,0.00035712,0.00035878,0.00035555,0.00035722,48203.00000000,518,7.0,0.0
2018-04-07 03:00:00,0.00035719,0.00035810,0.00035595,0.00035712,24540.00000000,327,7.0,0.0
2018-04-07 04:00:00,0.00035761,0.00035944,0.00035654,0.00035734,35246.00000000,457,0.0,0.0
2018-04-07 05:00:00,0.00035734,0.00036000,0.00035651,0.00035955,50610.00000000,558,0.0,0.0
2018-04-07 06:00:00,0.00035953,0.00037358,0.00035906,0.00037000,290949.00000000,3433,3.0,0.0
2018-04-07 07:00:00,0.00037000,0.00037150,0.00036449,0.00036702,81472.00000000,1060,0.0,0.0
2018-04-07 08:00:00,0.00036710,0.00037090,0.00036702,0.00036849,65963.00000000,667,0.0,0.0
2018-04-07 09:00:00,0.00036820,0.00036930,0.00036040,0.00036260,97413.00000000,933,9.0,0.0
2018-04-07 10:00:00,0.00036240,0.00036552,0.00036076,0.00036198,43253.00000000,671,8.0,0.0
2018-04-07 11:00:00,0.00036195,0.00036470,0.00036059,0.00036247,21750.00000000,526,0.0,0.0
2018-04-07 12:00:00,0.00036247,0.00036344,0.00036052,0.00036092,30717.00000000,446,0.0,0.0
2018-04-07 13:00:00,0.00036097,0.00036261,0.00036055,0.00036217,45112.00000000,515,2.0,0.0
2018-04-07 14:00:00,0.00036217,0.00036942,0.00036151,0.00036835,144977.00000000,1100,2.0,0.0
2018-04-07 15:00:00,0.00036807,0.00037440,0.00036400,0.00037152,221768.00000000,1692,4.0,0.0
2018-04-07 16:00:00,0.00037152,0.00038183,0.00037075,0.00037800,370790.00000000,3973,2.0,0.0
2018-04-07 17:00:00,0.00037780,0.00038049,0.00037252,0.00037463,117208.00000000,1288,4.0,0.0
2018-04-07 18:00:00,0.00037464,0.00037700,0.00035430,0.00036510,263330.00000000,1817,4.0,0.0
2018-04-07 19:00:00,0.00036478,0.00037333,0.00036220,0.00037101,132507.00000000,1741,0.0,0.0
2018-04-07 20:00:00,0.00037063,0.00037100,0.00036700,0.00036835,35951.00000000,498,0.0,0.0
2018-04-07 21:00:00,0.00036743,0.00037020,0.00036696,0.00036862,36483.00000000,403,0.0,0.0
2018-04-07 22:00:00,0.00036863,0.00036980,0.00036711,0.00036903,24320.00000000,397,6.0,0.0
2018-04-07 23:00:00,0.00036901,0.00036947,0.00036500,0.00036500,23211.00000000,465,10.0,0.12708333333333333
2018-04-08 00:00:00,0.00036501,0.00036757,0.00036500,0.00036757,24462.00000000,402,7.0,0.0
2018-04-08 00:00:00,0.00036501,0.00036757,0.00036500,0.00036757,24462.00000000,402,31.0,0.0
2018-04-08 01:00:00,0.00036751,0.00036758,0.00036425,0.00036585,30388.00000000,406,15.0,0.0
2018-04-08 02:00:00,0.00036520,0.00036668,0.00036427,0.00036574,11110.00000000,330,15.0,0.0
2018-04-08 03:00:00,0.00036615,0.00036617,0.00036351,0.00036398,22652.00000000,346,16.0,0.0
2018-04-08 04:00:00,0.00036396,0.00036503,0.00036321,0.00036440,27016.00000000,328,49.0,0.0
2018-04-08 05:00:00,0.00036500,0.00036650,0.00036390,0.00036451,49941.00000000,372,0.0,0.0
2018-04-08 06:00:00,0.00036441,0.00036579,0.00036061,0.00036211,52001.00000000,1032,15.0,0.0
2018-04-08 07:00:00,0.00036192,0.00036250,0.00035787,0.00035963,130080.00000000,1428,27.0,0.0
2018-04-08 08:00:00,0.00035932,0.00035997,0.00035300,0.00035800,134722.00000000,1547,26.0,0.0
2018-04-08 09:00:00,0.00035800,0.00036056,0.00035750,0.00036045,45885.00000000,574,25.0,0.0
2018-04-08 10:00:00,0.00036045,0.00036130,0.00035829,0.00035949,41221.00000000,589,12.0,0.0
2018-04-08 11:00:00,0.00035949,0.00036054,0.00035772,0.00035952,41467.00000000,555,11.0,0.0
2018-04-08 12:00:00,0.00035908,0.00038000,0.00035841,0.00036833,302015.00000000,4472,32.0,0.0
2018-04-08 13:00:00,0.00036793,0.00037300,0.00036543,0.00036650,109363.00000000,962,10.0,0.0
2018-04-08 14:00:00,0.00036700,0.00036786,0.00035775,0.00036200,69301.00000000,952,18.0,0.0
2018-04-08 15:00:00,0.00036200,0.00036300,0.00035500,0.00036000,126342.00000000,1591,0.0,0.0
2018-04-08 16:00:00,0.00036000,0.00036139,0.00035981,0.00036076,65531.00000000,543,0.0,0.0
2018-04-08 17:00:00,0.00036076,0.00036113,0.00035940,0.00036039,54471.00000000,372,9.0,0.0
2018-04-08 18:00:00,0.00036039,0.00036120,0.00035940,0.00036119,30652.00000000,369,37.0,0.0
2018-04-08 19:00:00,0.00036118,0.00036120,0.00035980,0.00036078,34009.00000000,326,10.0,0.0
2018-04-08 20:00:00,0.00036038,0.00036200,0.00035979,0.00035999,32630.00000000,418,21.0,0.0
2018-04-08 21:00:00,0.00035998,0.00036160,0.00035900,0.00035955,26732.00000000,316,0.0,0.0
2018-04-08 22:00:00,0.00035955,0.00036235,0.00035950,0.00035981,59610.00000000,762,14.0,0.0
2018-04-08 23:00:00,0.00035980,0.00036235,0.00035980,0.00036210,22525.00000000,312,44.0,0.0
2018-04-09 00:00:00,0.00036210,0.00037153,0.00036138,0.00036868,102783.00000000,1434,14.0,0.0
2018-04-09 01:00:00,0.00036868,0.00037034,0.00036427,0.00036789,90235.00000000,778,28.0,0.0
2018-04-09 02:00:00,0.00036780,0.00036875,0.00036339,0.00036385,65684.00000000,938,100.0,0.0
2018-04-09 03:00:00,0.00036376,0.00036591,0.00036300,0.00036514,37895.00000000,438,29.0,0.0
2018-04-09 04:00:00,0.00036513,0.00036862,0.00036301,0.00036621,42704.00000000,574,0.0,0.0
2018-04-09 05:00:00,0.00036621,0.00036861,0.00036410,0.00036675,56151.00000000,661,56.0,0.0
2018-04-09 06:00:00,0.00036626,0.00036673,0.00036370,0.00036500,44775.00000000,547,25.0,0.0
2018-04-09 07:00:00,0.00036467,0.00036535,0.00036200,0.00036377,62256.00000000,925,0.0,0.0
2018-04-09 08:00:00,0.00036382,0.00036750,0.00036300,0.00036738,34111.00000000,567,22.0,0.0
2018-04-09 09:00:00,0.00036725,0.00036959,0.00036592,0.00036717,52809.00000000,589,0.0,0.0
2018-04-09 10:00:00,0.00036717,0.00036830,0.00036280,0.00036294,93215.00000000,934,0.0,0.0
2018-04-09 11:00:00,0.00036280,0.00036549,0.00036219,0.00036516,84248.00000000,698,0.0,0.0
2018-04-09 12:00:00,0.00036516,0.00037700,0.00036516,0.00037258,398717.00000000,3305,17.0,0.0
2018-04-09 13:00:00,0.00037273,0.00038498,0.00037258,0.00038362,432588.00000000,3009,16.0,0.0
2018-04-09 14:00:00,0.00038375,0.00039020,0.00037600,0.00039004,408213.00000000,3985,30.0,0.6
2018-04-09 15:00:00,0.00039004,0.00040850,0.00038669,0.00040202,958100.00000000,7854,46.0,0.0
2018-04-09 16:00:00,0.00040202,0.00040360,0.00039111,0.00039457,490146.00000000,4258,31.0,0.0
2018-04-09 17:00:00,0.00039457,0.00039500,0.00038261,0.00038822,566022.00000000,4753,40.0,0.13636363636363635
2018-04-09 18:00:00,0.00038776,0.00040162,0.00038642,0.00038850,365186.00000000,3503,16.0,0.0
2018-04-09 19:00:00,0.00038955,0.00039009,0.00037777,0.00037921,385759.00000000,3429,17.0,0.0
2018-04-09 20:00:00,0.00037920,0.00038299,0.00037765,0.00037854,162400.00000000,1511,19.0,0.0
2018-04-09 21:00:00,0.00037816,0.00038106,0.00037765,0.00037821,130138.00000000,877,23.0,0.0
2018-04-09 22:00:00,0.00037823,0.00038499,0.00037822,0.00038233,133461.00000000,1213,39.0,0.0
2018-04-09 23:00:00,0.00038232,0.00038232,0.00037613,0.00037613,91233.00000000,938,28.0,0.0
2018-04-10 00:00:00,0.00037653,0.00038394,0.00037621,0.00038198,121088.00000000,1086,14.0,0.0
2018-04-10 01:00:00,0.00038198,0.00038236,0.00037600,0.00037700,106707.00000000,801,13.0,0.0
2018-04-10 02:00:00,0.00037710,0.00038080,0.00037580,0.00038071,52614.00000000,772,0.0,0.0
2018-04-10 03:00:00,0.00038071,0.00038112,0.00037570,0.00038084,93562.00000000,1010,44.0,0.0
2018-04-10 04:00:00,0.00038036,0.00040015,0.00037872,0.00038754,853806.00000000,6918,59.0,0.0
2018-04-10 05:00:00,0.00038701,0.00039099,0.00038400,0.00038547,217535.00000000,1353,41.0,0.0
2018-04-10 06:00:00,0.00038470,0.00039099,0.00038100,0.00038269,224604.00000000,1562,25.0,0.0
2018-04-10 07:00:00,0.00038271,0.00039770,0.00038269,0.00039059,361023.00000000,2573,11.0,0.0
2018-04-10 08:00:00,0.00039067,0.00039750,0.00039010,0.00039649,330370.00000000,2272,66.0,0.0
2018-04-10 09:00:00,0.00039648,0.00040000,0.00039150,0.00039745,291409.00000000,2147,32.0,0.0
2018-04-10 10:00:00,0.00039662,0.00040498,0.00039662,0.00040293,469616.00000000,3137,20.0,0.0
2018-04-10 11:00:00,0.00040293,0.00040300,0.00039353,0.00039645,206030.00000000,2223,46.0,0.0
2018-04-10 12:00:00,0.00039644,0.00039853,0.00038852,0.00038900,236693.00000000,2190,17.0,0.0
2018-04-10 13:00:00,0.00038900,0.00039531,0.00038892,0.00039197,109631.00000000,1438,31.0,0.0
2018-04-10 14:00:00,0.00039173,0.00039590,0.00038940,0.00039402,171514.00000000,1826,15.0,0.0
2018-04-10 15:00:00,0.00039418,0.00039890,0.00039402,0.00039512,169448.00000000,1802,15.0,0.0
2018-04-10 16:00:00,0.00039550,0.00039795,0.00039130,0.00039536,112833.00000000,1240,31.0,0.0
2018-04-10 17:00:00,0.00039524,0.00039803,0.00039315,0.00039578,112929.00000000,1159,8.0,0.0
2018-04-10 18:00:00,0.00039578,0.00039896,0.00039493,0.00039828,86682.00000000,908,24.0,0.0
2018-04-10 19:00:00,0.00039803,0.00040199,0.00039670,0.00039905,144753.00000000,1555,42.0,0.0
2018-04-10 20:00:00,0.00039800,0.00039953,0.00039666,0.00039752,67856.00000000,830,18.0,0.0
2018-04-10 21:00:00,0.00039722,0.00039800,0.00039360,0.00039613,99040.00000000,1006,44.0,0.0
2018-04-10 22:00:00,0.00039602,0.00039796,0.00039450,0.00039705,79084.00000000,902,13.0,0.0
2018-04-10 23:00:00,0.00039795,0.00039800,0.00039450,0.00039798,51749.00000000,511,42.0,0.2
2018-04-11 00:00:00,0.00039798,0.00041800,0.00039670,0.00041285,583729.00000000,5014,14.0,0.0
2018-04-11 01:00:00,0.00041307,0.00041800,0.00040756,0.00041351,288973.00000000,2660,13.0,0.0
2018-04-11 02:00:00,0.00041341,0.00041699,0.00040791,0.00041011,151356.00000000,1566,41.0,0.0
2018-04-11 03:00:00,0.00040994,0.00041054,0.00040413,0.00040771,183523.00000000,1617,14.0,0.0
2018-04-11 04:00:00,0.00040790,0.00040907,0.00040330,0.00040377,123856.00000000,1391,15.0,0.0
2018-04-11 05:00:00,0.00040377,0.00041000,0.00040301,0.00040905,83094.00000000,917,14.0,0.0
2018-04-11 06:00:00,0.00040905,0.00040979,0.00040592,0.00040801,76174.00000000,763,12.0,0.23333333333333336
2018-04-11 07:00:00,0.00040820,0.00040979,0.00040602,0.00040727,55521.00000000,708,23.0,0.0
2018-04-11 08:00:00,0.00040727,0.00040748,0.00040133,0.00040216,109447.00000000,1422,32.0,0.0
2018-04-11 09:00:00,0.00040216,0.00040408,0.00039988,0.00040114,180159.00000000,1410,7.0,0.0
2018-04-11 10:00:00,0.00040115,0.00040200,0.00039629,0.00039988,191374.00000000,2031,13.0,0.0
2018-04-11 11:00:00,0.00039988,0.00040100,0.00039502,0.00039946,104939.00000000,1197,18.0,0.0
2018-04-11 12:00:00,0.00039946,0.00040438,0.00039880,0.00040332,114903.00000000,1288,26.0,0.0
