username,date,retweets,favorites,text
CryptoComes,2018-04-19 16:23,3,3,"Monaco Lists MCO Token on South Korea’s Bithumb Crypto Exchange https://goo.gl/fsRd9z # Cryptocurrency # Cryptocurrency, # CryptocurrencyExchange, # Monaco, # E-wallet, # Bithumb, # SouthKorea, # Cryptocurrency, # Bitcoinpic.twitter.com/i0X9ROEi05"
CRInvestor,2018-04-19 13:04,2,8,"Ya, its about that time of year again, my favorite time of the year too (hehe) https://www.tradingview.com/x/kfN6Knst/  via https://www.therationalinvestor.co $ MCO # banginoutdoubles # mco # monaco # trading # profits # crypto # altcoins # bitcoin # learn"
katmaiBeast,2018-04-19 10:22,7,5,"Alright guys, here's how a @ monaco_card token lockup happen. Enjoy # cryptocurrency # CryptoNews # monaco $ MCO pic.twitter.com/LsMbmOLVaC"
smithappens84,2018-04-19 09:10,0,10,"Great news! Fantastic project with a really bright future in the crypto space! Monaco will pave the way for global compliance and adoption. More exchanges should follow your lead on responsible and well thought out listings. @ BithumbOfficial @ monaco_card $ MCO $ BTC"
kilkinyox,2018-04-19 08:32,3,4,"Now that I sold my $ MCO # Monaco, I can move more into # Bread # Ignis # Ardor"
jpcoinlab,2018-04-19 07:14,2,5,"$ MCO が韓国Bithumb取引所に上場し、Binanceでは2倍以上の値に。既に大手取引所で扱われているコインでここまで値を上げるのは珍しいですね、日足が飛び抜けています。カード普及で $ LTC に差をつけている # MONACO ですが、これを機に欧州圏だけでなくアジア圏にも力を入れるか。 pic.twitter.com/jCVNlbIFYy"
LangueDeGeek,2018-04-19 07:12,1,4,"# monaco # MCO # Pump listé sur # Bithumbpic.twitter.com/MaPZCYRdkJ"
ericnode,2018-04-19 06:58,3,10,"Excited to list $ MCO on @ BithumbOfficial, one of the top 10 cryptocurrency exchanges globally! One step forward in enabling Monaco’s vision to put cryptocurrency in every wallet $ mco @ monaco_cardhttps://twitter.com/monaco_card/status/986832379825172480 …"
Crypto_Tracky,2018-04-19 05:34,6,6,"Seems todays coin is $ MCO following the # Groestlcoin coin from yesterday. Spot them yourself the moment the price or volume increases on http://bit.ly/2DkQ8wp  to jump on and enjoy the ride. # Monaco # cryptotracky # opensource $ XRP $ ETH $ TRXpic.twitter.com/vx2iNYMKSG"
Dmitriysz,2018-04-19 05:24,0,18,"# Monaco $ MCO pic.twitter.com/lRY8vBrv5y"
