date,open,high,low,close,volume,number of trades,Zcash ZEC,sentiment
2018-04-01 00:00:00,0.02657500,0.02664800,0.02635900,0.02640800,118.13500000,223,41.0,0.05326704545454545
2018-04-01 01:00:00,0.02640600,0.02695600,0.02640000,0.02695400,188.63500000,295,55.0,0.0
2018-04-01 02:00:00,0.02690000,0.02695500,0.02680300,0.02684600,84.17100000,144,0.0,0.0
2018-04-01 03:00:00,0.02684600,0.02713900,0.02680800,0.02701300,138.50800000,235,0.0,0.0
2018-04-01 04:00:00,0.02696700,0.02748500,0.02696700,0.02726100,200.57100000,312,0.0,0.11359126984126981
2018-04-01 05:00:00,0.02728200,0.02738900,0.02692100,0.02700300,69.11900000,122,15.0,-0.030564574314574322
2018-04-01 06:00:00,0.02693300,0.02712900,0.02661400,0.02666400,170.61700000,261,27.0,0.0
2018-04-01 07:00:00,0.02666500,0.02722500,0.02650100,0.02709200,100.44600000,256,25.0,0.012301587301587305
2018-04-01 08:00:00,0.02709300,0.02709300,0.02694400,0.02694400,64.31600000,127,0.0,0.0
2018-04-01 09:00:00,0.02685200,0.02728700,0.02679900,0.02696000,194.04600000,249,11.0,0.0
2018-04-01 10:00:00,0.02696100,0.02705300,0.02680900,0.02696800,80.62600000,136,44.0,0.0
2018-04-01 11:00:00,0.02690300,0.02709100,0.02681500,0.02681500,63.94500000,150,21.0,0.0
2018-04-01 12:00:00,0.02681500,0.02692500,0.02671400,0.02683200,72.62000000,146,10.0,0.0
2018-04-01 13:00:00,0.02690000,0.02734800,0.02688900,0.02711300,369.35600000,348,26.0,0.0
2018-04-01 14:00:00,0.02704000,0.02725600,0.02689300,0.02702400,215.04800000,344,17.0,0.41500000000000004
2018-04-01 15:00:00,0.02693700,0.02704600,0.02680000,0.02689300,133.74000000,216,17.0,0.0
2018-04-01 16:00:00,0.02689300,0.02722100,0.02643300,0.02670000,386.21700000,412,25.0,0.0
2018-04-01 17:00:00,0.02670000,0.02683600,0.02653200,0.02658300,205.75700000,261,42.0,0.0
2018-04-01 18:00:00,0.02661300,0.02677300,0.02655900,0.02656700,29.08900000,84,35.0,0.0
2018-04-01 19:00:00,0.02658200,0.02684400,0.02650200,0.02664300,157.41300000,192,0.0,0.0
2018-04-01 20:00:00,0.02663200,0.02683000,0.02656600,0.02660700,123.08400000,162,59.0,0.0
2018-04-01 21:00:00,0.02665600,0.02687500,0.02660700,0.02664900,144.55400000,190,22.0,0.0
2018-04-01 22:00:00,0.02673400,0.02682800,0.02650000,0.02658100,82.10900000,137,49.0,0.0
2018-04-01 23:00:00,0.02657500,0.02682700,0.02651100,0.02669800,122.56300000,116,13.0,0.0
2018-04-02 00:00:00,0.02669300,0.02686000,0.02650400,0.02664700,196.16700000,206,66.0,0.0
2018-04-02 01:00:00,0.02664900,0.02736300,0.02664900,0.02730400,560.95900000,686,38.0,0.0
2018-04-02 02:00:00,0.02730600,0.02740000,0.02726500,0.02733700,114.00900000,131,26.0,0.0
2018-04-02 03:00:00,0.02733800,0.02752400,0.02712600,0.02724300,110.25700000,237,55.0,0.0
2018-04-02 04:00:00,0.02724300,0.02750000,0.02719100,0.02750000,116.33200000,164,0.0,0.0
2018-04-02 05:00:00,0.02746900,0.02768600,0.02735400,0.02757100,224.60900000,511,55.0,0.55
2018-04-02 06:00:00,0.02757000,0.02768600,0.02735000,0.02755600,384.70800000,358,25.0,0.0
2018-04-02 07:00:00,0.02755600,0.02800000,0.02753600,0.02770200,395.52100000,796,34.0,0.0
2018-04-02 08:00:00,0.02769700,0.02779900,0.02746400,0.02759300,461.26200000,373,42.0,0.0
2018-04-02 09:00:00,0.02758200,0.02768000,0.02734400,0.02767200,143.30200000,244,30.0,0.509375
2018-04-02 10:00:00,0.02767200,0.02812200,0.02757500,0.02811800,257.30500000,440,49.0,0.0
2018-04-02 11:00:00,0.02802000,0.02828700,0.02794500,0.02811900,510.07100000,952,54.0,0.0
2018-04-02 12:00:00,0.02807100,0.02812800,0.02768800,0.02774500,114.80300000,332,57.0,0.0
2018-04-02 13:00:00,0.02775200,0.02775200,0.02750000,0.02765100,77.23600000,228,37.0,0.0
2018-04-02 14:00:00,0.02768800,0.02784200,0.02751800,0.02760500,180.35200000,299,43.0,0.0
2018-04-02 15:00:00,0.02752900,0.02757700,0.02715900,0.02731600,205.44900000,354,21.0,0.0
2018-04-02 16:00:00,0.02731900,0.02757100,0.02725000,0.02745100,398.65900000,414,28.0,0.0
2018-04-02 17:00:00,0.02745200,0.02798000,0.02742000,0.02794200,281.05200000,493,28.0,0.0
2018-04-02 18:00:00,0.02794200,0.02827900,0.02778000,0.02788600,408.28200000,718,29.0,0.0
2018-04-02 19:00:00,0.02781200,0.02815800,0.02767900,0.02803600,269.44300000,305,23.0,0.0
2018-04-02 20:00:00,0.02803600,0.02810600,0.02764400,0.02770700,177.81300000,232,9.0,0.0
2018-04-02 21:00:00,0.02770700,0.02777200,0.02740800,0.02740800,75.34200000,169,30.0,0.0
2018-04-02 22:00:00,0.02740000,0.02756600,0.02720000,0.02732000,331.18400000,334,23.0,0.0
2018-04-02 23:00:00,0.02737000,0.02744100,0.02733400,0.02733700,66.09900000,129,36.0,0.0
2018-04-03 00:00:00,0.02740800,0.02772300,0.02721400,0.02757000,153.60100000,231,24.0,0.0
2018-04-03 01:00:00,0.02752400,0.02757700,0.02724600,0.02736100,98.63000000,145,12.0,0.0
2018-04-03 02:00:00,0.02736200,0.02741800,0.02701100,0.02713000,181.57200000,267,24.0,0.0
2018-04-03 03:00:00,0.02705400,0.02729100,0.02702100,0.02715200,105.43300000,252,51.0,0.0
2018-04-03 04:00:00,0.02707400,0.02724900,0.02701000,0.02718800,217.59400000,296,39.0,0.0
2018-04-03 05:00:00,0.02709700,0.02719600,0.02706400,0.02716200,108.79700000,181,25.0,0.0
2018-04-03 06:00:00,0.02710500,0.02740400,0.02708600,0.02732600,192.87900000,348,22.0,0.0
2018-04-03 07:00:00,0.02740800,0.02816500,0.02734600,0.02814900,792.94000000,1086,31.0,0.0
2018-04-03 08:00:00,0.02806500,0.02816700,0.02766200,0.02780000,278.29400000,305,58.0,0.35
2018-04-03 09:00:00,0.02779900,0.02780000,0.02737200,0.02746200,199.07800000,311,37.0,0.0
2018-04-03 10:00:00,0.02753900,0.02757100,0.02720000,0.02733700,638.46100000,549,27.0,0.0
2018-04-03 11:00:00,0.02733700,0.02751000,0.02733700,0.02741600,85.57100000,197,65.0,0.0
2018-04-03 12:00:00,0.02742400,0.02767700,0.02733900,0.02747300,147.25600000,277,22.0,0.0
2018-04-03 13:00:00,0.02747100,0.02784900,0.02737400,0.02758900,134.59700000,379,55.0,0.0
2018-04-03 14:00:00,0.02758900,0.02781100,0.02740300,0.02753100,190.12000000,309,33.0,0.0
2018-04-03 15:00:00,0.02750000,0.02751800,0.02740400,0.02742700,145.44600000,240,27.0,0.0
2018-04-03 16:00:00,0.02742700,0.02755500,0.02735000,0.02751900,176.41000000,356,69.0,0.0
2018-04-03 17:00:00,0.02752000,0.02768500,0.02741700,0.02760200,318.08700000,295,21.0,0.0
2018-04-03 18:00:00,0.02753400,0.02770000,0.02748700,0.02769300,186.29800000,301,29.0,0.0
2018-04-03 19:00:00,0.02764500,0.02782400,0.02760500,0.02770800,175.46200000,283,7.0,0.0
2018-04-03 20:00:00,0.02770800,0.02770800,0.02749900,0.02754400,394.97500000,370,33.0,0.0
2018-04-03 21:00:00,0.02759300,0.02781200,0.02753100,0.02781200,202.01400000,260,48.0,0.0
2018-04-03 22:00:00,0.02777800,0.02788000,0.02752500,0.02768000,160.28300000,260,45.0,0.0
2018-04-03 23:00:00,0.02766600,0.02778600,0.02756500,0.02765300,231.13600000,228,12.0,0.0
2018-04-04 00:00:00,0.02773600,0.02773600,0.02761200,0.02766900,130.16600000,172,12.0,0.0
2018-04-04 01:00:00,0.02767400,0.02772800,0.02742600,0.02744100,194.57300000,263,23.0,0.0
2018-04-04 02:00:00,0.02744100,0.02759700,0.02741000,0.02749300,112.92500000,164,12.0,0.0
2018-04-04 03:00:00,0.02751000,0.02757600,0.02697700,0.02706300,347.71300000,416,38.0,0.0
2018-04-04 04:00:00,0.02697800,0.02705900,0.02690000,0.02695100,146.84600000,314,26.0,0.0
2018-04-04 05:00:00,0.02690000,0.02701500,0.02681600,0.02699700,114.34100000,238,0.0,0.19999999999999998
2018-04-04 06:00:00,0.02693500,0.02700200,0.02682200,0.02693000,197.71300000,227,11.0,0.0
2018-04-04 07:00:00,0.02689700,0.02700000,0.02684700,0.02695500,177.98000000,193,30.0,0.0
2018-04-04 08:00:00,0.02699500,0.02716200,0.02699500,0.02707700,102.41300000,154,19.0,0.0
2018-04-04 09:00:00,0.02707600,0.02728500,0.02701800,0.02716600,191.33900000,283,28.0,0.0
2018-04-04 10:00:00,0.02715200,0.02720900,0.02689300,0.02693800,207.22000000,254,36.0,0.0
2018-04-04 11:00:00,0.02693900,0.02713800,0.02684700,0.02699500,105.06200000,175,24.0,0.0
2018-04-04 12:00:00,0.02691600,0.02700900,0.02688100,0.02689000,132.65900000,138,0.0,0.16666666666666666
2018-04-04 13:00:00,0.02688800,0.02698800,0.02652000,0.02671000,333.32200000,316,28.0,0.0
2018-04-04 14:00:00,0.02665100,0.02696800,0.02651000,0.02671000,293.66900000,416,20.0,0.25
2018-04-04 15:00:00,0.02670400,0.02686700,0.02660300,0.02676300,230.16300000,240,27.0,0.0
2018-04-04 16:00:00,0.02676200,0.02684300,0.02650200,0.02665900,148.03500000,240,14.0,0.0
2018-04-04 17:00:00,0.02665900,0.02672700,0.02660000,0.02660200,73.14700000,157,42.0,0.0
2018-04-04 18:00:00,0.02660200,0.02686000,0.02660200,0.02673700,85.50500000,211,29.0,0.0
2018-04-04 19:00:00,0.02673200,0.02696800,0.02669900,0.02673200,173.88100000,303,30.0,0.0
2018-04-04 20:00:00,0.02674800,0.02685200,0.02670300,0.02683400,131.27500000,178,41.0,-0.04583333333333334
2018-04-04 21:00:00,0.02687000,0.02694900,0.02664700,0.02664700,187.12000000,271,0.0,0.0
2018-04-04 22:00:00,0.02670200,0.02695100,0.02660500,0.02683200,397.90700000,322,34.0,0.0
2018-04-04 23:00:00,0.02682900,0.02685500,0.02667400,0.02675500,115.32800000,133,0.0,0.0
2018-04-05 00:00:00,0.02676800,0.02692500,0.02676800,0.02692500,74.02200000,142,12.0,0.0
2018-04-05 01:00:00,0.02692500,0.02701500,0.02685400,0.02693700,302.07700000,210,12.0,0.0
2018-04-05 02:00:00,0.02690000,0.02695300,0.02682000,0.02691100,207.18600000,162,25.0,0.0
2018-04-05 03:00:00,0.02691100,0.02696400,0.02675300,0.02686600,245.15400000,185,26.0,0.0
2018-04-05 04:00:00,0.02686600,0.02696200,0.02679200,0.02680500,103.67200000,180,39.0,0.0
2018-04-05 05:00:00,0.02681000,0.02696500,0.02675200,0.02685000,175.07400000,253,37.0,0.0
2018-04-05 06:00:00,0.02685000,0.02692300,0.02677900,0.02692100,81.18100000,147,22.0,0.0
2018-04-05 07:00:00,0.02694600,0.02710200,0.02675000,0.02675200,292.22500000,258,31.0,0.0
2018-04-05 08:00:00,0.02675100,0.02690600,0.02669000,0.02686100,230.33100000,144,10.0,0.0
2018-04-05 09:00:00,0.02685900,0.02698700,0.02669000,0.02688700,271.94900000,303,57.0,0.0
2018-04-05 10:00:00,0.02690400,0.02700000,0.02690400,0.02700000,139.73000000,195,27.0,0.0
2018-04-05 11:00:00,0.02695900,0.02710000,0.02695900,0.02704300,132.41500000,163,33.0,0.0
2018-04-05 12:00:00,0.02700000,0.02707200,0.02675400,0.02682900,272.25200000,275,8.0,0.0
2018-04-05 13:00:00,0.02671200,0.02686200,0.02660000,0.02676000,186.10900000,244,14.0,0.0
2018-04-05 14:00:00,0.02673800,0.02685000,0.02655400,0.02676600,187.23000000,288,34.0,0.0
2018-04-05 15:00:00,0.02676600,0.02700000,0.02671400,0.02699600,160.54900000,272,7.0,-0.09166666666666667
2018-04-05 16:00:00,0.02696500,0.02700000,0.02684700,0.02685800,146.23100000,167,14.0,0.0
2018-04-05 17:00:00,0.02685600,0.02699900,0.02677100,0.02697000,172.66100000,246,66.0,0.0
2018-04-05 18:00:00,0.02691500,0.02698200,0.02684600,0.02691700,83.77700000,110,23.0,0.0
2018-04-05 19:00:00,0.02691700,0.02699000,0.02679500,0.02683600,81.86600000,135,23.0,0.1
2018-04-05 20:00:00,0.02681600,0.02692800,0.02680100,0.02690200,107.86400000,160,51.0,0.0
2018-04-05 21:00:00,0.02690200,0.02697800,0.02681800,0.02686600,117.39300000,211,40.0,0.0
2018-04-05 22:00:00,0.02680900,0.02690000,0.02675000,0.02683700,66.88600000,140,46.0,0.0
2018-04-05 23:00:00,0.02684000,0.02699800,0.02681400,0.02699800,172.49600000,200,25.0,0.0
2018-04-06 00:00:00,0.02699800,0.02700000,0.02683400,0.02685200,114.34600000,105,37.0,0.0
2018-04-06 01:00:00,0.02685200,0.02700000,0.02675900,0.02693400,101.04100000,194,49.0,0.0
2018-04-06 02:00:00,0.02691700,0.02697200,0.02660900,0.02682200,253.78300000,427,25.0,0.0
2018-04-06 03:00:00,0.02675300,0.02686900,0.02662700,0.02672600,48.06000000,112,0.0,0.0
2018-04-06 04:00:00,0.02676400,0.02682300,0.02660000,0.02670400,179.38900000,299,27.0,0.0
2018-04-06 05:00:00,0.02670400,0.02672400,0.02657800,0.02672200,36.78200000,131,100.0,0.0
2018-04-06 06:00:00,0.02672200,0.02693700,0.02668100,0.02678400,141.44200000,267,23.0,0.0
2018-04-06 07:00:00,0.02673100,0.02677200,0.02657000,0.02658300,96.29700000,161,21.0,0.0
2018-04-06 08:00:00,0.02664000,0.02670000,0.02650000,0.02664900,200.03100000,277,61.0,0.0
2018-04-06 09:00:00,0.02664900,0.02668700,0.02653800,0.02661400,59.19100000,150,39.0,0.0
2018-04-06 10:00:00,0.02661400,0.02673300,0.02658600,0.02667500,62.30000000,147,0.0,0.0
2018-04-06 11:00:00,0.02668300,0.02680000,0.02650000,0.02650000,116.02700000,297,17.0,0.0
2018-04-06 12:00:00,0.02650000,0.02669900,0.02645000,0.02652500,98.48900000,289,32.0,0.0
2018-04-06 13:00:00,0.02652500,0.02655100,0.02643000,0.02644000,66.01100000,171,29.0,0.0
2018-04-06 14:00:00,0.02645000,0.02654600,0.02641000,0.02647300,97.56600000,159,29.0,0.0
2018-04-06 15:00:00,0.02641900,0.02651700,0.02635400,0.02635900,119.08700000,269,14.0,0.0
2018-04-06 16:00:00,0.02643800,0.02655300,0.02623400,0.02642900,125.26500000,276,29.0,0.0
2018-04-06 17:00:00,0.02642500,0.02660400,0.02633200,0.02650100,75.65400000,186,30.0,0.0
2018-04-06 18:00:00,0.02650100,0.02658700,0.02630000,0.02640400,143.72300000,229,8.0,0.0
2018-04-06 19:00:00,0.02637000,0.02644700,0.02611900,0.02633500,198.57700000,298,25.0,0.0
2018-04-06 20:00:00,0.02633400,0.02656300,0.02627100,0.02646500,50.27600000,130,18.0,0.0
2018-04-06 21:00:00,0.02646500,0.02651100,0.02633500,0.02639700,39.15900000,105,21.0,0.0
2018-04-06 22:00:00,0.02639700,0.02649400,0.02633600,0.02647400,99.91000000,144,24.0,0.0
2018-04-06 23:00:00,0.02647200,0.02658400,0.02627000,0.02631000,128.09100000,210,65.0,0.0
2018-04-07 00:00:00,0.02631300,0.02638300,0.02620300,0.02624300,64.81400000,113,13.0,0.0
2018-04-07 01:00:00,0.02629500,0.02630500,0.02610500,0.02624100,107.68000000,261,26.0,0.0
2018-04-07 02:00:00,0.02624100,0.02625300,0.02602600,0.02603400,97.00800000,204,27.0,0.0
2018-04-07 03:00:00,0.02609600,0.02615200,0.02603100,0.02612400,83.69500000,124,0.0,0.0
2018-04-07 04:00:00,0.02612400,0.02620000,0.02605600,0.02613400,94.62700000,153,0.0,0.0
2018-04-07 05:00:00,0.02614100,0.02620000,0.02603700,0.02610200,127.60000000,139,0.0,0.0
2018-04-07 06:00:00,0.02609900,0.02612400,0.02598100,0.02600000,454.73100000,404,38.0,0.0
2018-04-07 07:00:00,0.02609100,0.02612800,0.02599300,0.02612800,213.28700000,192,12.0,0.0
2018-04-07 08:00:00,0.02612800,0.02617400,0.02606400,0.02608000,167.92900000,261,0.0,0.0
2018-04-07 09:00:00,0.02616000,0.02629700,0.02608000,0.02615200,132.21800000,238,34.0,0.0
2018-04-07 10:00:00,0.02610800,0.02617400,0.02600100,0.02604900,137.54900000,353,22.0,0.0
2018-04-07 11:00:00,0.02604100,0.02618000,0.02600200,0.02613000,72.04600000,161,49.0,0.0
2018-04-07 12:00:00,0.02612900,0.02615200,0.02600000,0.02610900,141.32900000,158,9.0,0.0
2018-04-07 13:00:00,0.02613800,0.02633100,0.02600500,0.02633100,284.80000000,309,17.0,0.0
2018-04-07 14:00:00,0.02626700,0.02634700,0.02616600,0.02627200,134.84500000,254,16.0,0.0
2018-04-07 15:00:00,0.02621900,0.02631200,0.02594200,0.02596700,503.38000000,479,24.0,0.0
2018-04-07 16:00:00,0.02596700,0.02604800,0.02580000,0.02587600,235.76800000,578,55.0,0.0
2018-04-07 17:00:00,0.02587600,0.02601900,0.02568300,0.02601000,289.45200000,394,24.0,0.0
2018-04-07 18:00:00,0.02593400,0.02618000,0.02581100,0.02600800,136.53700000,214,8.0,0.0
2018-04-07 19:00:00,0.02600700,0.02606700,0.02578900,0.02594500,52.66700000,133,18.0,0.0
2018-04-07 20:00:00,0.02594500,0.02617900,0.02570100,0.02594400,63.88700000,163,58.0,0.0
2018-04-07 21:00:00,0.02594400,0.02639000,0.02588000,0.02633800,238.23100000,439,32.0,0.0
2018-04-07 22:00:00,0.02633800,0.02640000,0.02632400,0.02635200,164.08600000,187,48.0,0.0
2018-04-07 23:00:00,0.02635200,0.02636300,0.02600000,0.02626800,185.62300000,161,13.0,0.0
2018-04-08 00:00:00,0.02619100,0.02628400,0.02596900,0.02600600,191.83900000,270,27.0,0.0
2018-04-08 00:00:00,0.02619100,0.02628400,0.02596900,0.02600600,191.83900000,270,35.0,0.0
2018-04-08 01:00:00,0.02600500,0.02616000,0.02586400,0.02591700,318.58400000,341,34.0,0.0
2018-04-08 02:00:00,0.02591700,0.02614500,0.02586400,0.02603600,57.63900000,160,87.0,0.0
2018-04-08 03:00:00,0.02603600,0.02609700,0.02591800,0.02594800,47.39200000,101,36.0,0.0
2018-04-08 04:00:00,0.02601100,0.02602100,0.02586700,0.02588700,44.33500000,84,74.0,0.0
2018-04-08 05:00:00,0.02594800,0.02604500,0.02587900,0.02595900,55.15600000,102,54.0,0.0
2018-04-08 06:00:00,0.02596300,0.02609300,0.02591400,0.02600800,54.41100000,124,17.0,0.0
2018-04-08 07:00:00,0.02609100,0.02609300,0.02592800,0.02597100,68.05900000,125,0.0,0.0
2018-04-08 08:00:00,0.02598800,0.02609300,0.02595700,0.02595700,101.68800000,152,44.0,0.0
2018-04-08 09:00:00,0.02595800,0.02608700,0.02594700,0.02597200,82.14500000,190,43.0,0.0
2018-04-08 10:00:00,0.02597200,0.02609200,0.02587900,0.02603400,110.16600000,228,14.0,0.0
2018-04-08 11:00:00,0.02593700,0.02606700,0.02580000,0.02599700,123.41400000,196,26.0,0.0
2018-04-08 12:00:00,0.02594400,0.02609300,0.02586800,0.02605200,140.23400000,281,12.0,0.0
2018-04-08 13:00:00,0.02605200,0.02609100,0.02587900,0.02597400,80.13600000,186,22.0,0.0
