date,open,high,low,close,volume,number of trades,Zcash ZEC,sentiment
2018-04-08 14:00:00,0.02596000,0.02608600,0.02596000,0.02604100,85.41000000,183,31.0,0.0
2018-04-08 15:00:00,0.02596700,0.02608500,0.02594000,0.02597200,112.68700000,196,10.0,0.0
2018-04-08 16:00:00,0.02606300,0.02609800,0.02581800,0.02608800,188.15600000,297,20.0,0.0
2018-04-08 17:00:00,0.02609800,0.02609800,0.02578200,0.02600500,124.46400000,179,20.0,0.0
2018-04-08 18:00:00,0.02604900,0.02608800,0.02595000,0.02595700,90.29800000,150,10.0,0.0
2018-04-08 19:00:00,0.02599700,0.02599700,0.02566800,0.02590500,302.22200000,347,11.0,0.0
2018-04-08 20:00:00,0.02590600,0.02594500,0.02568200,0.02589600,239.90500000,256,24.0,0.0
2018-04-08 21:00:00,0.02589500,0.02591700,0.02568600,0.02586400,479.49600000,362,27.0,0.0
2018-04-08 22:00:00,0.02586500,0.02607400,0.02575600,0.02597800,86.74100000,145,46.0,0.0
2018-04-08 23:00:00,0.02599800,0.02615800,0.02579900,0.02612300,162.08300000,193,16.0,0.16666666666666666
2018-04-09 00:00:00,0.02612200,0.02627100,0.02593200,0.02623200,172.44800000,315,33.0,0.0
2018-04-09 01:00:00,0.02623200,0.02640000,0.02610800,0.02637500,121.23800000,333,31.0,0.0
2018-04-09 02:00:00,0.02627100,0.02643900,0.02620300,0.02636900,211.34000000,596,16.0,0.0
2018-04-09 03:00:00,0.02629100,0.02646500,0.02625000,0.02625000,211.40000000,289,33.0,0.0
2018-04-09 04:00:00,0.02628100,0.02628100,0.02582000,0.02617500,433.25500000,461,17.0,0.0
2018-04-09 05:00:00,0.02617100,0.02637300,0.02602600,0.02615300,255.82400000,208,47.0,0.0
2018-04-09 06:00:00,0.02615700,0.02644400,0.02594100,0.02610500,348.42800000,402,56.0,0.0
2018-04-09 07:00:00,0.02610500,0.02657900,0.02608800,0.02613800,645.04700000,646,52.0,0.0
2018-04-09 08:00:00,0.02613600,0.02629800,0.02611000,0.02621700,115.31100000,211,100.0,0.0
2018-04-09 09:00:00,0.02621800,0.02629000,0.02607100,0.02620100,178.21600000,356,24.0,0.0
2018-04-09 10:00:00,0.02620100,0.02667100,0.02620100,0.02638000,463.85100000,849,34.0,0.0
2018-04-09 11:00:00,0.02638000,0.02656100,0.02620200,0.02645500,302.75200000,404,21.0,0.0
2018-04-09 12:00:00,0.02639100,0.02647500,0.02620200,0.02620300,88.88400000,186,10.0,0.0
2018-04-09 13:00:00,0.02620300,0.02628600,0.02610000,0.02616600,622.01900000,194,26.0,0.0
2018-04-09 14:00:00,0.02617900,0.02633500,0.02610100,0.02610100,179.56400000,253,59.0,0.0
2018-04-09 15:00:00,0.02610900,0.02632100,0.02610000,0.02613200,129.40200000,225,43.0,0.2375
2018-04-09 16:00:00,0.02618900,0.02633600,0.02617100,0.02625900,92.87300000,171,9.0,0.0
2018-04-09 17:00:00,0.02618600,0.02633600,0.02613200,0.02629700,195.35900000,172,54.0,0.0
2018-04-09 18:00:00,0.02623300,0.02631700,0.02613700,0.02620000,81.64800000,158,55.0,0.0390625
2018-04-09 19:00:00,0.02626800,0.02632500,0.02620000,0.02622900,129.83700000,206,10.0,0.0
2018-04-09 20:00:00,0.02623000,0.02631700,0.02612500,0.02612500,142.12400000,168,43.0,0.0
2018-04-09 21:00:00,0.02621000,0.02621900,0.02610000,0.02610000,190.81800000,147,38.0,0.0
2018-04-09 22:00:00,0.02610000,0.02619100,0.02610000,0.02618600,54.08800000,92,59.0,0.0
2018-04-09 23:00:00,0.02618600,0.02629600,0.02611700,0.02613900,61.75000000,123,16.0,0.0
2018-04-10 00:00:00,0.02613100,0.02628200,0.02612100,0.02622200,43.46400000,94,31.0,0.0
2018-04-10 01:00:00,0.02623600,0.02631700,0.02618100,0.02618500,76.82800000,173,30.0,0.0
2018-04-10 02:00:00,0.02617900,0.02630100,0.02612300,0.02618800,32.42600000,97,32.0,0.0
2018-04-10 03:00:00,0.02618800,0.02633600,0.02612300,0.02621200,245.95800000,253,66.0,0.0
2018-04-10 04:00:00,0.02617400,0.02633600,0.02610200,0.02622400,164.20400000,230,33.0,0.0
2018-04-10 05:00:00,0.02622400,0.02633600,0.02610500,0.02623800,131.44300000,225,62.0,0.0
2018-04-10 06:00:00,0.02624300,0.02629100,0.02610000,0.02619700,98.90800000,148,42.0,0.0
2018-04-10 07:00:00,0.02617600,0.02622800,0.02612900,0.02618400,77.77200000,151,52.0,0.0
2018-04-10 08:00:00,0.02616100,0.02622800,0.02614900,0.02615000,158.12600000,166,75.0,0.0
2018-04-10 09:00:00,0.02615000,0.02627300,0.02607200,0.02609900,223.55100000,308,60.0,0.0
2018-04-10 10:00:00,0.02609900,0.02642800,0.02600100,0.02624900,198.93600000,306,23.0,0.0
2018-04-10 11:00:00,0.02623000,0.02626300,0.02606200,0.02610600,55.07900000,163,41.0,0.0
2018-04-10 12:00:00,0.02611900,0.02625600,0.02608100,0.02625400,78.54000000,238,19.0,0.0
2018-04-10 13:00:00,0.02619900,0.02626500,0.02612600,0.02620500,59.13000000,169,44.0,0.0
2018-04-10 14:00:00,0.02620500,0.02630400,0.02616000,0.02621200,130.44100000,206,8.0,0.0
2018-04-10 15:00:00,0.02621200,0.02631700,0.02609000,0.02625800,141.65300000,275,42.0,0.0
2018-04-10 16:00:00,0.02630800,0.02643600,0.02619200,0.02631100,266.56100000,301,17.0,0.0
2018-04-10 17:00:00,0.02626200,0.02634600,0.02608800,0.02625500,322.04000000,378,9.0,0.0
2018-04-10 18:00:00,0.02631500,0.02631600,0.02600000,0.02607800,287.48300000,495,27.0,0.0
2018-04-10 19:00:00,0.02607800,0.02619200,0.02600000,0.02610300,323.82300000,345,67.0,0.0
2018-04-10 20:00:00,0.02616300,0.02620600,0.02600000,0.02612500,174.76800000,217,83.0,0.0
2018-04-10 21:00:00,0.02612300,0.02616800,0.02600200,0.02605400,256.06500000,291,62.0,0.0
2018-04-10 22:00:00,0.02614400,0.02619900,0.02600500,0.02619900,229.30700000,252,15.0,0.0
2018-04-10 23:00:00,0.02619900,0.02636900,0.02602500,0.02634400,180.87300000,342,47.0,0.0
2018-04-11 00:00:00,0.02634400,0.02643100,0.02621900,0.02631200,92.51900000,251,31.0,0.0
2018-04-11 01:00:00,0.02630500,0.02644400,0.02620000,0.02633000,142.01900000,282,60.0,0.0
2018-04-11 02:00:00,0.02633000,0.02641500,0.02622800,0.02626600,76.25000000,148,31.0,0.0
2018-04-11 03:00:00,0.02629700,0.02635600,0.02623300,0.02631200,90.12900000,150,16.0,0.0
2018-04-11 04:00:00,0.02635600,0.02642300,0.02631200,0.02640700,156.77700000,166,16.0,0.0
2018-04-11 05:00:00,0.02633400,0.02650000,0.02631200,0.02639900,150.44300000,302,31.0,0.0
2018-04-11 06:00:00,0.02636900,0.02643500,0.02635400,0.02637000,110.43300000,141,55.0,0.0
2018-04-11 07:00:00,0.02637000,0.02657100,0.02636900,0.02637100,161.90800000,261,39.0,0.0
2018-04-11 08:00:00,0.02637000,0.02666500,0.02635500,0.02640600,280.01200000,268,36.0,0.0
2018-04-11 09:00:00,0.02640800,0.02699900,0.02636700,0.02647800,542.52800000,453,23.0,0.0
2018-04-11 10:00:00,0.02647800,0.02663600,0.02643300,0.02647900,459.64500000,310,52.0,0.0
2018-04-11 11:00:00,0.02647900,0.02659900,0.02618800,0.02649000,689.38300000,309,13.0,0.0
2018-04-11 12:00:00,0.02644000,0.02651700,0.02639000,0.02645300,89.90500000,181,22.0,0.0
2018-04-11 13:00:00,0.02645300,0.02654300,0.02631300,0.02651600,198.79800000,337,40.0,0.0
2018-04-11 14:00:00,0.02650000,0.02653000,0.02618900,0.02638500,341.29400000,342,24.0,0.0
2018-04-11 15:00:00,0.02645100,0.02650400,0.02620300,0.02635900,445.19300000,513,26.0,0.0
2018-04-11 16:00:00,0.02629900,0.02644300,0.02622400,0.02637000,258.32100000,393,35.0,0.0
2018-04-11 17:00:00,0.02637000,0.02646200,0.02626200,0.02632400,151.90700000,307,18.0,0.0
2018-04-11 18:00:00,0.02632500,0.02639800,0.02605300,0.02617500,773.33300000,694,37.0,0.0
2018-04-11 19:00:00,0.02617500,0.02629000,0.02609100,0.02620000,203.16400000,377,19.0,0.0
