date,open,high,low,close,volume,number of trades,Ethereum ETH
2018-04-22 05:00:00,605.10000000,609.49000000,605.00000000,606.29000000,3226.96195000,3546,43
2018-04-22 06:00:00,605.73000000,610.56000000,605.73000000,610.56000000,2547.97994000,2660,42
2018-04-22 07:00:00,610.56000000,612.49000000,608.43000000,611.80000000,2527.74282000,3373,49
2018-04-22 08:00:00,611.80000000,623.43000000,611.03000000,622.45000000,7018.81418000,6695,60
2018-04-22 09:00:00,622.50000000,624.49000000,615.00000000,618.18000000,6742.33849000,6410,63
2018-04-22 10:00:00,618.76000000,624.42000000,618.15000000,623.60000000,4318.84482000,4157,53
2018-04-22 11:00:00,623.60000000,633.56000000,623.60000000,625.14000000,8085.67845000,8743,56
2018-04-22 12:00:00,625.20000000,631.79000000,614.31000000,621.69000000,9540.87564000,9338,40
2018-04-22 13:00:00,621.12000000,627.99000000,620.00000000,626.96000000,4024.52083000,4187,44
2018-04-22 14:00:00,626.94000000,641.00000000,626.42000000,637.65000000,9309.35593000,8298,66
2018-04-22 15:00:00,637.65000000,639.07000000,630.00000000,634.46000000,6450.02389000,7001,66
2018-04-22 16:00:00,634.46000000,641.00000000,630.00000000,635.88000000,5136.32713000,5950,53
2018-04-22 17:00:00,635.88000000,643.49000000,635.88000000,642.06000000,3885.48043000,4278,49
2018-04-22 18:00:00,642.06000000,643.00000000,638.90000000,641.41000000,4248.47156000,3467,64
2018-04-22 19:00:00,641.41000000,641.41000000,633.00000000,636.58000000,3714.42474000,4838,39
2018-04-22 20:00:00,636.97000000,643.00000000,635.20000000,640.20000000,4091.63801000,3276,42
2018-04-22 21:00:00,640.59000000,641.00000000,635.39000000,638.00000000,1626.40815000,2606,51
2018-04-22 22:00:00,638.00000000,638.00000000,628.95000000,630.40000000,4405.97462000,4700,47
2018-04-22 23:00:00,630.30000000,630.39000000,616.50000000,620.92000000,9819.61040000,9358,47
2018-04-23 00:00:00,620.67000000,631.60000000,618.02000000,628.00000000,4180.98322000,4216,76
2018-04-23 01:00:00,628.00000000,634.88000000,626.68000000,631.17000000,2895.67331000,2876,58
2018-04-23 02:00:00,630.76000000,636.00000000,630.02000000,632.60000000,2645.24673000,3130,48
2018-04-23 03:00:00,632.60000000,636.99000000,632.60000000,634.90000000,2124.92259000,2723,63
2018-04-23 04:00:00,634.90000000,636.00000000,630.00000000,632.56000000,2432.27912000,3309,59
2018-04-23 05:00:00,632.56000000,635.89000000,630.70000000,634.85000000,1730.28563000,2886,61
2018-04-23 06:00:00,635.29000000,640.18000000,633.00000000,638.62000000,3208.58211000,3962,55
2018-04-23 07:00:00,638.50000000,642.16000000,637.34000000,640.86000000,4452.32911000,4937,87
2018-04-23 08:00:00,641.10000000,642.00000000,633.50000000,637.35000000,6511.76621000,6079,71
2018-04-23 09:00:00,637.35000000,638.74000000,630.42000000,637.50000000,4224.05736000,6030,56
2018-04-23 10:00:00,637.31000000,639.99000000,631.00000000,636.36000000,2665.82885000,3527,48
2018-04-23 11:00:00,636.36000000,638.86000000,635.00000000,637.36000000,1989.62005000,2475,48
2018-04-23 12:00:00,637.45000000,646.69000000,637.03000000,644.77000000,5188.62079000,6374,44
2018-04-23 13:00:00,645.00000000,649.11000000,642.53000000,646.40000000,4088.56199000,4135,51
2018-04-23 14:00:00,646.35000000,648.00000000,640.01000000,645.44000000,5005.61537000,5319,52
2018-04-23 15:00:00,645.30000000,647.30000000,643.80000000,645.23000000,3540.50072000,3809,55
2018-04-23 16:00:00,645.79000000,647.37000000,643.00000000,644.99000000,3387.70467000,3326,59
2018-04-23 17:00:00,644.14000000,644.92000000,635.00000000,636.13000000,4520.53654000,5088,40
2018-04-23 18:00:00,636.14000000,641.27000000,635.02000000,641.27000000,2585.90857000,2992,37
2018-04-23 19:00:00,641.01000000,642.00000000,632.27000000,637.00000000,3409.74896000,3271,66
2018-04-23 20:00:00,637.00000000,640.00000000,634.00000000,639.51000000,1980.67758000,2312,57
2018-04-23 21:00:00,639.51000000,641.00000000,638.32000000,640.70000000,1488.68922000,1590,64
2018-04-23 22:00:00,640.70000000,643.89000000,639.25000000,642.45000000,1453.87114000,1791,58
2018-04-23 23:00:00,642.03000000,645.29000000,640.00000000,645.09000000,1763.69809000,2196,35
2018-04-24 00:00:00,644.58000000,664.27000000,643.76000000,661.94000000,10995.84714000,10709,54
2018-04-24 01:00:00,661.50000000,671.46000000,656.28000000,670.60000000,8708.87593000,6940,52
2018-04-24 02:00:00,671.29000000,673.20000000,663.49000000,668.60000000,7058.60645000,5910,83
2018-04-24 03:00:00,668.60000000,670.00000000,666.00000000,669.07000000,4324.36519000,4156,69
2018-04-24 04:00:00,669.06000000,682.00000000,668.42000000,681.72000000,7899.99770000,7480,74
2018-04-24 05:00:00,681.75000000,685.29000000,677.51000000,683.20000000,6514.52897000,6726,83
2018-04-24 06:00:00,683.18000000,685.16000000,663.00000000,676.65000000,6991.11246000,6693,75
2018-04-24 07:00:00,676.65000000,679.29000000,670.00000000,678.13000000,5055.11696000,5451,73
2018-04-24 08:00:00,678.71000000,684.28000000,677.46000000,682.00000000,3057.72376000,4131,78
2018-04-24 09:00:00,682.00000000,684.52000000,680.16000000,683.64000000,2983.64022000,3328,62
2018-04-24 10:00:00,684.30000000,690.92000000,683.38000000,688.34000000,5019.56139000,5402,61
2018-04-24 11:00:00,688.86000000,693.00000000,686.80000000,688.29000000,4806.93443000,4692,62
2018-04-24 12:00:00,688.35000000,702.79000000,688.28000000,702.02000000,7225.61440000,6674,79
2018-04-24 13:00:00,702.05000000,712.99000000,690.13000000,694.68000000,20558.03751000,15234,72
2018-04-24 14:00:00,694.67000000,704.53000000,686.08000000,699.33000000,13951.24216000,12319,58
2018-04-24 15:00:00,699.32000000,707.14000000,696.10000000,699.89000000,6638.96098000,6021,62
2018-04-24 16:00:00,699.89000000,701.00000000,693.27000000,700.99000000,7724.27942000,7054,65
2018-04-24 17:00:00,700.17000000,710.00000000,700.14000000,709.54000000,7278.95786000,6198,78
2018-04-24 18:00:00,709.54000000,710.00000000,700.85000000,707.93000000,4446.58881000,5505,71
2018-04-24 19:00:00,708.86000000,710.00000000,698.75000000,709.94000000,6125.92004000,6918,69
2018-04-24 20:00:00,709.81000000,710.00000000,701.50000000,705.42000000,5852.21144000,5144,68
2018-04-24 21:00:00,705.42000000,708.50000000,703.49000000,705.12000000,3555.63676000,4718,73
2018-04-24 22:00:00,704.06000000,708.85000000,700.13000000,704.17000000,5334.28855000,6027,73
2018-04-24 23:00:00,704.01000000,706.99000000,700.10000000,701.58000000,9329.62119000,6458,71
2018-04-25 00:00:00,701.16000000,702.92000000,675.00000000,683.23000000,20923.39257000,17222,76
2018-04-25 01:00:00,683.04000000,697.52000000,676.43000000,694.00000000,12635.81078000,8824,43
2018-04-25 02:00:00,693.02000000,703.30000000,691.18000000,692.09000000,9766.20820000,8023,55
2018-04-25 03:00:00,692.09000000,695.86000000,652.00000000,654.00000000,18033.18144000,19138,69
2018-04-25 04:00:00,654.00000000,668.80000000,624.00000000,632.00000000,32079.76738000,29880,100
2018-04-25 05:00:00,632.47000000,663.23000000,632.00000000,657.34000000,20437.97539000,18033,84
2018-04-25 06:00:00,657.35000000,669.00000000,655.41000000,661.64000000,8562.25733000,7972,64
2018-04-25 07:00:00,661.63000000,668.45000000,651.00000000,661.20000000,6080.89072000,6792,73
2018-04-25 08:00:00,661.20000000,663.46000000,636.49000000,638.00000000,9075.11177000,8867,72
2018-04-25 09:00:00,638.97000000,647.63000000,632.54000000,636.86000000,11128.47845000,10897,71
2018-04-25 10:00:00,637.49000000,637.99000000,600.10000000,621.73000000,27123.28262000,25243,61
2018-04-25 11:00:00,621.73000000,634.82000000,609.00000000,629.04000000,19863.37284000,17551,35
2018-04-25 12:00:00,629.07000000,639.99000000,623.00000000,628.03000000,15151.99393000,13652,47
2018-04-25 13:00:00,628.03000000,634.54000000,608.21000000,616.80000000,15511.60055000,13929,61
2018-04-25 14:00:00,616.82000000,619.29000000,593.83000000,609.18000000,26585.87064000,21492,59
2018-04-25 15:00:00,609.80000000,623.06000000,602.69000000,622.90000000,16798.03931000,13519,53
2018-04-25 16:00:00,622.90000000,623.71000000,606.00000000,616.89000000,10088.26826000,8816,55
2018-04-25 17:00:00,616.45000000,638.13000000,615.00000000,634.12000000,13444.71601000,12125,40
2018-04-25 18:00:00,634.71000000,637.01000000,626.07000000,630.53000000,6830.64898000,6888,46
2018-04-25 19:00:00,630.20000000,632.30000000,622.67000000,628.46000000,4227.43286000,4706,48
2018-04-25 20:00:00,628.84000000,642.50000000,628.49000000,637.29000000,6021.32770000,6420,48
2018-04-25 21:00:00,637.29000000,649.36000000,637.29000000,648.39000000,7088.22175000,6682,66
2018-04-25 22:00:00,648.39000000,649.00000000,621.10000000,623.06000000,10108.29856000,10869,48
2018-04-25 23:00:00,623.00000000,628.21000000,606.50000000,618.00000000,13873.35624000,11589,58
2018-04-26 00:00:00,617.73000000,617.73000000,600.00000000,612.41000000,18670.35284000,12977,31
2018-04-26 01:00:00,612.97000000,620.00000000,607.11000000,612.83000000,7693.59749000,6720,40
2018-04-26 02:00:00,612.85000000,625.59000000,612.00000000,622.12000000,5627.69653000,5378,50
2018-04-26 03:00:00,622.12000000,625.18000000,614.00000000,618.39000000,5757.34119000,5523,39
2018-04-26 04:00:00,618.39000000,633.12000000,617.78000000,632.13000000,8633.54874000,7888,65
2018-04-26 05:00:00,632.13000000,638.00000000,626.50000000,634.00000000,7603.63336000,7877,73
2018-04-26 06:00:00,634.00000000,637.11000000,616.06000000,621.53000000,7853.69804000,9416,60
2018-04-26 07:00:00,622.26000000,635.00000000,619.48000000,632.47000000,6190.75735000,6371,78
2018-04-26 08:00:00,632.50000000,635.80000000,617.67000000,622.11000000,8639.69835000,10223,67
2018-04-26 09:00:00,622.08000000,627.70000000,617.01000000,622.45000000,4410.14613000,5628,70
2018-04-26 10:00:00,622.57000000,633.00000000,622.00000000,631.00000000,6292.18044000,5382,42
2018-04-26 11:00:00,630.48000000,638.00000000,627.57000000,633.23000000,4325.16802000,4158,40
2018-04-26 12:00:00,633.23000000,639.99000000,629.54000000,636.52000000,7662.77304000,5253,38
2018-04-26 13:00:00,636.68000000,636.68000000,628.00000000,632.00000000,4767.61557000,4881,45
2018-04-26 14:00:00,632.00000000,636.99000000,623.09000000,629.78000000,6911.88895000,6430,37
2018-04-26 15:00:00,629.78000000,630.00000000,625.26000000,628.60000000,2301.45510000,2719,44
2018-04-26 16:00:00,628.60000000,638.00000000,623.77000000,637.16000000,5325.56785000,5476,46
2018-04-26 17:00:00,637.15000000,637.97000000,632.39000000,633.72000000,2809.79958000,3705,45
2018-04-26 18:00:00,633.70000000,637.03000000,630.01000000,631.12000000,2178.07933000,3262,46
2018-04-26 19:00:00,631.46000000,633.99000000,629.26000000,630.46000000,2157.02803000,2721,48
2018-04-26 20:00:00,631.00000000,648.50000000,630.29000000,648.00000000,9457.34623000,8521,54
2018-04-26 21:00:00,648.34000000,654.00000000,646.52000000,647.56000000,6899.60521000,7299,48
2018-04-26 22:00:00,647.56000000,662.49000000,647.56000000,660.00000000,6399.19966000,6114,56
2018-04-26 23:00:00,660.01000000,666.19000000,656.90000000,661.51000000,7185.83112000,6095,59
2018-04-27 00:00:00,661.51000000,663.99000000,651.79000000,656.58000000,7626.52107000,5611,43
2018-04-27 01:00:00,656.14000000,662.88000000,656.00000000,660.25000000,3958.97012000,3837,55
2018-04-27 02:00:00,660.25000000,663.00000000,659.55000000,660.09000000,2921.11145000,3341,54
2018-04-27 03:00:00,660.29000000,660.29000000,640.00000000,648.61000000,6140.93566000,5546,52
2018-04-27 04:00:00,649.59000000,657.50000000,635.73000000,655.78000000,5541.85018000,5006,38
2018-04-27 05:00:00,655.79000000,656.93000000,650.00000000,651.38000000,3028.13930000,2944,72
2018-04-27 06:00:00,651.30000000,659.70000000,650.00000000,657.99000000,4220.33428000,3883,51
2018-04-27 07:00:00,657.99000000,658.45000000,653.00000000,657.99000000,2960.91976000,2630,61
2018-04-27 08:00:00,657.97000000,664.00000000,656.57000000,662.60000000,4236.62641000,4775,59
2018-04-27 09:00:00,662.22000000,679.58000000,660.72000000,677.55000000,8104.37287000,7784,62
2018-04-27 10:00:00,677.56000000,686.82000000,674.84000000,681.27000000,10431.09373000,8473,46
2018-04-27 11:00:00,681.32000000,682.39000000,677.01000000,680.34000000,4177.61107000,4914,37
2018-04-27 12:00:00,680.34000000,686.81000000,680.00000000,681.13000000,4670.78221000,5958,44
2018-04-27 13:00:00,681.13000000,683.36000000,665.00000000,673.75000000,10395.37829000,10406,49
2018-04-27 14:00:00,673.75000000,682.09000000,670.20000000,681.31000000,5287.00207000,5317,48
2018-04-27 15:00:00,681.97000000,681.97000000,670.26000000,674.47000000,4880.74067000,4736,51
2018-04-27 16:00:00,674.47000000,681.94000000,673.83000000,679.18000000,4742.30683000,4233,42
2018-04-27 17:00:00,679.90000000,684.15000000,678.75000000,681.07000000,2523.69711000,3506,45
2018-04-27 18:00:00,680.96000000,681.19000000,673.75000000,673.97000000,3166.72129000,3988,55
2018-04-27 19:00:00,674.00000000,675.51000000,658.18000000,659.00000000,7522.14282000,6700,43
2018-04-27 20:00:00,659.00000000,663.75000000,645.00000000,648.75000000,13221.99647000,11786,54
2018-04-27 21:00:00,648.03000000,655.44000000,643.00000000,648.33000000,6985.26814000,6996,45
2018-04-27 22:00:00,647.98000000,657.28000000,646.77000000,653.21000000,3830.63530000,4898,51
2018-04-27 23:00:00,653.91000000,656.58000000,639.41000000,643.46000000,4228.32679000,4783,36
2018-04-28 00:00:00,643.41000000,657.00000000,638.76000000,655.29000000,5805.88229000,5002,44
2018-04-28 01:00:00,655.57000000,667.42000000,654.57000000,667.04000000,4179.11904000,4093,43
2018-04-28 02:00:00,667.42000000,668.50000000,657.50000000,657.57000000,4334.51328000,4448,51
2018-04-28 03:00:00,658.38000000,671.00000000,657.50000000,667.42000000,3931.20906000,3569,51
2018-04-28 04:00:00,667.99000000,668.19000000,664.00000000,665.11000000,2393.51235000,2935,67
2018-04-28 05:00:00,665.49000000,670.00000000,665.00000000,668.08000000,3086.09193000,2900,49
2018-04-28 06:00:00,668.49000000,675.60000000,666.19000000,671.12000000,4441.18583000,4603,48
2018-04-28 07:00:00,671.78000000,673.00000000,667.90000000,670.00000000,5160.07027000,4544,62
2018-04-28 08:00:00,670.00000000,682.00000000,662.50000000,673.46000000,9233.23442000,10044,59
2018-04-28 09:00:00,674.63000000,682.00000000,669.00000000,681.08000000,5952.13601000,6145,55
2018-04-28 10:00:00,680.82000000,687.51000000,678.76000000,681.68000000,7174.11830000,5869,43
2018-04-28 11:00:00,681.71000000,683.06000000,674.44000000,677.96000000,2898.43935000,3153,47
2018-04-28 12:00:00,677.96000000,691.00000000,677.14000000,690.55000000,5543.48360000,5973,35
2018-04-28 13:00:00,690.13000000,692.79000000,685.27000000,691.40000000,6178.46339000,6249,34
2018-04-28 14:00:00,691.99000000,694.90000000,680.02000000,684.00000000,8225.57419000,8201,54
2018-04-28 15:00:00,683.99000000,687.55000000,675.20000000,687.54000000,6860.84281000,6713,42
2018-04-28 16:00:00,687.53000000,689.00000000,677.54000000,682.43000000,5499.83678000,5630,40
2018-04-28 17:00:00,682.36000000,686.72000000,681.52000000,682.01000000,3426.17692000,4327,35
2018-04-28 18:00:00,682.01000000,689.99000000,682.01000000,688.87000000,3256.23825000,3985,62
2018-04-28 19:00:00,688.83000000,688.91000000,684.56000000,687.07000000,2057.95207000,2810,34
2018-04-28 20:00:00,687.07000000,689.95000000,682.30000000,682.87000000,3846.77417000,3426,43
2018-04-28 21:00:00,682.30000000,684.95000000,673.46000000,679.76000000,4197.21768000,4735,45
2018-04-28 22:00:00,679.76000000,686.67000000,679.26000000,686.06000000,2765.87808000,2492,60
2018-04-28 23:00:00,685.69000000,688.00000000,680.42000000,682.86000000,2680.41330000,2915,50
2018-04-29 00:00:00,683.50000000,690.99000000,682.84000000,689.23000000,3677.97281000,3873,56
2018-04-29 00:00:00,683.50000000,690.99000000,682.84000000,689.23000000,3677.97281000,3873,46
2018-04-29 01:00:00,689.00000000,697.79000000,687.42000000,697.70000000,5983.63342000,6047,40
2018-04-29 02:00:00,697.51000000,700.49000000,692.34000000,698.35000000,6051.36045000,5945,31
2018-04-29 03:00:00,698.35000000,698.72000000,692.51000000,695.40000000,4435.06308000,4663,41
2018-04-29 04:00:00,695.40000000,697.50000000,691.51000000,693.35000000,3497.05331000,3745,57
2018-04-29 05:00:00,693.37000000,696.36000000,689.15000000,691.90000000,3422.67366000,4045,42
2018-04-29 06:00:00,691.80000000,696.78000000,690.08000000,695.95000000,3825.74473000,3493,50
2018-04-29 07:00:00,695.95000000,697.86000000,691.00000000,692.43000000,3696.21542000,5051,44
2018-04-29 08:00:00,692.00000000,694.43000000,671.50000000,673.50000000,10161.55013000,10910,49
2018-04-29 09:00:00,673.50000000,685.77000000,665.28000000,682.31000000,12204.13389000,11206,40
2018-04-29 10:00:00,681.79000000,684.53000000,666.10000000,673.11000000,7349.83692000,7411,29
2018-04-29 11:00:00,672.28000000,675.90000000,669.00000000,674.23000000,5168.01001000,6001,36
2018-04-29 12:00:00,675.07000000,680.70000000,669.00000000,675.00000000,5846.49743000,6239,37
2018-04-29 13:00:00,674.99000000,684.74000000,673.63000000,683.45000000,4266.89712000,4812,34
2018-04-29 14:00:00,683.90000000,687.48000000,678.04000000,679.15000000,5223.16451000,6778,45
2018-04-29 15:00:00,679.40000000,684.67000000,678.51000000,682.30000000,4491.25845000,4283,34
2018-04-29 16:00:00,682.30000000,684.19000000,675.01000000,676.48000000,2794.18146000,3544,25
2018-04-29 17:00:00,676.48000000,681.98000000,671.16000000,680.35000000,4234.95914000,5051,34
2018-04-29 18:00:00,680.35000000,682.00000000,678.00000000,681.69000000,1942.39250000,2711,35
2018-04-29 19:00:00,681.16000000,683.97000000,679.00000000,680.62000000,1914.86353000,2407,38
2018-04-29 20:00:00,679.95000000,682.00000000,677.60000000,680.33000000,1938.10828000,2177,47
2018-04-29 21:00:00,680.36000000,683.53000000,679.28000000,681.70000000,1729.13002000,2789,38
2018-04-29 22:00:00,681.89000000,691.30000000,681.69000000,689.00000000,4208.44084000,5329,95
2018-04-29 23:00:00,689.00000000,691.80000000,687.50000000,690.85000000,1957.09758000,2667,50
2018-04-30 00:00:00,690.85000000,693.46000000,685.94000000,692.48000000,4377.56840000,4438,43
2018-04-30 01:00:00,693.45000000,693.98000000,688.80000000,691.96000000,2461.37549000,2911,38
2018-04-30 02:00:00,691.96000000,695.30000000,690.80000000,693.50000000,3341.53190000,3768,31
2018-04-30 03:00:00,693.50000000,694.88000000,675.50000000,677.16000000,7450.01086000,7062,40
2018-04-30 04:00:00,677.17000000,684.00000000,676.03000000,681.24000000,4375.46365000,3873,49
2018-04-30 05:00:00,680.56000000,687.58000000,680.02000000,687.00000000,3270.90340000,3622,39
2018-04-30 06:00:00,686.99000000,689.14000000,679.10000000,682.86000000,4785.26032000,4449,54
2018-04-30 07:00:00,682.82000000,684.80000000,673.18000000,677.61000000,8369.92983000,7539,49
2018-04-30 08:00:00,677.61000000,684.98000000,674.05000000,684.98000000,4978.00737000,5224,62
2018-04-30 09:00:00,684.97000000,694.00000000,682.91000000,688.00000000,4955.30532000,5510,48
2018-04-30 10:00:00,688.01000000,691.95000000,681.00000000,689.66000000,3455.39893000,3909,34
2018-04-30 11:00:00,689.66000000,691.86000000,685.29000000,686.65000000,4817.80663000,5700,48
2018-04-30 12:00:00,687.52000000,692.54000000,686.30000000,688.10000000,4726.55385000,4145,32
2018-04-30 13:00:00,688.10000000,690.85000000,685.10000000,685.72000000,4201.64671000,3312,50
2018-04-30 14:00:00,685.72000000,686.06000000,678.00000000,681.72000000,6146.50800000,5092,43
2018-04-30 15:00:00,681.71000000,685.17000000,679.95000000,684.01000000,3173.21300000,3537,39
2018-04-30 16:00:00,684.60000000,687.99000000,680.00000000,681.00000000,3440.69915000,3491,41
2018-04-30 17:00:00,681.00000000,684.00000000,680.00000000,681.50000000,3589.71705000,3198,44
2018-04-30 18:00:00,681.98000000,687.00000000,680.03000000,684.31000000,3242.35509000,3353,49
2018-04-30 19:00:00,684.32000000,685.19000000,677.00000000,679.97000000,3265.87044000,3613,40
2018-04-30 20:00:00,680.01000000,681.13000000,673.00000000,673.05000000,3936.84522000,4032,41
2018-04-30 21:00:00,673.94000000,674.38000000,668.13000000,669.06000000,6402.36102000,6201,40
2018-04-30 22:00:00,669.69000000,673.70000000,662.20000000,664.50000000,6639.55492000,6542,36
2018-04-30 23:00:00,664.48000000,670.79000000,663.25000000,670.78000000,7091.03065000,4634,45
2018-05-01 00:00:00,670.78000000,671.20000000,630.80000000,632.92000000,18237.82497000,15320,49
2018-05-01 01:00:00,633.40000000,648.56000000,627.58000000,647.17000000,14965.21656000,10822,47
2018-05-01 02:00:00,647.17000000,655.85000000,638.00000000,651.00000000,9108.07263000,6497,46
2018-05-01 03:00:00,651.02000000,653.91000000,640.52000000,641.86000000,6747.61509000,4907,49
2018-05-01 04:00:00,641.20000000,658.21000000,640.21000000,654.02000000,5701.69270000,4788,49
2018-05-01 05:00:00,654.06000000,657.00000000,648.22000000,651.60000000,3489.02223000,3619,45
2018-05-01 06:00:00,652.00000000,659.00000000,651.18000000,659.00000000,2898.16431000,3011,39
2018-05-01 07:00:00,659.00000000,665.67000000,659.00000000,661.57000000,3976.81275000,4488,51
2018-05-01 08:00:00,661.79000000,673.96000000,661.20000000,672.00000000,4587.98710000,4932,53
2018-05-01 09:00:00,671.64000000,675.00000000,665.00000000,666.83000000,5005.94041000,5819,40
2018-05-01 10:00:00,666.83000000,668.18000000,662.00000000,666.12000000,2817.43160000,3447,43
2018-05-01 11:00:00,666.12000000,670.05000000,657.64000000,659.69000000,3180.22620000,2901,27
2018-05-01 12:00:00,659.09000000,661.47000000,642.92000000,653.07000000,8395.12525000,8120,34
2018-05-01 13:00:00,653.07000000,653.55000000,644.50000000,650.02000000,6793.45726000,6151,37
2018-05-01 14:00:00,650.68000000,651.61000000,644.01000000,647.38000000,3261.67918000,3399,44
2018-05-01 15:00:00,647.73000000,653.74000000,645.36000000,649.28000000,4038.95990000,3742,46
2018-05-01 16:00:00,649.97000000,659.88000000,649.34000000,657.85000000,3990.96088000,3622,34
2018-05-01 17:00:00,657.85000000,665.04000000,653.62000000,661.03000000,3804.89610000,3763,46
2018-05-01 18:00:00,659.78000000,662.63000000,656.00000000,660.28000000,2484.61811000,2849,29
2018-05-01 19:00:00,659.99000000,664.00000000,658.86000000,662.62000000,3600.06890000,2714,37
2018-05-01 20:00:00,662.65000000,669.99000000,661.57000000,665.11000000,2495.34485000,3100,40
2018-05-01 21:00:00,665.11000000,672.01000000,665.00000000,671.01000000,3335.01564000,3538,58
2018-05-01 22:00:00,671.02000000,675.50000000,671.02000000,672.00000000,6142.55740000,5084,51
2018-05-01 23:00:00,672.00000000,675.60000000,670.69000000,672.00000000,4064.97673000,3788,58
2018-05-02 00:00:00,671.99000000,679.50000000,667.00000000,670.69000000,6162.29666000,5654,30
2018-05-02 01:00:00,670.51000000,674.42000000,663.00000000,674.01000000,3806.01210000,4513,27
2018-05-02 02:00:00,674.01000000,677.37000000,669.48000000,671.73000000,2745.16754000,3506,39
2018-05-02 03:00:00,671.73000000,674.73000000,666.00000000,674.49000000,3077.25657000,4150,42
2018-05-02 04:00:00,674.10000000,679.80000000,674.00000000,677.00000000,4003.82800000,4150,53
2018-05-02 05:00:00,677.59000000,682.00000000,675.52000000,678.70000000,4016.42197000,4122,48
2018-05-02 06:00:00,678.50000000,688.12000000,677.70000000,684.54000000,4844.08658000,5356,51
2018-05-02 07:00:00,684.97000000,685.50000000,679.67000000,683.53000000,2916.14843000,3571,52
2018-05-02 08:00:00,683.52000000,684.97000000,677.00000000,679.99000000,3038.76589000,3725,56
2018-05-02 09:00:00,680.00000000,681.28000000,676.68000000,680.00000000,2599.06020000,3185,78
2018-05-02 10:00:00,680.00000000,686.68000000,679.01000000,683.90000000,3540.18485000,4626,25
2018-05-02 11:00:00,683.93000000,685.75000000,680.86000000,683.12000000,2053.72657000,2914,50
2018-05-02 12:00:00,683.00000000,683.00000000,672.53000000,673.00000000,5400.88925000,5877,49
2018-05-02 13:00:00,672.85000000,679.00000000,669.00000000,678.50000000,5136.87280000,4941,39
2018-05-02 14:00:00,678.31000000,680.97000000,675.06000000,677.98000000,5284.62822000,4591,33
2018-05-02 15:00:00,678.00000000,684.50000000,677.00000000,683.49000000,2592.50812000,3750,40
2018-05-02 16:00:00,683.00000000,684.19000000,679.87000000,681.45000000,2912.73865000,3387,35
2018-05-02 17:00:00,681.42000000,682.02000000,678.30000000,679.42000000,2263.15979000,2679,34
2018-05-02 18:00:00,678.83000000,680.03000000,675.90000000,678.85000000,1838.92866000,2766,44
2018-05-02 19:00:00,677.84000000,679.00000000,672.23000000,678.45000000,2842.57487000,3740,37
2018-05-02 20:00:00,678.39000000,683.70000000,675.00000000,683.68000000,2238.09885000,2439,39
2018-05-02 21:00:00,683.08000000,690.00000000,682.35000000,686.50000000,5912.16431000,6201,48
2018-05-02 22:00:00,686.44000000,691.99000000,682.85000000,691.29000000,3607.21806000,3715,49
2018-05-02 23:00:00,691.29000000,691.57000000,686.55000000,688.56000000,3352.76636000,3976,51
2018-05-03 00:00:00,688.55000000,690.49000000,685.39000000,688.72000000,3754.39929000,3092,44
2018-05-03 01:00:00,688.72000000,695.52000000,687.91000000,693.87000000,5585.13030000,5410,50
2018-05-03 02:00:00,693.50000000,710.00000000,692.32000000,707.89000000,9514.06179000,8734,55
2018-05-03 03:00:00,708.87000000,724.50000000,707.89000000,717.99000000,16812.44626000,15621,64
2018-05-03 04:00:00,717.99000000,732.26000000,717.36000000,722.52000000,12793.14584000,12225,74
2018-05-03 05:00:00,722.52000000,726.49000000,711.00000000,713.97000000,10857.23587000,11919,58
2018-05-03 06:00:00,713.97000000,720.99000000,707.37000000,716.82000000,9821.30531000,9678,49
2018-05-03 07:00:00,716.80000000,728.21000000,715.32000000,722.60000000,5492.31351000,5963,54
2018-05-03 08:00:00,722.99000000,724.34000000,713.01000000,717.43000000,6135.89210000,6359,68
2018-05-03 09:00:00,717.46000000,718.96000000,711.01000000,716.00000000,4059.05611000,4593,70
2018-05-03 10:00:00,716.00000000,725.48000000,715.73000000,724.93000000,3930.23164000,3934,68
2018-05-03 11:00:00,724.93000000,726.29000000,718.50000000,722.55000000,4006.41098000,4904,51
2018-05-03 12:00:00,722.20000000,748.28000000,722.20000000,741.79000000,13350.60210000,13249,66
2018-05-03 13:00:00,741.79000000,758.70000000,741.79000000,757.30000000,24300.16801000,14422,71
2018-05-03 14:00:00,757.00000000,757.49000000,742.00000000,749.86000000,14435.26598000,12971,51
2018-05-03 15:00:00,749.85000000,753.00000000,745.95000000,748.67000000,6263.31434000,6424,53
2018-05-03 16:00:00,748.67000000,771.38000000,748.00000000,770.92000000,11323.49119000,10330,74
2018-05-03 17:00:00,770.51000000,777.68000000,761.04000000,771.03000000,15591.79600000,14121,73
2018-05-03 18:00:00,771.06000000,772.85000000,753.00000000,762.58000000,14145.87215000,12278,57
2018-05-03 19:00:00,762.64000000,768.00000000,756.92000000,762.23000000,5884.23277000,5747,70
2018-05-03 20:00:00,762.83000000,762.84000000,754.00000000,758.20000000,4438.66248000,4433,64
2018-05-03 21:00:00,758.22000000,769.44000000,758.20000000,766.85000000,4956.44984000,5082,84
2018-05-03 22:00:00,767.05000000,786.00000000,766.00000000,783.93000000,8793.01986000,8259,70
2018-05-03 23:00:00,783.93000000,792.08000000,776.00000000,779.00000000,13174.70528000,10711,62
2018-05-04 00:00:00,779.00000000,780.00000000,756.91000000,763.50000000,15091.17387000,11505,63
