date,open,high,low,close,volume,number of trades,Stratis STRAT,sentiment
2018-04-04 02:00:00,0.00053580,0.00054150,0.00052660,0.00053000,58202.27000000,639,0.0,0.0
2018-04-04 03:00:00,0.00053000,0.00053480,0.00052910,0.00053200,46431.60000000,474,0.0,0.0
2018-04-04 04:00:00,0.00053180,0.00053200,0.00052810,0.00053060,54934.42000000,459,0.0,0.0
2018-04-04 05:00:00,0.00053060,0.00053880,0.00052800,0.00053580,63166.06000000,535,0.0,0.0
2018-04-04 06:00:00,0.00053350,0.00053880,0.00053200,0.00053400,52363.39000000,393,0.0,0.0
2018-04-04 07:00:00,0.00053400,0.00053590,0.00053080,0.00053240,16128.27000000,383,0.0,0.0
2018-04-04 08:00:00,0.00053240,0.00053330,0.00052320,0.00052500,37663.59000000,744,82.0,0.0
2018-04-04 09:00:00,0.00052410,0.00052500,0.00051590,0.00051790,46291.02000000,804,40.0,0.0
2018-04-04 10:00:00,0.00051790,0.00053000,0.00051750,0.00052210,37539.70000000,824,0.0,0.0
2018-04-04 11:00:00,0.00052210,0.00052500,0.00051490,0.00051780,49083.66000000,697,69.0,0.0
2018-04-04 12:00:00,0.00051800,0.00052090,0.00051720,0.00052090,41925.40000000,504,63.0,0.0
2018-04-04 13:00:00,0.00052090,0.00053620,0.00051960,0.00053130,49351.62000000,910,29.0,0.0
2018-04-04 14:00:00,0.00053130,0.00053220,0.00051570,0.00051940,56920.78000000,758,0.0,0.0
2018-04-04 15:00:00,0.00051950,0.00052650,0.00051510,0.00051850,65661.98000000,635,58.0,0.0
2018-04-04 16:00:00,0.00051850,0.00052290,0.00051580,0.00052160,54757.10000000,528,0.0,0.0
2018-04-04 17:00:00,0.00052160,0.00052500,0.00051450,0.00051810,66468.96000000,663,0.0,0.0
2018-04-04 18:00:00,0.00051810,0.00051950,0.00050580,0.00051220,69625.05000000,1932,0.0,0.0
2018-04-04 19:00:00,0.00051220,0.00051820,0.00051110,0.00051570,49330.43000000,583,31.0,0.0
2018-04-04 20:00:00,0.00051570,0.00051900,0.00051440,0.00051610,47902.54000000,463,35.0,0.0
2018-04-04 21:00:00,0.00051660,0.00052250,0.00051540,0.00051760,43661.68000000,463,83.0,0.0
2018-04-04 22:00:00,0.00051740,0.00052500,0.00051690,0.00052080,34296.80000000,353,48.0,0.0
2018-04-04 23:00:00,0.00052100,0.00052280,0.00051550,0.00052130,20442.24000000,435,0.0,0.8
2018-04-05 00:00:00,0.00052120,0.00052220,0.00050430,0.00051000,91144.26000000,2105,52.0,0.0
2018-04-05 01:00:00,0.00051080,0.00051190,0.00050410,0.00050740,24924.30000000,518,0.0,0.0
2018-04-05 02:00:00,0.00050790,0.00050900,0.00050530,0.00050720,43767.24000000,348,52.0,0.0
2018-04-05 03:00:00,0.00050740,0.00051370,0.00050740,0.00051370,55803.02000000,505,0.0,0.0
2018-04-05 04:00:00,0.00051270,0.00053130,0.00050860,0.00051690,45045.97000000,1149,0.0,0.0
2018-04-05 05:00:00,0.00051900,0.00053970,0.00051610,0.00052840,40439.89000000,1315,0.0,0.0
2018-04-05 06:00:00,0.00052690,0.00052890,0.00051540,0.00051700,42857.43000000,613,0.0,0.0
2018-04-05 07:00:00,0.00051940,0.00052080,0.00050820,0.00051010,51944.30000000,737,0.0,0.0
2018-04-05 08:00:00,0.00051050,0.00051400,0.00050630,0.00051340,53649.35000000,534,42.0,0.0
2018-04-05 09:00:00,0.00051340,0.00051960,0.00051000,0.00051910,72566.27000000,466,40.0,0.0
2018-04-05 10:00:00,0.00051960,0.00051990,0.00051160,0.00051620,62903.69000000,423,0.0,0.0
2018-04-05 11:00:00,0.00051610,0.00052140,0.00051610,0.00051860,26693.09000000,353,0.0,0.0
2018-04-05 12:00:00,0.00051880,0.00052080,0.00050950,0.00051010,30068.58000000,508,0.0,0.0
2018-04-05 13:00:00,0.00051020,0.00051400,0.00050870,0.00051200,36745.99000000,520,0.0,0.0
2018-04-05 14:00:00,0.00051230,0.00051550,0.00051100,0.00051460,77880.47000000,464,0.0,0.0
2018-04-05 15:00:00,0.00051460,0.00051510,0.00051150,0.00051170,30830.51000000,446,0.0,0.34848484848484845
2018-04-05 16:00:00,0.00051270,0.00051390,0.00051120,0.00051270,36419.34000000,373,0.0,0.25
2018-04-05 17:00:00,0.00051270,0.00051390,0.00051150,0.00051330,31199.17000000,398,31.0,0.0
2018-04-05 18:00:00,0.00051330,0.00051330,0.00051010,0.00051070,31520.39000000,432,32.0,0.0
2018-04-05 19:00:00,0.00051070,0.00051390,0.00051030,0.00051220,31753.54000000,412,0.0,0.0
2018-04-05 20:00:00,0.00051230,0.00051500,0.00050500,0.00051120,96085.51000000,710,0.0,0.0
2018-04-05 21:00:00,0.00051110,0.00051260,0.00050180,0.00050890,45980.42000000,605,0.0,0.0
2018-04-05 22:00:00,0.00050870,0.00051290,0.00050710,0.00050990,42155.98000000,426,0.0,0.0
2018-04-05 23:00:00,0.00050990,0.00051630,0.00050920,0.00051550,40125.24000000,401,0.0,0.0
2018-04-06 00:00:00,0.00051560,0.00051830,0.00051340,0.00051450,31519.06000000,369,53.0,0.0
2018-04-06 01:00:00,0.00051450,0.00051510,0.00051320,0.00051340,28531.35000000,343,0.0,0.0
2018-04-06 02:00:00,0.00051340,0.00051550,0.00051240,0.00051300,42323.81000000,402,53.0,0.0
2018-04-06 03:00:00,0.00051300,0.00051550,0.00051240,0.00051450,33858.88000000,376,0.0,0.0
2018-04-06 04:00:00,0.00051440,0.00051460,0.00051250,0.00051250,25229.60000000,284,0.0,0.0
2018-04-06 05:00:00,0.00051250,0.00051260,0.00050900,0.00051080,21831.14000000,492,53.0,0.0
2018-04-06 06:00:00,0.00051040,0.00051540,0.00050540,0.00050830,31534.92000000,761,48.0,0.0
2018-04-06 07:00:00,0.00050890,0.00051020,0.00050540,0.00050650,34565.63000000,441,0.0,0.0
2018-04-06 08:00:00,0.00050610,0.00050690,0.00050030,0.00050540,54247.42000000,679,0.0,0.0
2018-04-06 09:00:00,0.00050470,0.00051550,0.00050470,0.00050840,65143.38000000,406,0.0,0.0
2018-04-06 10:00:00,0.00050840,0.00051190,0.00050730,0.00050820,36830.09000000,324,0.0,0.0
2018-04-06 11:00:00,0.00050820,0.00050820,0.00050280,0.00050360,37048.33000000,463,0.0,0.0
2018-04-06 12:00:00,0.00050360,0.00050950,0.00050060,0.00050550,31238.02000000,593,0.0,0.0
2018-04-06 13:00:00,0.00050520,0.00051000,0.00050460,0.00050910,60993.19000000,512,0.0,0.0
2018-04-06 14:00:00,0.00050860,0.00050930,0.00050180,0.00050570,31320.89000000,503,0.0,0.0
2018-04-06 15:00:00,0.00050550,0.00050750,0.00050200,0.00050430,63819.54000000,645,0.0,0.0
2018-04-06 16:00:00,0.00050390,0.00051200,0.00050180,0.00050990,66486.36000000,672,0.0,0.0
2018-04-06 17:00:00,0.00050980,0.00051550,0.00050810,0.00051550,33040.05000000,779,0.0,0.0
2018-04-06 18:00:00,0.00051530,0.00051550,0.00051140,0.00051490,47570.19000000,597,67.0,0.0
2018-04-06 19:00:00,0.00051420,0.00052200,0.00051210,0.00052010,64973.54000000,904,0.0,0.0
2018-04-06 20:00:00,0.00052020,0.00053250,0.00051890,0.00053100,41933.02000000,1061,38.0,0.0
2018-04-06 21:00:00,0.00053240,0.00053300,0.00052630,0.00052890,63122.99000000,1004,0.0,0.0
2018-04-06 22:00:00,0.00052930,0.00053140,0.00052110,0.00052850,53246.17000000,1058,100.0,0.0
2018-04-06 23:00:00,0.00052660,0.00053450,0.00052170,0.00053400,87669.68000000,921,0.0,0.0
2018-04-07 00:00:00,0.00053370,0.00053670,0.00052790,0.00053200,55110.16000000,950,56.0,0.0
2018-04-07 01:00:00,0.00053310,0.00053680,0.00052450,0.00052890,50714.93000000,1279,0.0,0.0
2018-04-07 02:00:00,0.00053050,0.00053400,0.00052520,0.00052870,39595.58000000,619,0.0,0.0
2018-04-07 03:00:00,0.00052880,0.00053720,0.00052810,0.00053300,40761.07000000,813,0.0,0.0
2018-04-07 04:00:00,0.00053580,0.00053700,0.00052750,0.00053400,42994.95000000,716,61.0,0.0
2018-04-07 05:00:00,0.00053440,0.00053880,0.00053110,0.00053750,45768.17000000,955,0.0,0.0
2018-04-07 06:00:00,0.00053710,0.00054100,0.00053400,0.00054050,62760.60000000,883,0.0,0.0
2018-04-07 07:00:00,0.00054100,0.00054290,0.00053150,0.00053510,57680.96000000,909,0.0,0.0
2018-04-07 08:00:00,0.00053510,0.00053700,0.00052860,0.00052920,49528.26000000,588,0.0,0.0
2018-04-07 09:00:00,0.00052920,0.00053120,0.00052430,0.00052820,67751.09000000,513,0.0,0.0
2018-04-07 10:00:00,0.00052820,0.00052850,0.00052240,0.00052820,44645.64000000,527,46.0,0.0
2018-04-07 11:00:00,0.00052810,0.00053600,0.00052710,0.00053460,53704.70000000,594,42.0,0.0
2018-04-07 12:00:00,0.00053460,0.00056000,0.00053350,0.00054110,106613.60000000,1314,0.0,0.0
2018-04-07 13:00:00,0.00054110,0.00055550,0.00053310,0.00054360,66281.50000000,1371,0.0,0.0
2018-04-07 14:00:00,0.00054360,0.00055200,0.00053990,0.00054380,39837.77000000,794,0.0,0.0
2018-04-07 15:00:00,0.00054400,0.00054720,0.00053410,0.00053900,30453.41000000,782,33.0,0.0
2018-04-07 16:00:00,0.00054090,0.00054140,0.00053490,0.00054050,73512.48000000,665,0.0,0.0
2018-04-07 17:00:00,0.00054050,0.00054500,0.00053730,0.00054020,35158.44000000,517,0.0,0.0
2018-04-07 18:00:00,0.00054040,0.00054760,0.00054000,0.00054460,53227.40000000,616,0.0,0.0
2018-04-07 19:00:00,0.00054570,0.00054600,0.00054010,0.00054330,64381.79000000,493,0.0,0.0
2018-04-07 20:00:00,0.00054280,0.00054680,0.00054050,0.00054050,37922.62000000,526,0.0,0.0
2018-04-07 21:00:00,0.00054050,0.00054600,0.00054030,0.00054150,34036.87000000,497,0.0,0.0
2018-04-07 22:00:00,0.00054140,0.00054520,0.00054050,0.00054090,26474.80000000,409,0.0,0.0
2018-04-07 23:00:00,0.00054140,0.00054700,0.00054070,0.00054290,40230.28000000,449,55.0,0.0
2018-04-08 00:00:00,0.00054260,0.00054550,0.00054030,0.00054330,38872.71000000,419,57.0,0.0
2018-04-08 00:00:00,0.00054260,0.00054550,0.00054030,0.00054330,38872.71000000,419,40.0,0.0
2018-04-08 01:00:00,0.00054330,0.00054500,0.00054000,0.00054050,34231.09000000,407,0.0,0.0
2018-04-08 02:00:00,0.00054040,0.00054150,0.00053520,0.00053610,49167.79000000,480,0.0,0.0
2018-04-08 03:00:00,0.00053600,0.00053990,0.00053520,0.00053640,31888.33000000,420,0.0,0.0
2018-04-08 04:00:00,0.00053670,0.00054170,0.00053350,0.00053660,29801.76000000,454,0.0,0.0
2018-04-08 05:00:00,0.00053660,0.00053750,0.00053350,0.00053500,40078.52000000,402,0.0,0.0
2018-04-08 06:00:00,0.00053510,0.00053650,0.00053480,0.00053640,29524.72000000,342,78.0,0.0
2018-04-08 07:00:00,0.00053650,0.00053910,0.00053520,0.00053630,30463.75000000,405,0.0,0.0
2018-04-08 08:00:00,0.00053620,0.00054160,0.00053390,0.00053460,26394.18000000,439,35.0,0.0
2018-04-08 09:00:00,0.00053450,0.00053710,0.00053180,0.00053550,37097.57000000,503,0.0,0.0
2018-04-08 10:00:00,0.00053380,0.00053930,0.00053130,0.00053410,46948.67000000,463,0.0,0.0
2018-04-08 11:00:00,0.00053460,0.00053900,0.00053200,0.00053450,28825.30000000,462,0.0,0.0
2018-04-08 12:00:00,0.00053420,0.00053900,0.00053420,0.00053830,29819.04000000,470,0.0,0.0
2018-04-08 13:00:00,0.00053820,0.00053890,0.00053420,0.00053550,54289.61000000,460,0.0,0.0
2018-04-08 14:00:00,0.00053550,0.00054190,0.00053370,0.00054020,32009.92000000,515,0.0,0.0
2018-04-08 15:00:00,0.00053880,0.00054100,0.00053750,0.00053760,31474.97000000,413,0.0,0.0
2018-04-08 16:00:00,0.00053760,0.00054000,0.00053240,0.00053300,35158.24000000,537,0.0,0.0
2018-04-08 17:00:00,0.00053280,0.00053510,0.00053060,0.00053430,41769.85000000,507,0.0,0.0
2018-04-08 18:00:00,0.00053470,0.00053700,0.00053170,0.00053450,27432.75000000,380,0.0,0.0
2018-04-08 19:00:00,0.00053450,0.00053660,0.00053350,0.00053510,46423.14000000,425,25.0,0.0
2018-04-08 20:00:00,0.00053510,0.00053530,0.00053200,0.00053310,54700.67000000,395,0.0,0.0
2018-04-08 21:00:00,0.00053310,0.00053400,0.00053130,0.00053310,12061.81000000,376,32.0,0.0
2018-04-08 22:00:00,0.00053320,0.00053530,0.00053300,0.00053440,22377.94000000,395,36.0,0.0
2018-04-08 23:00:00,0.00053440,0.00053800,0.00053310,0.00053490,31199.96000000,379,0.0,0.0
2018-04-09 00:00:00,0.00053480,0.00053790,0.00053300,0.00053510,16817.33000000,355,0.0,0.0
2018-04-09 01:00:00,0.00053510,0.00053900,0.00053280,0.00053630,26067.94000000,361,0.0,0.0
2018-04-09 02:00:00,0.00053700,0.00053980,0.00053630,0.00053850,20668.97000000,437,0.0,0.0
2018-04-09 03:00:00,0.00053830,0.00053830,0.00053150,0.00053350,14863.67000000,449,0.0,0.0
2018-04-09 04:00:00,0.00053400,0.00053800,0.00053350,0.00053700,31572.99000000,390,0.0,0.0
2018-04-09 05:00:00,0.00053640,0.00054140,0.00053460,0.00053950,21867.90000000,399,37.0,0.0
2018-04-09 06:00:00,0.00053940,0.00054140,0.00053800,0.00053910,29586.03000000,439,0.0,0.0
2018-04-09 07:00:00,0.00054010,0.00054120,0.00053770,0.00053940,37098.32000000,398,0.0,0.0
2018-04-09 08:00:00,0.00053940,0.00054270,0.00053900,0.00054160,28706.36000000,475,0.0,0.0
2018-04-09 09:00:00,0.00054150,0.00054390,0.00053770,0.00053940,30228.08000000,518,0.0,0.0
2018-04-09 10:00:00,0.00053910,0.00054240,0.00053050,0.00053070,34339.10000000,875,0.0,0.0
2018-04-09 11:00:00,0.00053070,0.00053270,0.00052500,0.00053020,42074.87000000,715,24.0,0.0
2018-04-09 12:00:00,0.00053070,0.00053220,0.00052760,0.00053120,43785.97000000,379,0.0,0.0
2018-04-09 13:00:00,0.00053120,0.00053390,0.00052920,0.00052930,29572.90000000,338,41.0,0.0
2018-04-09 14:00:00,0.00052930,0.00053150,0.00052810,0.00053020,52141.37000000,389,40.0,0.0
2018-04-09 15:00:00,0.00053030,0.00053150,0.00053000,0.00053010,24517.35000000,291,0.0,0.0
2018-04-09 16:00:00,0.00053010,0.00053080,0.00052900,0.00052910,15222.57000000,289,0.0,0.0
2018-04-09 17:00:00,0.00052900,0.00053100,0.00052810,0.00053080,12159.88000000,234,0.0,0.0
2018-04-09 18:00:00,0.00053080,0.00053090,0.00052760,0.00052990,22432.87000000,305,0.0,0.0
2018-04-09 19:00:00,0.00052930,0.00052990,0.00052780,0.00052790,28167.58000000,303,0.0,0.0
2018-04-09 20:00:00,0.00052790,0.00052900,0.00052610,0.00052710,18484.10000000,414,0.0,0.0
2018-04-09 21:00:00,0.00052740,0.00052870,0.00052430,0.00052770,28394.26000000,450,0.0,0.0
2018-04-09 22:00:00,0.00052770,0.00052910,0.00052330,0.00052660,37491.84000000,432,0.0,0.0
2018-04-09 23:00:00,0.00052630,0.00052910,0.00052400,0.00052810,42586.65000000,421,0.0,0.0
2018-04-10 00:00:00,0.00052870,0.00052880,0.00052610,0.00052830,18798.98000000,265,0.0,0.0
2018-04-10 01:00:00,0.00052840,0.00052880,0.00052570,0.00052690,25549.83000000,288,0.0,0.0
2018-04-10 02:00:00,0.00052660,0.00052740,0.00052510,0.00052580,50285.35000000,347,37.0,0.0
2018-04-10 03:00:00,0.00052580,0.00052850,0.00052000,0.00052680,67015.22000000,580,0.0,0.0
2018-04-10 04:00:00,0.00052690,0.00052890,0.00052340,0.00052880,21387.22000000,444,0.0,0.0
2018-04-10 05:00:00,0.00052890,0.00052910,0.00052410,0.00052760,22171.97000000,349,0.0,0.0
2018-04-10 06:00:00,0.00052760,0.00052910,0.00052550,0.00052830,22851.84000000,361,0.0,0.0
2018-04-10 07:00:00,0.00052830,0.00052890,0.00052450,0.00052710,30596.60000000,342,30.0,0.0
2018-04-10 08:00:00,0.00052750,0.00052870,0.00052520,0.00052620,30816.17000000,224,0.0,0.0
2018-04-10 09:00:00,0.00052620,0.00053010,0.00052610,0.00052800,31339.48000000,384,0.0,0.0
2018-04-10 10:00:00,0.00052800,0.00053000,0.00052620,0.00052790,23457.29000000,429,0.0,0.0
2018-04-10 11:00:00,0.00052790,0.00052930,0.00052620,0.00052710,36926.14000000,318,24.0,0.0
2018-04-10 12:00:00,0.00052740,0.00053090,0.00052710,0.00052950,54449.31000000,299,22.0,0.0
2018-04-10 13:00:00,0.00052950,0.00053150,0.00052920,0.00053120,27795.30000000,454,0.0,0.0
2018-04-10 14:00:00,0.00053090,0.00053850,0.00053080,0.00053710,36891.24000000,826,0.0,0.0
2018-04-10 15:00:00,0.00053710,0.00053860,0.00053400,0.00053580,41719.34000000,488,0.0,0.0
2018-04-10 16:00:00,0.00053590,0.00053980,0.00053580,0.00053980,47494.48000000,519,20.0,0.0
2018-04-10 17:00:00,0.00053980,0.00053980,0.00053680,0.00053910,42815.19000000,477,0.0,0.0
2018-04-10 18:00:00,0.00053920,0.00054980,0.00053900,0.00054690,67503.41000000,1049,0.0,0.0
2018-04-10 19:00:00,0.00054600,0.00054970,0.00054200,0.00054830,37990.14000000,625,0.0,0.0
2018-04-10 20:00:00,0.00054830,0.00055440,0.00054560,0.00055360,48538.98000000,771,0.0,0.0
2018-04-10 21:00:00,0.00055360,0.00056090,0.00054680,0.00054850,76784.90000000,1716,0.0,0.0
2018-04-10 22:00:00,0.00054810,0.00055240,0.00054010,0.00054590,47724.43000000,982,0.0,0.0
2018-04-10 23:00:00,0.00054410,0.00054900,0.00054360,0.00054770,49563.91000000,464,0.0,0.0
2018-04-11 00:00:00,0.00054710,0.00056250,0.00054680,0.00054920,61689.67000000,1236,36.0,0.0
2018-04-11 01:00:00,0.00054780,0.00055490,0.00054390,0.00055260,34953.76000000,748,0.0,0.0
2018-04-11 02:00:00,0.00055250,0.00055800,0.00055120,0.00055620,49763.37000000,612,0.0,0.0
2018-04-11 03:00:00,0.00055640,0.00056190,0.00055570,0.00056060,65682.21000000,711,38.0,0.0
2018-04-11 04:00:00,0.00056070,0.00056550,0.00056070,0.00056330,51424.87000000,730,0.0,0.0
2018-04-11 05:00:00,0.00056260,0.00056440,0.00055840,0.00055890,26240.30000000,572,36.0,0.0
2018-04-11 06:00:00,0.00055890,0.00056250,0.00055690,0.00056060,57830.69000000,541,0.0,0.0
2018-04-11 07:00:00,0.00056060,0.00056240,0.00055400,0.00055860,47121.79000000,692,0.0,0.0
2018-04-11 08:00:00,0.00055860,0.00056470,0.00055820,0.00056360,52410.18000000,630,0.0,0.0
2018-04-11 09:00:00,0.00056460,0.00056460,0.00055500,0.00056090,48380.85000000,644,18.0,0.0
2018-04-11 10:00:00,0.00056100,0.00056700,0.00056060,0.00056370,29663.05000000,646,17.0,0.0
2018-04-11 11:00:00,0.00056370,0.00057980,0.00056140,0.00056820,91095.69000000,1345,0.0,0.0
2018-04-11 12:00:00,0.00056890,0.00059850,0.00056890,0.00058610,220693.10000000,3834,35.0,0.1722222222222222
2018-04-11 13:00:00,0.00058610,0.00058980,0.00056860,0.00057240,125938.53000000,2018,19.0,0.0
2018-04-11 14:00:00,0.00057400,0.00057490,0.00056500,0.00057200,80680.13000000,1340,0.0,0.0
