date,open,high,low,close,volume,number of trades,0x ZRX,sentiment
2018-04-02 11:00:00,0.00007519,0.00007617,0.00007460,0.00007571,58520.00000000,259,0.0,0.0
2018-04-02 12:00:00,0.00007600,0.00007619,0.00007400,0.00007463,74523.00000000,346,6.0,0.0
2018-04-02 13:00:00,0.00007463,0.00007554,0.00007463,0.00007553,40751.00000000,173,12.0,0.0
2018-04-02 14:00:00,0.00007539,0.00007545,0.00007344,0.00007399,210019.00000000,443,6.0,0.0
2018-04-02 15:00:00,0.00007392,0.00007421,0.00007344,0.00007405,66208.00000000,265,11.0,0.08522727272727272
2018-04-02 16:00:00,0.00007413,0.00007791,0.00007370,0.00007726,574417.00000000,1734,11.0,0.0
2018-04-02 17:00:00,0.00007719,0.00007745,0.00007579,0.00007634,120649.00000000,296,6.0,0.16666666666666666
2018-04-02 18:00:00,0.00007634,0.00007657,0.00007570,0.00007644,37597.00000000,187,6.0,0.0
2018-04-02 19:00:00,0.00007640,0.00007841,0.00007615,0.00007689,212740.00000000,536,6.0,0.0
2018-04-02 20:00:00,0.00007686,0.00007700,0.00007551,0.00007570,108690.00000000,304,0.0,0.0
2018-04-02 21:00:00,0.00007571,0.00007626,0.00007544,0.00007593,21921.00000000,156,0.0,0.0
2018-04-02 22:00:00,0.00007608,0.00007632,0.00007540,0.00007568,77331.00000000,180,9.0,0.0
2018-04-02 23:00:00,0.00007576,0.00007576,0.00007482,0.00007493,52091.00000000,256,0.0,0.0
2018-04-03 00:00:00,0.00007495,0.00007535,0.00007465,0.00007486,54019.00000000,222,0.0,0.0
2018-04-03 01:00:00,0.00007485,0.00007487,0.00007299,0.00007385,249602.00000000,697,9.0,0.0
2018-04-03 02:00:00,0.00007361,0.00007429,0.00007305,0.00007398,75129.00000000,337,10.0,0.0
2018-04-03 03:00:00,0.00007398,0.00007515,0.00007351,0.00007488,83902.00000000,306,10.0,0.0
2018-04-03 04:00:00,0.00007514,0.00007584,0.00007444,0.00007472,87359.00000000,408,10.0,0.0
2018-04-03 05:00:00,0.00007482,0.00007525,0.00007365,0.00007448,106994.00000000,354,20.0,0.0
2018-04-03 06:00:00,0.00007448,0.00007560,0.00007415,0.00007487,97180.00000000,291,0.0,0.0
2018-04-03 07:00:00,0.00007535,0.00007640,0.00007408,0.00007522,274096.00000000,529,0.0,0.0
2018-04-03 08:00:00,0.00007516,0.00007640,0.00007427,0.00007558,170951.00000000,496,0.0,0.0
2018-04-03 09:00:00,0.00007525,0.00007991,0.00007464,0.00007982,488009.00000000,1367,0.0,0.0
2018-04-03 10:00:00,0.00007960,0.00008084,0.00007752,0.00007783,704702.00000000,2000,14.0,0.0
2018-04-03 11:00:00,0.00007808,0.00008150,0.00007730,0.00008137,470240.00000000,1069,6.0,0.0
2018-04-03 12:00:00,0.00008137,0.00008215,0.00007990,0.00008078,575787.00000000,1301,23.0,0.0
2018-04-03 13:00:00,0.00008081,0.00008140,0.00007881,0.00008033,403310.00000000,1042,5.0,0.03244949494949494
2018-04-03 14:00:00,0.00008034,0.00008037,0.00007894,0.00007912,185406.00000000,516,0.0,0.0
2018-04-03 15:00:00,0.00007914,0.00008011,0.00007887,0.00008008,256164.00000000,569,5.0,0.0
2018-04-03 16:00:00,0.00008009,0.00008190,0.00008008,0.00008144,418464.00000000,829,22.0,0.125
2018-04-03 17:00:00,0.00008144,0.00008497,0.00008114,0.00008287,944936.00000000,2294,6.0,0.0
2018-04-03 18:00:00,0.00008279,0.00008530,0.00008240,0.00008300,596636.00000000,1933,6.0,-0.075
2018-04-03 19:00:00,0.00008300,0.00008375,0.00008194,0.00008291,373176.00000000,1089,6.0,0.0
2018-04-03 20:00:00,0.00008280,0.00008310,0.00008036,0.00008085,234961.00000000,872,0.0,0.0
2018-04-03 21:00:00,0.00008087,0.00008264,0.00008040,0.00008175,162101.00000000,599,15.0,0.0
2018-04-03 22:00:00,0.00008174,0.00008184,0.00008032,0.00008069,151506.00000000,520,0.0,0.0
2018-04-03 23:00:00,0.00008068,0.00008099,0.00007965,0.00008008,179157.00000000,687,10.0,0.0
2018-04-04 00:00:00,0.00008008,0.00008008,0.00007861,0.00007898,135368.00000000,645,9.0,0.0
2018-04-04 01:00:00,0.00007898,0.00007969,0.00007854,0.00007963,115480.00000000,503,0.0,0.0
2018-04-04 02:00:00,0.00007963,0.00007963,0.00007777,0.00007847,136701.00000000,529,0.0,0.0
2018-04-04 03:00:00,0.00007831,0.00007912,0.00007777,0.00007900,76271.00000000,248,0.0,0.0875
2018-04-04 04:00:00,0.00007900,0.00007912,0.00007768,0.00007777,91088.00000000,256,0.0,0.0
2018-04-04 05:00:00,0.00007777,0.00007882,0.00007700,0.00007822,141856.00000000,466,0.0,0.0
2018-04-04 06:00:00,0.00007825,0.00007967,0.00007825,0.00007905,78496.00000000,294,0.0,0.0
2018-04-04 07:00:00,0.00007905,0.00007978,0.00007888,0.00007928,64702.00000000,257,16.0,0.0
2018-04-04 08:00:00,0.00007928,0.00007960,0.00007750,0.00007820,170433.00000000,445,15.0,0.0
2018-04-04 09:00:00,0.00007820,0.00007880,0.00007524,0.00007558,289491.00000000,1004,0.0,0.0
2018-04-04 10:00:00,0.00007565,0.00007610,0.00007450,0.00007529,184682.00000000,556,7.0,0.0
2018-04-04 11:00:00,0.00007563,0.00007598,0.00007510,0.00007510,77762.00000000,304,6.0,0.0
2018-04-04 12:00:00,0.00007563,0.00007563,0.00007400,0.00007509,192590.00000000,576,0.0,0.0
2018-04-04 13:00:00,0.00007522,0.00007726,0.00007522,0.00007694,137529.00000000,646,0.0,0.0
2018-04-04 14:00:00,0.00007685,0.00007728,0.00007452,0.00007491,141174.00000000,443,5.0,0.0
2018-04-04 15:00:00,0.00007491,0.00007563,0.00007420,0.00007481,97402.00000000,346,0.0,0.0
2018-04-04 16:00:00,0.00007504,0.00007629,0.00007422,0.00007591,203020.00000000,417,5.0,0.0
2018-04-04 17:00:00,0.00007613,0.00007726,0.00007590,0.00007683,76239.00000000,329,0.0,0.0
2018-04-04 18:00:00,0.00007683,0.00007799,0.00007647,0.00007747,120249.00000000,405,11.0,-0.0825
2018-04-04 19:00:00,0.00007740,0.00007741,0.00007623,0.00007673,137472.00000000,302,0.0,0.0
2018-04-04 20:00:00,0.00007671,0.00007751,0.00007657,0.00007720,51659.00000000,186,19.0,0.3333333333333333
2018-04-04 21:00:00,0.00007721,0.00007773,0.00007655,0.00007685,48922.00000000,145,0.0,0.0
2018-04-04 22:00:00,0.00007684,0.00007750,0.00007656,0.00007670,41841.00000000,138,9.0,0.0
2018-04-04 23:00:00,0.00007670,0.00007680,0.00007585,0.00007630,64630.00000000,191,0.0,0.0
2018-04-05 00:00:00,0.00007629,0.00007636,0.00007572,0.00007628,31326.00000000,135,10.0,0.0
2018-04-05 01:00:00,0.00007628,0.00007674,0.00007510,0.00007581,110646.00000000,426,0.0,0.0
2018-04-05 02:00:00,0.00007569,0.00007596,0.00007542,0.00007590,18134.00000000,107,10.0,0.0
2018-04-05 03:00:00,0.00007584,0.00007730,0.00007556,0.00007666,84813.00000000,216,0.0,0.0
2018-04-05 04:00:00,0.00007666,0.00007730,0.00007570,0.00007633,70401.00000000,262,10.0,0.0
2018-04-05 05:00:00,0.00007633,0.00007689,0.00007580,0.00007636,73123.00000000,188,10.0,0.0
2018-04-05 06:00:00,0.00007630,0.00007700,0.00007500,0.00007614,111818.00000000,284,9.0,0.0
2018-04-05 07:00:00,0.00007597,0.00007639,0.00007482,0.00007580,73611.00000000,281,8.0,0.0
2018-04-05 08:00:00,0.00007605,0.00007700,0.00007530,0.00007666,70261.00000000,248,16.0,0.0
2018-04-05 09:00:00,0.00007673,0.00007738,0.00007648,0.00007701,42302.00000000,167,7.0,0.0
2018-04-05 10:00:00,0.00007730,0.00007755,0.00007570,0.00007597,136990.00000000,306,7.0,0.0
2018-04-05 11:00:00,0.00007597,0.00007715,0.00007596,0.00007704,105415.00000000,249,13.0,0.0
2018-04-05 12:00:00,0.00007697,0.00007738,0.00007646,0.00007719,59452.00000000,218,6.0,0.0
2018-04-05 13:00:00,0.00007717,0.00007717,0.00007591,0.00007629,85493.00000000,226,6.0,0.0
2018-04-05 14:00:00,0.00007604,0.00007700,0.00007563,0.00007640,79885.00000000,271,0.0,0.0
2018-04-05 15:00:00,0.00007640,0.00007752,0.00007626,0.00007738,105278.00000000,271,5.0,0.34848484848484845
2018-04-05 16:00:00,0.00007709,0.00007776,0.00007640,0.00007758,119798.00000000,363,11.0,0.25
2018-04-05 17:00:00,0.00007758,0.00008253,0.00007709,0.00008187,649874.00000000,2359,6.0,0.0
2018-04-05 18:00:00,0.00008187,0.00008599,0.00008161,0.00008340,2336373.00000000,5722,18.0,0.0
2018-04-05 19:00:00,0.00008340,0.00009940,0.00008235,0.00009940,6965797.00000000,14969,56.0,0.8
2018-04-05 20:00:00,0.00009932,0.00010630,0.00008406,0.00008407,15872103.00000000,26534,100.0,0.25
2018-04-05 21:00:00,0.00008450,0.00008610,0.00007801,0.00007966,5363108.00000000,10180,16.0,0.0
2018-04-05 22:00:00,0.00007980,0.00008016,0.00007818,0.00007926,998559.00000000,2189,9.0,0.2946969696969697
2018-04-05 23:00:00,0.00007926,0.00008058,0.00007820,0.00008016,594513.00000000,1184,29.0,0.0
2018-04-06 00:00:00,0.00008010,0.00008124,0.00007955,0.00008002,515625.00000000,1168,29.0,0.0
2018-04-06 01:00:00,0.00008014,0.00008131,0.00007865,0.00007895,327139.00000000,1012,10.0,0.0
2018-04-06 02:00:00,0.00007894,0.00007951,0.00007800,0.00007916,227359.00000000,898,10.0,0.0
2018-04-06 03:00:00,0.00007929,0.00008140,0.00007901,0.00008076,274785.00000000,1081,0.0,0.0
2018-04-06 04:00:00,0.00008080,0.00008119,0.00007865,0.00007877,294379.00000000,665,11.0,0.0
2018-04-06 05:00:00,0.00007899,0.00008000,0.00007839,0.00007860,184193.00000000,446,20.0,0.0
2018-04-06 06:00:00,0.00007861,0.00007873,0.00007750,0.00007781,291320.00000000,908,9.0,0.0
2018-04-06 07:00:00,0.00007781,0.00007814,0.00007726,0.00007764,138860.00000000,377,0.0,0.0
2018-04-06 08:00:00,0.00007765,0.00007821,0.00007688,0.00007691,166336.00000000,529,8.0,0.0
2018-04-06 09:00:00,0.00007719,0.00007770,0.00007664,0.00007708,113327.00000000,453,8.0,0.0
2018-04-06 10:00:00,0.00007707,0.00007860,0.00007681,0.00007834,123546.00000000,508,0.0,0.0
2018-04-06 11:00:00,0.00007833,0.00007860,0.00007763,0.00007775,159946.00000000,465,0.0,0.0
2018-04-06 12:00:00,0.00007775,0.00007893,0.00007723,0.00007875,128278.00000000,356,0.0,0.0
2018-04-06 13:00:00,0.00007875,0.00007927,0.00007767,0.00007770,155498.00000000,445,12.0,0.0
2018-04-06 14:00:00,0.00007770,0.00007824,0.00007609,0.00007753,358873.00000000,861,23.0,0.0
2018-04-06 15:00:00,0.00007754,0.00007858,0.00007717,0.00007845,133659.00000000,529,6.0,0.0
2018-04-06 16:00:00,0.00007856,0.00007858,0.00007758,0.00007787,201004.00000000,448,6.0,0.0
2018-04-06 17:00:00,0.00007781,0.00007834,0.00007750,0.00007802,60218.00000000,294,0.0,0.0
2018-04-06 18:00:00,0.00007803,0.00007903,0.00007801,0.00007900,110467.00000000,368,0.0,0.0
2018-04-06 19:00:00,0.00007893,0.00007920,0.00007800,0.00007826,102943.00000000,305,0.0,0.0
2018-04-06 20:00:00,0.00007809,0.00007924,0.00007792,0.00007900,116815.00000000,389,0.0,0.0
2018-04-06 21:00:00,0.00007900,0.00007900,0.00007795,0.00007852,134620.00000000,329,0.0,0.0
2018-04-06 22:00:00,0.00007860,0.00007899,0.00007830,0.00007886,43953.00000000,176,0.0,0.0
2018-04-06 23:00:00,0.00007857,0.00007881,0.00007777,0.00007840,48520.00000000,211,0.0,0.0
2018-04-07 00:00:00,0.00007840,0.00007861,0.00007772,0.00007780,43912.00000000,189,0.0,0.0
2018-04-07 01:00:00,0.00007782,0.00007817,0.00007748,0.00007749,94683.00000000,274,21.0,0.0
2018-04-07 02:00:00,0.00007747,0.00007794,0.00007711,0.00007711,76403.00000000,224,0.0,0.0
2018-04-07 03:00:00,0.00007711,0.00007757,0.00007650,0.00007693,79439.00000000,323,11.0,0.0
2018-04-07 04:00:00,0.00007692,0.00007723,0.00007650,0.00007700,59935.00000000,255,34.0,0.0
2018-04-07 05:00:00,0.00007700,0.00007797,0.00007671,0.00007707,66197.00000000,197,11.0,0.0
2018-04-07 06:00:00,0.00007721,0.00007742,0.00007606,0.00007653,94768.00000000,382,0.0,0.0
2018-04-07 07:00:00,0.00007653,0.00007674,0.00007611,0.00007640,101872.00000000,311,0.0,0.0
2018-04-07 08:00:00,0.00007648,0.00007705,0.00007632,0.00007659,90293.00000000,230,9.0,0.0
2018-04-07 09:00:00,0.00007693,0.00007703,0.00007647,0.00007654,35992.00000000,148,0.0,0.0
2018-04-07 10:00:00,0.00007659,0.00007711,0.00007623,0.00007663,60586.00000000,253,9.0,0.0
2018-04-07 11:00:00,0.00007656,0.00007703,0.00007655,0.00007664,36660.00000000,161,0.0,0.0
2018-04-07 12:00:00,0.00007666,0.00007712,0.00007650,0.00007692,51144.00000000,224,0.0,0.0
2018-04-07 13:00:00,0.00007692,0.00007697,0.00007625,0.00007646,81361.00000000,263,0.0,0.0
2018-04-07 14:00:00,0.00007646,0.00007712,0.00007628,0.00007711,88232.00000000,212,0.0,0.0
2018-04-07 15:00:00,0.00007712,0.00007715,0.00007600,0.00007627,94791.00000000,353,0.0,0.0
2018-04-07 16:00:00,0.00007610,0.00007726,0.00007580,0.00007694,238904.00000000,533,6.0,0.0
2018-04-07 17:00:00,0.00007704,0.00007790,0.00007680,0.00007742,113146.00000000,434,13.0,0.0
2018-04-07 18:00:00,0.00007742,0.00007950,0.00007742,0.00007874,276369.00000000,964,7.0,0.0
2018-04-07 19:00:00,0.00007890,0.00007925,0.00007760,0.00007814,189621.00000000,531,7.0,0.0
2018-04-07 20:00:00,0.00007813,0.00007851,0.00007760,0.00007794,70941.00000000,316,0.0,0.0
2018-04-07 21:00:00,0.00007808,0.00007889,0.00007787,0.00007827,59199.00000000,317,0.0,0.0
2018-04-07 22:00:00,0.00007808,0.00007896,0.00007775,0.00007858,70352.00000000,272,0.0,0.0
2018-04-07 23:00:00,0.00007859,0.00007890,0.00007735,0.00007766,73833.00000000,311,0.0,0.0
2018-04-08 00:00:00,0.00007750,0.00007828,0.00007680,0.00007803,99665.00000000,328,0.0,0.0
2018-04-08 00:00:00,0.00007750,0.00007828,0.00007680,0.00007803,99665.00000000,328,0.0,0.0
2018-04-08 01:00:00,0.00007804,0.00007824,0.00007767,0.00007817,47920.00000000,154,0.0,0.0
2018-04-08 02:00:00,0.00007802,0.00007829,0.00007800,0.00007819,63933.00000000,178,0.0,0.0
2018-04-08 03:00:00,0.00007800,0.00007865,0.00007799,0.00007853,86521.00000000,194,0.0,0.0
2018-04-08 04:00:00,0.00007856,0.00007895,0.00007851,0.00007895,33797.00000000,140,44.0,0.0
2018-04-08 05:00:00,0.00007874,0.00007920,0.00007851,0.00007892,60739.00000000,193,0.0,0.0
2018-04-08 06:00:00,0.00007868,0.00007915,0.00007801,0.00007899,40770.00000000,193,0.0,0.0
2018-04-08 07:00:00,0.00007876,0.00007910,0.00007819,0.00007849,54772.00000000,196,0.0,0.0
2018-04-08 08:00:00,0.00007849,0.00008079,0.00007849,0.00008079,301350.00000000,1106,0.0,0.0
2018-04-08 09:00:00,0.00008080,0.00008160,0.00007951,0.00007996,384865.00000000,1541,0.0,0.0
2018-04-08 10:00:00,0.00008021,0.00008047,0.00007938,0.00007966,145397.00000000,518,34.0,0.0
2018-04-08 11:00:00,0.00007991,0.00008059,0.00007936,0.00008001,294748.00000000,793,31.0,0.0
2018-04-08 12:00:00,0.00008007,0.00008047,0.00007936,0.00008032,154573.00000000,607,0.0,0.0
2018-04-08 13:00:00,0.00008035,0.00008035,0.00007930,0.00007966,78840.00000000,261,0.0,0.0
2018-04-08 14:00:00,0.00007967,0.00008078,0.00007942,0.00008039,67927.00000000,338,0.0,0.0
2018-04-08 15:00:00,0.00008041,0.00008160,0.00008040,0.00008123,159263.00000000,567,0.0,0.0
2018-04-08 16:00:00,0.00008140,0.00008464,0.00008130,0.00008370,1269002.00000000,3121,0.0,0.0
2018-04-08 17:00:00,0.00008385,0.00008410,0.00008180,0.00008181,486125.00000000,1117,48.0,0.0
2018-04-08 18:00:00,0.00008181,0.00008299,0.00008075,0.00008201,212855.00000000,898,50.0,0.0
2018-04-08 19:00:00,0.00008200,0.00008340,0.00008137,0.00008216,267058.00000000,780,26.0,0.0
2018-04-08 20:00:00,0.00008217,0.00008251,0.00008145,0.00008214,92151.00000000,314,0.0,0.0
2018-04-08 21:00:00,0.00008212,0.00008225,0.00008100,0.00008119,94483.00000000,371,0.0,0.0
2018-04-08 22:00:00,0.00008119,0.00008201,0.00008085,0.00008100,119220.00000000,372,37.0,0.0
2018-04-08 23:00:00,0.00008118,0.00008188,0.00008100,0.00008127,47376.00000000,194,39.0,0.0
2018-04-09 00:00:00,0.00008123,0.00008230,0.00008080,0.00008211,101797.00000000,289,0.0,0.0
2018-04-09 01:00:00,0.00008211,0.00008226,0.00008147,0.00008152,37155.00000000,201,38.0,0.0
2018-04-09 02:00:00,0.00008152,0.00008325,0.00008147,0.00008297,242995.00000000,589,39.0,0.0
2018-04-09 03:00:00,0.00008297,0.00008339,0.00008225,0.00008313,160390.00000000,493,40.0,0.0
2018-04-09 04:00:00,0.00008284,0.00008320,0.00008195,0.00008263,86234.00000000,308,0.0,0.0
2018-04-09 05:00:00,0.00008268,0.00008329,0.00008261,0.00008289,73118.00000000,253,0.0,0.0
2018-04-09 06:00:00,0.00008291,0.00008390,0.00008289,0.00008340,143444.00000000,398,0.0,0.0
2018-04-09 07:00:00,0.00008340,0.00008357,0.00008298,0.00008308,69661.00000000,247,31.0,0.0
2018-04-09 08:00:00,0.00008312,0.00008347,0.00008295,0.00008300,69927.00000000,261,0.0,0.0
2018-04-09 09:00:00,0.00008296,0.00008334,0.00008118,0.00008185,144404.00000000,766,0.0,0.0
2018-04-09 10:00:00,0.00008181,0.00008209,0.00007956,0.00008017,293120.00000000,991,82.0,0.0
2018-04-09 11:00:00,0.00008015,0.00008070,0.00007953,0.00007972,83315.00000000,356,50.0,0.0
2018-04-09 12:00:00,0.00007974,0.00008033,0.00007850,0.00007899,162864.00000000,622,68.0,0.0
2018-04-09 13:00:00,0.00007898,0.00007983,0.00007844,0.00007924,86765.00000000,295,0.0,0.0
2018-04-09 14:00:00,0.00007920,0.00007961,0.00007847,0.00007872,77215.00000000,256,0.0,0.0
2018-04-09 15:00:00,0.00007894,0.00008110,0.00007831,0.00008102,148534.00000000,362,0.0,0.0
2018-04-09 16:00:00,0.00008101,0.00008102,0.00008002,0.00008005,106294.00000000,351,21.0,0.0
2018-04-09 17:00:00,0.00008010,0.00008150,0.00008005,0.00008070,62213.00000000,229,21.0,0.0
2018-04-09 18:00:00,0.00008082,0.00008098,0.00008032,0.00008085,48960.00000000,162,22.0,0.0
2018-04-09 19:00:00,0.00008084,0.00008100,0.00008026,0.00008026,85291.00000000,181,0.0,0.0
2018-04-09 20:00:00,0.00008043,0.00008070,0.00007954,0.00008043,89978.00000000,258,26.0,0.0
2018-04-09 21:00:00,0.00008043,0.00008126,0.00007999,0.00008023,60168.00000000,225,0.0,0.0
2018-04-09 22:00:00,0.00008019,0.00008019,0.00007948,0.00007971,26791.00000000,148,0.0,0.0
2018-04-09 23:00:00,0.00007949,0.00008028,0.00007908,0.00007916,81348.00000000,231,0.0,0.0
2018-04-10 00:00:00,0.00007916,0.00008175,0.00007911,0.00008003,120451.00000000,387,37.0,0.0
2018-04-10 01:00:00,0.00007985,0.00008049,0.00007985,0.00008010,32417.00000000,135,36.0,0.0
2018-04-10 02:00:00,0.00008028,0.00008084,0.00008028,0.00008075,26651.00000000,111,0.0,0.0
2018-04-10 03:00:00,0.00008075,0.00008197,0.00008029,0.00008092,66241.00000000,272,0.0,0.0
2018-04-10 04:00:00,0.00008074,0.00008099,0.00007986,0.00008035,85202.00000000,218,40.0,0.0
2018-04-10 05:00:00,0.00008041,0.00008093,0.00007963,0.00007984,74475.00000000,227,0.0,0.0
2018-04-10 06:00:00,0.00008007,0.00008030,0.00007950,0.00007975,60825.00000000,170,0.0,0.0
2018-04-10 07:00:00,0.00007994,0.00008005,0.00007955,0.00007982,21342.00000000,115,62.0,0.0
2018-04-10 08:00:00,0.00007983,0.00008004,0.00007950,0.00007965,42060.00000000,148,0.0,0.0
2018-04-10 09:00:00,0.00007965,0.00008020,0.00007951,0.00007993,96772.00000000,151,0.0,0.0
2018-04-10 10:00:00,0.00007994,0.00008040,0.00007994,0.00008024,34336.00000000,149,0.0,0.0
2018-04-10 11:00:00,0.00008025,0.00008026,0.00007990,0.00008016,34726.00000000,121,0.0,0.0
2018-04-10 12:00:00,0.00008002,0.00008057,0.00007992,0.00008012,40690.00000000,163,23.0,0.0
2018-04-10 13:00:00,0.00008012,0.00008095,0.00008008,0.00008072,57166.00000000,200,21.0,0.0
2018-04-10 14:00:00,0.00008075,0.00008122,0.00008043,0.00008093,87870.00000000,272,0.0,0.0
2018-04-10 15:00:00,0.00008083,0.00008200,0.00008082,0.00008192,116038.00000000,357,0.0,0.0
2018-04-10 16:00:00,0.00008191,0.00008196,0.00008136,0.00008186,55731.00000000,252,42.0,0.0
2018-04-10 17:00:00,0.00008185,0.00008289,0.00008145,0.00008260,129711.00000000,392,0.0,0.0
2018-04-10 18:00:00,0.00008268,0.00008375,0.00008258,0.00008311,213686.00000000,484,0.0,0.0
2018-04-10 19:00:00,0.00008311,0.00008326,0.00008130,0.00008254,155061.00000000,542,0.0,0.0
2018-04-10 20:00:00,0.00008231,0.00008232,0.00008130,0.00008137,71332.00000000,246,0.0,0.0
2018-04-10 21:00:00,0.00008136,0.00008200,0.00008000,0.00008155,158593.00000000,375,0.0,0.0
2018-04-10 22:00:00,0.00008155,0.00008280,0.00008123,0.00008174,101881.00000000,308,35.0,0.0
2018-04-10 23:00:00,0.00008174,0.00008259,0.00008159,0.00008188,39835.00000000,176,0.0,0.0
2018-04-11 00:00:00,0.00008187,0.00008279,0.00008122,0.00008159,77809.00000000,275,0.0,0.0
2018-04-11 01:00:00,0.00008159,0.00008234,0.00008130,0.00008204,81441.00000000,260,36.0,0.0
2018-04-11 02:00:00,0.00008217,0.00008290,0.00008170,0.00008239,67459.00000000,242,0.0,0.0
2018-04-11 03:00:00,0.00008239,0.00008257,0.00008208,0.00008216,38727.00000000,147,0.0,0.0
2018-04-11 04:00:00,0.00008216,0.00008583,0.00008216,0.00008538,671024.00000000,1826,0.0,0.0
2018-04-11 05:00:00,0.00008556,0.00008583,0.00008288,0.00008354,229928.00000000,816,0.0,0.0
2018-04-11 06:00:00,0.00008369,0.00008548,0.00008326,0.00008404,171889.00000000,629,66.0,0.0
2018-04-11 07:00:00,0.00008410,0.00008558,0.00008371,0.00008529,120044.00000000,315,0.0,0.0
2018-04-11 08:00:00,0.00008548,0.00008549,0.00008401,0.00008415,108922.00000000,310,0.0,0.0
2018-04-11 09:00:00,0.00008415,0.00008495,0.00008305,0.00008432,192376.00000000,531,0.0,0.0
2018-04-11 10:00:00,0.00008468,0.00008600,0.00008313,0.00008388,266999.00000000,798,0.0,0.0
2018-04-11 11:00:00,0.00008388,0.00008985,0.00008351,0.00008700,1477615.00000000,3304,0.0,0.0
2018-04-11 12:00:00,0.00008699,0.00009000,0.00008699,0.00008858,726141.00000000,1913,54.0,0.0
2018-04-11 13:00:00,0.00008850,0.00008855,0.00008684,0.00008845,346621.00000000,782,38.0,0.0
2018-04-11 14:00:00,0.00008845,0.00009280,0.00008800,0.00008800,1100116.00000000,2584,38.0,0.0
