date,open,high,low,close,volume,number of trades,Monero XMR,sentiment
2018-04-01 18:00:00,0.02560400,0.02566500,0.02540100,0.02562100,1586.09400000,578,13.0,0.0
2018-04-01 19:00:00,0.02563000,0.02580400,0.02545700,0.02573400,1367.68600000,705,13.0,0.0
2018-04-01 20:00:00,0.02575600,0.02579800,0.02551000,0.02557100,849.33300000,448,11.0,0.0
2018-04-01 21:00:00,0.02550800,0.02553600,0.02542100,0.02546900,1067.43900000,341,7.0,0.0
2018-04-01 22:00:00,0.02546900,0.02583100,0.02546500,0.02575100,1035.45200000,518,17.0,0.19375
2018-04-01 23:00:00,0.02575000,0.02577100,0.02554500,0.02559700,712.13100000,467,16.0,0.0
2018-04-02 00:00:00,0.02558900,0.02573800,0.02532300,0.02532900,1184.26400000,449,16.0,0.2689393939393939
2018-04-02 01:00:00,0.02537300,0.02547300,0.02529900,0.02546000,1777.06000000,442,10.0,0.0
2018-04-02 02:00:00,0.02547200,0.02547300,0.02530300,0.02535000,1091.70900000,370,10.0,0.0
2018-04-02 03:00:00,0.02532700,0.02549200,0.02530500,0.02537100,803.83500000,363,13.0,0.0
2018-04-02 04:00:00,0.02534800,0.02553500,0.02534800,0.02549800,421.23200000,390,8.0,0.0
2018-04-02 05:00:00,0.02546400,0.02561900,0.02530200,0.02550400,865.34200000,487,12.0,0.0
2018-04-02 06:00:00,0.02545800,0.02554800,0.02520000,0.02539900,578.96900000,408,11.0,0.0
2018-04-02 07:00:00,0.02540000,0.02619500,0.02507500,0.02510200,2332.01000000,1223,11.0,0.0
2018-04-02 08:00:00,0.02512700,0.02532400,0.02500100,0.02521500,1256.21300000,655,13.0,0.0
2018-04-02 09:00:00,0.02521500,0.02528900,0.02509500,0.02512100,1213.60100000,567,14.0,0.3
2018-04-02 10:00:00,0.02509600,0.02517500,0.02502300,0.02511800,1391.36600000,526,12.0,0.0
2018-04-02 11:00:00,0.02511700,0.02529800,0.02507200,0.02516600,1060.42800000,614,13.0,0.0
2018-04-02 12:00:00,0.02522200,0.02533100,0.02510100,0.02532100,792.32200000,478,9.0,0.0
2018-04-02 13:00:00,0.02529200,0.02552900,0.02514600,0.02552700,1673.35500000,691,12.0,0.0
2018-04-02 14:00:00,0.02553000,0.02566000,0.02537700,0.02566000,1431.76700000,823,7.0,0.0
2018-04-02 15:00:00,0.02557800,0.02580000,0.02550000,0.02566900,856.36500000,585,9.0,0.5
2018-04-02 16:00:00,0.02566800,0.02566800,0.02552500,0.02562600,600.42100000,473,16.0,0.15
2018-04-02 17:00:00,0.02560800,0.02565100,0.02531200,0.02532100,1333.70400000,735,13.0,0.0
2018-04-02 18:00:00,0.02532100,0.02559900,0.02530100,0.02553600,902.20100000,659,7.0,0.06117424242424242
2018-04-02 19:00:00,0.02551000,0.02553900,0.02532500,0.02533700,774.69400000,471,13.0,0.0
2018-04-02 20:00:00,0.02533700,0.02553100,0.02509700,0.02511000,2029.57400000,714,4.0,1.0
2018-04-02 21:00:00,0.02510700,0.02520200,0.02492500,0.02512900,1032.54600000,714,22.0,0.0
2018-04-02 22:00:00,0.02512900,0.02517500,0.02492100,0.02503500,1257.22300000,563,15.0,0.0
2018-04-02 23:00:00,0.02502600,0.02507300,0.02494800,0.02501000,531.44000000,454,12.0,0.0
2018-04-03 00:00:00,0.02503200,0.02533000,0.02498000,0.02527700,1153.75000000,533,9.0,0.0
2018-04-03 01:00:00,0.02525800,0.02534400,0.02518900,0.02534000,391.47600000,375,15.0,0.0
2018-04-03 02:00:00,0.02529800,0.02537300,0.02501800,0.02502900,1431.12800000,546,11.0,0.13333333333333333
2018-04-03 03:00:00,0.02503000,0.02505600,0.02470000,0.02487100,1236.35500000,1105,10.0,0.0
2018-04-03 04:00:00,0.02487600,0.02527500,0.02480600,0.02523900,966.88200000,854,14.0,0.25
2018-04-03 05:00:00,0.02525700,0.02526900,0.02507800,0.02510100,955.06900000,556,19.0,0.0
2018-04-03 06:00:00,0.02508000,0.02514700,0.02490200,0.02501200,1314.26200000,534,17.0,0.0
2018-04-03 07:00:00,0.02500700,0.02521200,0.02499000,0.02521200,1353.30500000,615,9.0,0.0
2018-04-03 08:00:00,0.02522400,0.02542000,0.02521300,0.02536700,969.32900000,655,16.0,0.0
2018-04-03 09:00:00,0.02533700,0.02538100,0.02525400,0.02538100,919.80900000,534,9.0,0.0
2018-04-03 10:00:00,0.02538100,0.02545900,0.02524400,0.02524500,1559.42100000,660,9.0,0.0
2018-04-03 11:00:00,0.02524500,0.02525500,0.02501100,0.02514200,1260.89700000,727,14.0,0.0
2018-04-03 12:00:00,0.02517500,0.02517900,0.02491000,0.02500100,1193.89200000,528,10.0,0.0
2018-04-03 13:00:00,0.02497200,0.02530400,0.02494500,0.02528500,924.70600000,663,10.0,0.0
2018-04-03 14:00:00,0.02528500,0.02540500,0.02521400,0.02537000,1963.83000000,558,17.0,0.0
2018-04-03 15:00:00,0.02535900,0.02543300,0.02530500,0.02535900,556.08900000,586,8.0,0.3
2018-04-03 16:00:00,0.02535900,0.02537000,0.02488000,0.02498600,2891.21100000,1346,12.0,-0.2
2018-04-03 17:00:00,0.02498700,0.02527300,0.02486500,0.02520300,1119.13700000,721,17.0,0.0
2018-04-03 18:00:00,0.02523900,0.02540100,0.02513300,0.02540100,1654.87700000,660,6.0,0.0
2018-04-03 19:00:00,0.02536900,0.02545000,0.02512200,0.02521000,1269.12000000,776,13.0,0.0
2018-04-03 20:00:00,0.02527600,0.02542500,0.02515800,0.02522600,1788.25200000,677,12.0,0.0
2018-04-03 21:00:00,0.02525000,0.02545800,0.02523500,0.02540000,1029.81600000,524,15.0,0.0
2018-04-03 22:00:00,0.02538900,0.02548700,0.02516600,0.02541300,820.18900000,509,12.0,0.0
2018-04-03 23:00:00,0.02541400,0.02548900,0.02530000,0.02545600,667.54500000,573,12.0,0.0
2018-04-04 00:00:00,0.02545700,0.02549800,0.02542600,0.02542900,936.59500000,458,19.0,0.0
2018-04-04 01:00:00,0.02543000,0.02549200,0.02529900,0.02529900,988.49900000,515,13.0,0.0
2018-04-04 02:00:00,0.02529600,0.02533300,0.02500000,0.02528800,1457.31100000,812,14.0,0.0
2018-04-04 03:00:00,0.02528300,0.02529300,0.02512900,0.02523800,834.69100000,361,14.0,0.0
2018-04-04 04:00:00,0.02523900,0.02537300,0.02522000,0.02532900,1096.68000000,441,8.0,0.0
2018-04-04 05:00:00,0.02532800,0.02539900,0.02516400,0.02530900,1264.42800000,387,8.0,0.0
2018-04-04 06:00:00,0.02531000,0.02538500,0.02510800,0.02527500,909.92400000,427,11.0,0.0
2018-04-04 07:00:00,0.02527600,0.02545000,0.02513200,0.02534600,1087.97300000,508,13.0,0.16666666666666666
2018-04-04 08:00:00,0.02534600,0.02550000,0.02516400,0.02537400,1331.59700000,680,7.0,0.0
2018-04-04 09:00:00,0.02542900,0.02550000,0.02513100,0.02520200,1474.79100000,614,11.0,0.0
2018-04-04 10:00:00,0.02520100,0.02523300,0.02500100,0.02514800,944.75300000,593,10.0,0.0
2018-04-04 11:00:00,0.02518000,0.02518000,0.02502000,0.02507300,1902.96500000,459,10.0,0.0
2018-04-04 12:00:00,0.02506000,0.02507400,0.02495500,0.02497600,1497.45800000,479,12.0,0.0
2018-04-04 13:00:00,0.02498000,0.02514900,0.02492900,0.02514900,852.88100000,534,14.0,0.0
2018-04-04 14:00:00,0.02514900,0.02515000,0.02490000,0.02494000,1306.92900000,612,10.0,0.0
2018-04-04 15:00:00,0.02494800,0.02500000,0.02490000,0.02491100,1310.09400000,510,15.0,0.0
2018-04-04 16:00:00,0.02491900,0.02498500,0.02472800,0.02496400,1716.02900000,818,10.0,0.0
2018-04-04 17:00:00,0.02496400,0.02511400,0.02492300,0.02502100,937.58400000,475,18.0,0.0
2018-04-04 18:00:00,0.02502100,0.02511400,0.02495300,0.02499300,1009.25500000,518,14.0,0.0
2018-04-04 19:00:00,0.02495700,0.02510900,0.02476700,0.02489800,1028.92300000,677,14.0,0.0
2018-04-04 20:00:00,0.02485800,0.02501800,0.02484000,0.02490000,691.09500000,440,14.0,0.0
2018-04-04 21:00:00,0.02490000,0.02490000,0.02483300,0.02485200,923.74400000,412,16.0,0.0
2018-04-04 22:00:00,0.02488600,0.02497800,0.02483800,0.02496000,677.47000000,394,16.0,0.0
2018-04-04 23:00:00,0.02493600,0.02498300,0.02480100,0.02490500,1484.91600000,476,4.0,0.0
2018-04-05 00:00:00,0.02490500,0.02493100,0.02459100,0.02484600,2186.43500000,781,13.0,0.0
2018-04-05 01:00:00,0.02482300,0.02494300,0.02480600,0.02492600,1673.84400000,463,8.0,0.0
2018-04-05 02:00:00,0.02492600,0.02499800,0.02461800,0.02485400,1688.94500000,596,20.0,0.14444444444444446
2018-04-05 03:00:00,0.02485100,0.02499400,0.02481500,0.02488500,1622.24700000,466,12.0,0.0
2018-04-05 04:00:00,0.02491800,0.02496800,0.02485200,0.02485600,1284.69000000,398,20.0,0.0
2018-04-05 05:00:00,0.02487300,0.02496100,0.02482200,0.02491200,1286.25600000,521,13.0,0.0
2018-04-05 06:00:00,0.02491100,0.02508900,0.02485700,0.02508500,1113.44900000,431,15.0,0.0
2018-04-05 07:00:00,0.02509000,0.02509000,0.02489100,0.02489100,1158.68600000,477,23.0,0.0
2018-04-05 08:00:00,0.02490700,0.02503600,0.02489200,0.02499800,874.61600000,381,12.0,0.0
2018-04-05 09:00:00,0.02499700,0.02504000,0.02499600,0.02504000,999.60200000,439,17.0,0.0
2018-04-05 10:00:00,0.02504000,0.02510000,0.02502400,0.02509900,1191.98900000,408,12.0,0.0
2018-04-05 11:00:00,0.02509000,0.02539700,0.02507900,0.02535000,1427.78300000,657,19.0,-0.5
2018-04-05 12:00:00,0.02534900,0.02554500,0.02514300,0.02524900,1649.47500000,905,15.0,0.0
2018-04-05 13:00:00,0.02524900,0.02528000,0.02501200,0.02521100,1100.36400000,699,25.0,0.0
2018-04-05 14:00:00,0.02519300,0.02550700,0.02509600,0.02543000,1131.36500000,940,15.0,0.0
2018-04-05 15:00:00,0.02543000,0.02551300,0.02525800,0.02536900,1097.04900000,693,19.0,0.0
2018-04-05 16:00:00,0.02536800,0.02549000,0.02524800,0.02531000,1264.41600000,712,18.0,0.0
2018-04-05 17:00:00,0.02537500,0.02557300,0.02534300,0.02551000,1052.58800000,562,25.0,0.0
2018-04-05 18:00:00,0.02551000,0.02560000,0.02546000,0.02547800,1131.10900000,570,20.0,0.0
2018-04-05 19:00:00,0.02547800,0.02555700,0.02534000,0.02547300,962.10900000,705,25.0,0.0
2018-04-05 20:00:00,0.02547300,0.02590000,0.02547300,0.02569100,2171.99800000,1197,24.0,0.0
2018-04-05 21:00:00,0.02569100,0.02579900,0.02547300,0.02569500,1219.46800000,981,30.0,0.0
2018-04-05 22:00:00,0.02562800,0.02569700,0.02536400,0.02548900,2804.79700000,1073,31.0,0.0
2018-04-05 23:00:00,0.02550400,0.02554600,0.02534700,0.02542300,1182.45600000,562,26.0,0.0
2018-04-06 00:00:00,0.02542500,0.02554300,0.02534700,0.02554300,784.42800000,514,20.0,0.0
2018-04-06 01:00:00,0.02549800,0.02560600,0.02547600,0.02553600,573.45400000,449,20.0,0.0
2018-04-06 02:00:00,0.02550900,0.02568500,0.02531000,0.02551300,1117.02100000,658,38.0,0.0
2018-04-06 03:00:00,0.02547100,0.02567900,0.02543500,0.02549100,844.60700000,590,30.0,0.0
2018-04-06 04:00:00,0.02554700,0.02555700,0.02535000,0.02555600,1307.98900000,524,19.0,0.0625
2018-04-06 05:00:00,0.02555500,0.02585900,0.02538200,0.02579900,2139.85900000,894,39.0,0.0
2018-04-06 06:00:00,0.02579900,0.02598900,0.02561000,0.02580800,1922.67800000,1458,35.0,0.0
2018-04-06 07:00:00,0.02576400,0.02581400,0.02551300,0.02566400,1105.65200000,962,32.0,0.0
2018-04-06 08:00:00,0.02564200,0.02580000,0.02552800,0.02565800,1217.63500000,484,100.0,0.0
2018-04-06 09:00:00,0.02566900,0.02577100,0.02545500,0.02547900,1331.97300000,581,71.0,0.0
2018-04-06 10:00:00,0.02547900,0.02550300,0.02523200,0.02530800,1114.91500000,702,55.0,0.0
2018-04-06 11:00:00,0.02530700,0.02535700,0.02514100,0.02521800,1087.44900000,505,55.0,0.0
2018-04-06 12:00:00,0.02521700,0.02524400,0.02508500,0.02516300,1661.63500000,423,42.0,0.0
2018-04-06 13:00:00,0.02516100,0.02516400,0.02500000,0.02506600,1870.11500000,531,45.0,0.0
2018-04-06 14:00:00,0.02506500,0.02506700,0.02480400,0.02490300,1501.50500000,900,36.0,0.17708333333333331
2018-04-06 15:00:00,0.02484300,0.02491700,0.02482400,0.02485300,988.03900000,1013,28.0,0.0
2018-04-06 16:00:00,0.02485300,0.02491500,0.02485100,0.02488400,1699.92100000,559,41.0,0.0
2018-04-06 17:00:00,0.02488400,0.02491400,0.02485100,0.02491300,903.48400000,352,46.0,1.0
2018-04-06 18:00:00,0.02491000,0.02491400,0.02477400,0.02477900,1401.20300000,519,34.0,0.0
2018-04-06 19:00:00,0.02477000,0.02477000,0.02467300,0.02476900,1098.88300000,595,32.0,0.0
2018-04-06 20:00:00,0.02476800,0.02476900,0.02453100,0.02465200,795.73300000,648,44.0,0.0
2018-04-06 21:00:00,0.02463000,0.02467300,0.02453800,0.02458300,700.46000000,479,48.0,0.125
2018-04-06 22:00:00,0.02458400,0.02459600,0.02452000,0.02457200,812.55000000,481,38.0,0.0
2018-04-06 23:00:00,0.02457100,0.02462700,0.02432300,0.02440600,2226.04400000,865,32.0,0.0
2018-04-07 00:00:00,0.02441400,0.02449000,0.02434300,0.02446900,893.50500000,359,37.0,0.0
2018-04-07 01:00:00,0.02446900,0.02450000,0.02432800,0.02438400,1246.81800000,425,39.0,0.0
2018-04-07 02:00:00,0.02433700,0.02454600,0.02432300,0.02439800,885.83500000,511,34.0,-0.07765151515151517
2018-04-07 03:00:00,0.02439900,0.02442400,0.02433700,0.02438100,1205.42100000,391,39.0,0.0
2018-04-07 04:00:00,0.02441300,0.02453300,0.02438000,0.02453200,1127.52500000,333,37.0,0.0
2018-04-07 05:00:00,0.02450300,0.02463200,0.02440000,0.02445100,1108.17500000,472,46.0,0.0
2018-04-07 06:00:00,0.02445200,0.02448700,0.02439300,0.02446700,1178.07900000,415,38.0,0.0
2018-04-07 07:00:00,0.02446800,0.02454600,0.02446500,0.02447700,1188.68100000,355,41.0,0.0
2018-04-07 08:00:00,0.02447700,0.02460200,0.02446500,0.02460000,787.94500000,471,35.0,0.0
2018-04-07 09:00:00,0.02460200,0.02461400,0.02438100,0.02458000,614.50100000,398,29.0,0.0
2018-04-07 10:00:00,0.02458100,0.02473000,0.02458000,0.02463900,877.95800000,423,36.0,0.0
2018-04-07 11:00:00,0.02459900,0.02468400,0.02457500,0.02463200,706.78300000,413,35.0,0.0
2018-04-07 12:00:00,0.02460000,0.02463200,0.02443100,0.02452300,636.47800000,403,31.0,0.0
2018-04-07 13:00:00,0.02451400,0.02466400,0.02438100,0.02458700,669.98900000,521,30.0,0.0
2018-04-07 14:00:00,0.02459800,0.02463700,0.02441000,0.02446300,556.29300000,387,32.0,0.0
2018-04-07 15:00:00,0.02446200,0.02450000,0.02438000,0.02440000,799.28400000,436,26.0,0.0
2018-04-07 16:00:00,0.02440700,0.02455600,0.02435800,0.02444500,989.73800000,465,26.0,0.0
2018-04-07 17:00:00,0.02442700,0.02444600,0.02429000,0.02430300,1265.05000000,588,38.0,0.0
2018-04-07 18:00:00,0.02430300,0.02449000,0.02430200,0.02445700,789.16000000,454,28.0,0.0
2018-04-07 19:00:00,0.02445800,0.02477000,0.02445800,0.02453200,679.88800000,654,24.0,0.0
2018-04-07 20:00:00,0.02453300,0.02454300,0.02437100,0.02438800,714.02200000,405,37.0,0.0
2018-04-07 21:00:00,0.02437100,0.02484000,0.02433100,0.02468800,685.49300000,561,29.0,0.0
2018-04-07 22:00:00,0.02462500,0.02473200,0.02458200,0.02458400,484.09000000,352,44.0,0.0
2018-04-07 23:00:00,0.02458400,0.02462100,0.02452600,0.02459500,1398.90200000,371,41.0,0.0
2018-04-08 00:00:00,0.02457400,0.02462000,0.02441800,0.02445800,705.59000000,411,39.0,0.0
2018-04-08 00:00:00,0.02457400,0.02462000,0.02441800,0.02445800,705.59000000,411,46.0,0.0
2018-04-08 01:00:00,0.02444100,0.02445800,0.02433400,0.02433400,712.72300000,517,46.0,0.0
2018-04-08 02:00:00,0.02433600,0.02440900,0.02433100,0.02439800,1223.25300000,394,34.0,0.0
2018-04-08 03:00:00,0.02440300,0.02443100,0.02427800,0.02429900,1047.32900000,403,34.0,0.0
2018-04-08 04:00:00,0.02428000,0.02432300,0.02425300,0.02428000,937.33900000,326,48.0,0.0
2018-04-08 05:00:00,0.02428000,0.02433400,0.02425300,0.02433400,646.21500000,410,67.0,0.0
2018-04-08 06:00:00,0.02433400,0.02440600,0.02429200,0.02429300,982.26000000,371,59.0,0.0
2018-04-08 07:00:00,0.02429400,0.02441600,0.02426000,0.02437700,1801.41700000,450,65.0,0.0
2018-04-08 08:00:00,0.02436400,0.02441200,0.02425000,0.02434100,809.44000000,404,45.0,0.0
2018-04-08 09:00:00,0.02434100,0.02489900,0.02420300,0.02430200,1358.72300000,930,61.0,0.0
2018-04-08 10:00:00,0.02428700,0.02434700,0.02426600,0.02427100,791.87100000,379,54.0,0.0
2018-04-08 11:00:00,0.02430800,0.02440200,0.02422000,0.02424200,970.68100000,427,37.0,0.0
2018-04-08 12:00:00,0.02424100,0.02438200,0.02421200,0.02431000,1004.59900000,524,55.0,0.0
2018-04-08 13:00:00,0.02431100,0.02432500,0.02408300,0.02419100,1597.57400000,1013,56.0,0.0
2018-04-08 14:00:00,0.02418000,0.02458400,0.02412100,0.02453100,1566.80300000,860,47.0,0.0
2018-04-08 15:00:00,0.02453100,0.02459100,0.02446500,0.02452800,708.30100000,553,62.0,0.0
2018-04-08 16:00:00,0.02451900,0.02456800,0.02445400,0.02452700,1544.28100000,452,57.0,0.0
2018-04-08 17:00:00,0.02452700,0.02461500,0.02450300,0.02459900,785.92600000,469,72.0,0.0
2018-04-08 18:00:00,0.02458200,0.02466200,0.02360000,0.02451300,2516.29000000,821,70.0,0.0
2018-04-08 19:00:00,0.02451300,0.02453000,0.02444500,0.02450200,683.18800000,289,79.0,0.0
2018-04-08 20:00:00,0.02450900,0.02460000,0.02446500,0.02452200,696.78700000,375,86.0,0.0
2018-04-08 21:00:00,0.02455300,0.02458900,0.02448900,0.02448900,450.77300000,334,88.0,0.0
2018-04-08 22:00:00,0.02449000,0.02474200,0.02449000,0.02466200,424.32600000,562,78.0,0.0
2018-04-08 23:00:00,0.02470000,0.02478500,0.02466400,0.02472900,1153.94200000,516,100.0,0.0
2018-04-09 00:00:00,0.02472900,0.02482700,0.02471300,0.02478100,1008.93300000,556,61.0,0.0
2018-04-09 01:00:00,0.02475900,0.02482800,0.02468100,0.02481700,674.65300000,587,70.0,0.0
2018-04-09 02:00:00,0.02478100,0.02490000,0.02472000,0.02490000,1155.49200000,870,71.0,0.0
2018-04-09 03:00:00,0.02488000,0.02490000,0.02464900,0.02484900,863.65500000,605,65.0,0.0
2018-04-09 04:00:00,0.02484900,0.02489500,0.02470200,0.02481800,856.71800000,491,73.0,0.0
2018-04-09 05:00:00,0.02481900,0.02481900,0.02440000,0.02460300,1466.19500000,633,82.0,0.0
2018-04-09 06:00:00,0.02461400,0.02472100,0.02453100,0.02466700,637.01200000,477,85.0,0.0
2018-04-09 07:00:00,0.02466200,0.02485400,0.02460700,0.02480900,796.83200000,498,80.0,0.0
2018-04-09 08:00:00,0.02480900,0.02489900,0.02472000,0.02482200,1063.15200000,526,87.0,0.0
2018-04-09 09:00:00,0.02486700,0.02506600,0.02484200,0.02490800,1275.19600000,1016,70.0,0.0
2018-04-09 10:00:00,0.02488500,0.02493000,0.02464700,0.02473700,1254.26100000,950,63.0,0.0
2018-04-09 11:00:00,0.02476700,0.02485200,0.02467100,0.02485200,852.14300000,454,69.0,0.0
2018-04-09 12:00:00,0.02480600,0.02489100,0.02470800,0.02478400,1528.28800000,456,72.0,0.0
2018-04-09 13:00:00,0.02477200,0.02478400,0.02472600,0.02474800,791.50900000,430,75.0,0.0
2018-04-09 14:00:00,0.02474800,0.02492400,0.02472500,0.02473700,1110.63500000,574,68.0,0.0
2018-04-09 15:00:00,0.02473700,0.02479300,0.02468400,0.02469000,1584.12300000,568,69.0,0.2375
2018-04-09 16:00:00,0.02467900,0.02475000,0.02456400,0.02461500,1013.84700000,584,59.0,0.0
2018-04-09 17:00:00,0.02461500,0.02471300,0.02455100,0.02460500,956.69400000,465,62.0,0.0
2018-04-09 18:00:00,0.02455800,0.02470000,0.02455000,0.02460400,1401.73900000,470,65.0,0.0
2018-04-09 19:00:00,0.02460600,0.02467900,0.02451300,0.02459900,720.81200000,438,64.0,0.0
2018-04-09 20:00:00,0.02459800,0.02463600,0.02450000,0.02452100,613.58500000,494,67.0,0.0
2018-04-09 21:00:00,0.02451000,0.02466500,0.02446000,0.02452800,632.73500000,622,48.0,0.0
2018-04-09 22:00:00,0.02452200,0.02463200,0.02450000,0.02459500,757.54200000,286,65.0,0.0
2018-04-09 23:00:00,0.02462100,0.02468000,0.02456000,0.02460100,900.94000000,429,60.0,0.0
2018-04-10 00:00:00,0.02460000,0.02469900,0.02456000,0.02459000,1586.71800000,396,52.0,0.0
2018-04-10 01:00:00,0.02459000,0.02469600,0.02450000,0.02453000,559.11800000,431,43.0,0.0
2018-04-10 02:00:00,0.02453100,0.02456400,0.02447600,0.02449800,1092.33100000,335,71.0,0.0
2018-04-10 03:00:00,0.02449800,0.02465900,0.02445000,0.02450600,1572.56200000,390,66.0,0.0
2018-04-10 04:00:00,0.02450600,0.02454300,0.02445100,0.02446600,756.33500000,446,44.0,0.0
2018-04-10 05:00:00,0.02449800,0.02453200,0.02441400,0.02446600,589.29000000,490,50.0,0.0
2018-04-10 06:00:00,0.02446500,0.02451300,0.02427700,0.02446600,902.09300000,436,33.0,0.0
2018-04-10 07:00:00,0.02446500,0.02455400,0.02435800,0.02446500,779.37900000,424,28.0,0.0
2018-04-10 08:00:00,0.02448100,0.02455300,0.02437200,0.02445700,1213.78000000,445,48.0,0.0
2018-04-10 09:00:00,0.02446700,0.02455900,0.02439900,0.02447700,793.57100000,363,42.0,0.0
2018-04-10 10:00:00,0.02445900,0.02447500,0.02435900,0.02442200,514.91200000,345,36.0,0.0
2018-04-10 11:00:00,0.02439700,0.02442500,0.02429500,0.02435500,832.57400000,492,21.0,0.0
2018-04-10 12:00:00,0.02438100,0.02445000,0.02435300,0.02436900,414.05800000,397,32.0,0.0
2018-04-10 13:00:00,0.02437200,0.02449600,0.02437100,0.02440900,1434.18700000,532,34.0,0.0
2018-04-10 14:00:00,0.02440300,0.02444400,0.02425800,0.02434200,1482.06300000,963,30.0,0.0
2018-04-10 15:00:00,0.02434200,0.02445500,0.02426700,0.02439100,706.92400000,518,37.0,0.0
2018-04-10 16:00:00,0.02439000,0.02442900,0.02428200,0.02435200,1154.58500000,513,37.0,-0.065625
2018-04-10 17:00:00,0.02435300,0.02437500,0.02424600,0.02433500,1434.55000000,456,29.0,0.0
2018-04-10 18:00:00,0.02430200,0.02436900,0.02418500,0.02423400,990.25600000,609,24.0,0.0
2018-04-10 19:00:00,0.02423400,0.02437000,0.02405900,0.02413300,1655.75600000,1503,28.0,0.0
2018-04-10 20:00:00,0.02414100,0.02418300,0.02405800,0.02418300,987.24000000,614,19.0,0.0
2018-04-10 21:00:00,0.02416300,0.02430000,0.02389300,0.02417900,3453.32000000,1613,40.0,0.0
2018-04-10 22:00:00,0.02417100,0.02429000,0.02408900,0.02428000,1850.74000000,727,23.0,0.0
2018-04-10 23:00:00,0.02426600,0.02428200,0.02408900,0.02416100,1565.90400000,495,23.0,0.0
2018-04-11 00:00:00,0.02414600,0.02422300,0.02408900,0.02414400,1346.83300000,464,20.0,0.0
2018-04-11 01:00:00,0.02414900,0.02428000,0.02396700,0.02410400,1087.04200000,728,39.0,0.0
2018-04-11 02:00:00,0.02410400,0.02424300,0.02395900,0.02410000,714.81600000,698,17.0,0.0
2018-04-11 03:00:00,0.02410100,0.02428700,0.02400400,0.02413500,1542.92700000,710,27.0,0.0
2018-04-11 04:00:00,0.02417500,0.02428200,0.02411700,0.02418700,610.78000000,462,23.0,0.0
2018-04-11 05:00:00,0.02418500,0.02422000,0.02410000,0.02420700,1106.19300000,549,24.0,0.0
2018-04-11 06:00:00,0.02419700,0.02428700,0.02414900,0.02425800,675.53300000,377,31.0,0.0
2018-04-11 07:00:00,0.02425800,0.02436000,0.02420800,0.02421600,1180.50400000,527,24.0,0.0
2018-04-11 08:00:00,0.02425000,0.02428000,0.02415400,0.02426900,997.03700000,438,35.0,0.0
2018-04-11 09:00:00,0.02423800,0.02440200,0.02420700,0.02428900,1368.22700000,695,24.0,0.0
2018-04-11 10:00:00,0.02429800,0.02440000,0.02423100,0.02425500,1160.39400000,623,17.0,0.0
2018-04-11 11:00:00,0.02431300,0.02439900,0.02423100,0.02429800,1189.30200000,675,25.0,0.0
2018-04-11 12:00:00,0.02426000,0.02438400,0.02416500,0.02426300,1265.44800000,575,19.0,0.0
2018-04-11 13:00:00,0.02426300,0.02432300,0.02417700,0.02422100,1095.45200000,544,22.0,0.0
2018-04-11 14:00:00,0.02426300,0.02426300,0.02404400,0.02411100,2573.24500000,1204,20.0,0.0
2018-04-11 15:00:00,0.02410600,0.02423000,0.02390100,0.02392900,2319.05300000,1515,24.0,0.0
2018-04-11 16:00:00,0.02392900,0.02399800,0.02381000,0.02381900,1977.02000000,1522,18.0,0.0
