date,open,high,low,close,volume,number of trades,DigixDAO DGD,sentiment
2018-04-02 05:00:00,0.03229800,0.03229900,0.03200000,0.03211700,1361.73300000,442,0.0,0.27777777777777773
2018-04-02 06:00:00,0.03214000,0.03230000,0.03202700,0.03220800,1056.58800000,486,100.0,0.0
2018-04-02 07:00:00,0.03220800,0.03288700,0.03217900,0.03246200,1167.98300000,759,23.0,0.0
2018-04-02 08:00:00,0.03246600,0.03292400,0.03242000,0.03292400,830.82500000,470,0.0,0.0
2018-04-02 09:00:00,0.03290100,0.03333700,0.03253800,0.03265900,1160.01500000,887,0.0,0.0
2018-04-02 10:00:00,0.03266700,0.03273800,0.03243100,0.03262700,1110.68400000,565,0.0,0.0
2018-04-02 11:00:00,0.03264400,0.03319900,0.03257700,0.03280200,1230.63900000,716,18.0,0.0
2018-04-02 12:00:00,0.03281000,0.03300000,0.03260200,0.03298600,1117.95700000,461,0.0,0.0
2018-04-02 13:00:00,0.03298600,0.03309900,0.03281600,0.03298200,815.79000000,430,0.0,0.0
2018-04-02 14:00:00,0.03294300,0.03300000,0.03253600,0.03258100,1177.86300000,775,0.0,0.0
2018-04-02 15:00:00,0.03264300,0.03299700,0.03250000,0.03275500,1008.03900000,546,14.0,0.0
2018-04-02 16:00:00,0.03275700,0.03285900,0.03234400,0.03245600,1344.50400000,726,0.0,0.1840909090909091
2018-04-02 17:00:00,0.03252000,0.03254300,0.03207000,0.03222100,912.62900000,707,0.0,0.0
2018-04-02 18:00:00,0.03222100,0.03254300,0.03205300,0.03231800,1185.10500000,579,15.0,0.0
2018-04-02 19:00:00,0.03231900,0.03231900,0.03190100,0.03225200,1109.32400000,802,16.0,0.0
2018-04-02 20:00:00,0.03225200,0.03230200,0.03200000,0.03230000,851.34700000,455,0.0,0.0
2018-04-02 21:00:00,0.03230000,0.03355000,0.03206900,0.03294600,2298.98200000,1898,0.0,0.0
2018-04-02 22:00:00,0.03294100,0.03354900,0.03252600,0.03291000,1233.14800000,1183,23.0,0.0
2018-04-02 23:00:00,0.03291100,0.03294200,0.03253900,0.03259400,880.84300000,531,0.0,0.0
2018-04-03 00:00:00,0.03262500,0.03291200,0.03212800,0.03239700,876.78200000,664,0.0,0.0
2018-04-03 01:00:00,0.03245000,0.03257300,0.03206600,0.03209900,950.31400000,715,0.0,0.0
2018-04-03 02:00:00,0.03209800,0.03253500,0.03209800,0.03232800,747.83300000,361,0.0,0.0
2018-04-03 03:00:00,0.03226600,0.03241200,0.03208000,0.03217200,813.95400000,425,0.0,0.0
2018-04-03 04:00:00,0.03217800,0.03229200,0.03195600,0.03212400,1271.47400000,650,0.0,0.0
2018-04-03 05:00:00,0.03212500,0.03218700,0.03198000,0.03209300,1216.36100000,586,0.0,0.0
2018-04-03 06:00:00,0.03209100,0.03209100,0.03170800,0.03196500,1365.96000000,909,0.0,0.0
2018-04-03 07:00:00,0.03198000,0.03200000,0.03159400,0.03178100,1517.75300000,978,0.0,0.0
2018-04-03 08:00:00,0.03178000,0.03218600,0.03134800,0.03173200,1623.31500000,1557,0.0,0.0
2018-04-03 09:00:00,0.03173800,0.03199700,0.03156900,0.03199000,745.51900000,532,0.0,0.0
2018-04-03 10:00:00,0.03188200,0.03199500,0.03156200,0.03166900,1150.65200000,615,18.0,0.0
2018-04-03 11:00:00,0.03163400,0.03188500,0.03149800,0.03182300,786.78200000,475,0.0,0.0
2018-04-03 12:00:00,0.03182100,0.03187200,0.03142000,0.03153200,1131.55000000,714,0.0,0.0
2018-04-03 13:00:00,0.03150000,0.03180300,0.03145600,0.03169800,1277.53400000,620,14.0,0.0
2018-04-03 14:00:00,0.03169800,0.03190000,0.03156000,0.03169100,1085.13500000,565,27.0,0.0
2018-04-03 15:00:00,0.03169000,0.03174900,0.03152000,0.03164900,1265.61700000,525,0.0,0.0
2018-04-03 16:00:00,0.03161100,0.03211100,0.03157700,0.03201900,1345.78700000,742,14.0,0.0
2018-04-03 17:00:00,0.03201900,0.03203000,0.03165000,0.03170800,1596.50800000,667,0.0,0.0
2018-04-03 18:00:00,0.03170800,0.03196500,0.03170800,0.03175200,1143.41100000,494,0.0,0.0
2018-04-03 19:00:00,0.03176200,0.03190800,0.03154400,0.03154400,1292.22900000,824,0.0,0.0
2018-04-03 20:00:00,0.03160000,0.03188100,0.03144500,0.03150400,1294.33300000,741,0.0,0.0
2018-04-03 21:00:00,0.03154900,0.03184000,0.03154900,0.03176000,1320.71700000,480,0.0,0.0
2018-04-03 22:00:00,0.03179900,0.03189500,0.03125800,0.03164500,1355.34700000,678,45.0,0.0
2018-04-03 23:00:00,0.03165400,0.03173400,0.03126100,0.03140000,1220.65300000,786,0.0,0.0
2018-04-04 00:00:00,0.03141200,0.03172800,0.03137600,0.03172500,1054.27400000,520,0.0,0.0
2018-04-04 01:00:00,0.03166300,0.03218600,0.03141800,0.03182800,1685.10700000,997,0.0,0.0
2018-04-04 02:00:00,0.03182800,0.03260000,0.03182800,0.03220600,2170.11700000,2094,0.0,0.0
2018-04-04 03:00:00,0.03213100,0.03219300,0.03130400,0.03130400,1238.73700000,1017,26.0,0.0
2018-04-04 04:00:00,0.03133900,0.03141200,0.03101800,0.03117200,1205.30500000,692,0.0,0.0
2018-04-04 05:00:00,0.03117000,0.03134700,0.03101800,0.03128700,900.20100000,485,24.0,0.0
2018-04-04 06:00:00,0.03124300,0.03141200,0.03112400,0.03113000,1197.38400000,495,0.0,0.0
2018-04-04 07:00:00,0.03113000,0.03133600,0.03032500,0.03085600,2521.22500000,1504,0.0,0.0
2018-04-04 08:00:00,0.03085500,0.03093100,0.03060200,0.03069800,755.17300000,556,20.0,0.0
2018-04-04 09:00:00,0.03064200,0.03085500,0.03022100,0.03030000,1563.56900000,1288,19.0,0.0
2018-04-04 10:00:00,0.03030000,0.03049100,0.03020000,0.03025400,1339.45100000,592,0.0,0.0
2018-04-04 11:00:00,0.03025400,0.03089200,0.03012500,0.03048000,1147.68100000,619,0.0,0.0
2018-04-04 12:00:00,0.03056000,0.03086900,0.03030900,0.03035500,1013.90600000,494,15.0,0.0
2018-04-04 13:00:00,0.03042700,0.03044000,0.02891000,0.02965000,2889.98800000,2898,28.0,0.0
2018-04-04 14:00:00,0.02966700,0.02993600,0.02880000,0.02952100,2683.28600000,2488,14.0,0.0
2018-04-04 15:00:00,0.02952100,0.02980000,0.02890000,0.02914100,1702.01200000,1487,0.0,0.0
2018-04-04 16:00:00,0.02915100,0.03000000,0.02900100,0.02997000,1971.48900000,1388,28.0,0.0
2018-04-04 17:00:00,0.02997000,0.03038400,0.02958000,0.02967300,1971.54000000,1241,0.0,0.0
2018-04-04 18:00:00,0.02967200,0.02979900,0.02900000,0.02900200,2484.65600000,1061,0.0,0.0
2018-04-04 19:00:00,0.02909500,0.02966300,0.02908100,0.02959700,1054.46600000,698,15.0,0.0
2018-04-04 20:00:00,0.02960200,0.02989200,0.02941300,0.02968600,1277.25500000,661,0.0,0.0
2018-04-04 21:00:00,0.02968700,0.03059900,0.02968400,0.03037700,1176.69000000,1053,0.0,0.0
2018-04-04 22:00:00,0.03037300,0.03050800,0.03020000,0.03042900,862.07700000,538,0.0,0.0
2018-04-04 23:00:00,0.03036200,0.03086200,0.03026500,0.03078000,1172.30100000,728,49.0,0.0
2018-04-05 00:00:00,0.03073000,0.03130000,0.02984400,0.03052300,1105.48800000,1021,25.0,0.0
2018-04-05 01:00:00,0.03046900,0.03093200,0.03002500,0.03081500,913.90600000,554,0.0,0.0
2018-04-05 02:00:00,0.03081500,0.03109300,0.02990200,0.03017000,1497.57600000,967,25.0,0.0
2018-04-05 03:00:00,0.03017000,0.03022300,0.02934400,0.02957800,1586.17100000,876,0.0,0.0
2018-04-05 04:00:00,0.02957800,0.03000000,0.02948300,0.03000000,748.17600000,632,0.0,0.0
2018-04-05 05:00:00,0.03000000,0.03017000,0.02942000,0.02947600,1564.93700000,771,25.0,0.0
2018-04-05 06:00:00,0.02947100,0.02950000,0.02921700,0.02947700,1154.03700000,760,44.0,0.0
2018-04-05 07:00:00,0.02947500,0.02960000,0.02895000,0.02900800,1580.15400000,910,0.0,0.0
2018-04-05 08:00:00,0.02901200,0.02950000,0.02890100,0.02933700,1687.49200000,836,0.0,0.0
2018-04-05 09:00:00,0.02933800,0.02952400,0.02916700,0.02937400,915.59200000,630,19.0,0.0
2018-04-05 10:00:00,0.02935100,0.02972800,0.02929400,0.02954100,892.41000000,538,0.0,0.0
2018-04-05 11:00:00,0.02954000,0.02975000,0.02952500,0.02968700,811.76600000,356,0.0,0.0
2018-04-05 12:00:00,0.02969900,0.02976600,0.02926300,0.02941000,1245.50900000,584,0.0,0.0
2018-04-05 13:00:00,0.02946300,0.02968500,0.02910000,0.02968300,1231.53900000,711,0.0,0.0
2018-04-05 14:00:00,0.02968300,0.02976800,0.02938200,0.02975500,860.15700000,531,14.0,0.0
2018-04-05 15:00:00,0.02975300,0.02976600,0.02941200,0.02959200,1012.12700000,536,0.0,0.0
2018-04-05 16:00:00,0.02957400,0.02964300,0.02930000,0.02942800,1252.90500000,495,29.0,0.0
2018-04-05 17:00:00,0.02942700,0.02953900,0.02928100,0.02941600,1140.78300000,496,15.0,0.0
2018-04-05 18:00:00,0.02940000,0.02970000,0.02920300,0.02954100,1375.89500000,720,30.0,0.0
2018-04-05 19:00:00,0.02954000,0.03137000,0.02949200,0.03023400,4551.75200000,4732,0.0,0.0
2018-04-05 20:00:00,0.03023400,0.03120000,0.03008900,0.03077700,1922.06200000,1691,34.0,0.0
2018-04-05 21:00:00,0.03080200,0.03250000,0.03028000,0.03201800,4228.93700000,3570,0.0,0.0
2018-04-05 22:00:00,0.03215400,0.03225600,0.03036900,0.03091200,2087.22000000,2050,0.0,0.0
2018-04-05 23:00:00,0.03089200,0.03097000,0.03060000,0.03080400,1117.82900000,669,25.0,0.0
2018-04-06 00:00:00,0.03080400,0.03091700,0.03043600,0.03051500,946.97000000,590,0.0,0.0
2018-04-06 01:00:00,0.03051400,0.03056000,0.02970500,0.03011100,1636.75300000,1501,0.0,0.0
2018-04-06 02:00:00,0.03011100,0.03054100,0.03011100,0.03020200,978.07000000,1257,25.0,0.0
2018-04-06 03:00:00,0.03022500,0.03039000,0.03000000,0.03010200,960.73600000,494,0.0,0.0
2018-04-06 04:00:00,0.03010200,0.03020500,0.03000100,0.03000100,1064.45400000,388,0.0,0.0
2018-04-06 05:00:00,0.03000300,0.03181800,0.03000100,0.03142500,2158.96100000,2092,0.0,0.0
2018-04-06 06:00:00,0.03135900,0.03634000,0.03135900,0.03410500,21780.09100000,15355,23.0,0.0
2018-04-06 07:00:00,0.03410500,0.03505000,0.03325100,0.03400500,8581.08000000,6458,64.0,0.0
2018-04-06 08:00:00,0.03395600,0.03440000,0.03197200,0.03249500,5347.53300000,4207,0.0,0.0
2018-04-06 09:00:00,0.03249800,0.03339800,0.03234200,0.03282300,2937.48800000,2378,0.0,0.0
2018-04-06 10:00:00,0.03287500,0.03462800,0.03282300,0.03415000,5161.71700000,4650,19.0,0.0
2018-04-06 11:00:00,0.03414900,0.03422900,0.03298200,0.03390700,3911.18900000,3246,0.0,0.0
2018-04-06 12:00:00,0.03390700,0.03596500,0.03378200,0.03473200,10662.53400000,7888,16.0,0.0
2018-04-06 13:00:00,0.03461400,0.03476800,0.03360000,0.03360600,4278.50200000,3800,15.0,0.0
2018-04-06 14:00:00,0.03371500,0.03450000,0.03360000,0.03380400,2368.99200000,2200,14.0,0.0
2018-04-06 15:00:00,0.03380300,0.03429800,0.03374500,0.03390700,2384.49800000,1586,15.0,0.0
2018-04-06 16:00:00,0.03390600,0.03390600,0.03279000,0.03313400,3057.37400000,2997,15.0,0.0
2018-04-06 17:00:00,0.03313000,0.03348000,0.03280000,0.03346000,1680.00900000,1161,15.0,0.0
2018-04-06 18:00:00,0.03338600,0.03346800,0.03234500,0.03234500,1804.07100000,2052,0.0,0.0
2018-04-06 19:00:00,0.03240000,0.03249900,0.03186000,0.03240000,1987.40200000,1795,17.0,0.5
2018-04-06 20:00:00,0.03236100,0.03255300,0.03159800,0.03225000,1526.47200000,1605,0.0,0.0
2018-04-06 21:00:00,0.03224300,0.03240000,0.03160100,0.03205300,1462.69200000,1162,0.0,0.0
2018-04-06 22:00:00,0.03205300,0.03273600,0.03170000,0.03255600,1420.78800000,1208,0.0,0.0
2018-04-06 23:00:00,0.03255600,0.03280000,0.03165200,0.03191700,1552.29600000,1565,26.0,0.0
2018-04-07 00:00:00,0.03195500,0.03197200,0.03152900,0.03164200,1123.56700000,906,0.0,0.0
2018-04-07 01:00:00,0.03165800,0.03178900,0.03070000,0.03128800,2570.35100000,3084,0.0,0.0
2018-04-07 02:00:00,0.03128800,0.03163000,0.03100000,0.03136800,1408.27900000,967,27.0,0.0
2018-04-07 03:00:00,0.03128100,0.03136800,0.03110000,0.03123300,1465.01400000,633,0.0,0.0
2018-04-07 04:00:00,0.03123600,0.03128300,0.03070000,0.03086600,1857.44600000,1021,0.0,0.0
2018-04-07 05:00:00,0.03090700,0.03141700,0.03086600,0.03122200,942.07500000,696,0.0,0.0
2018-04-07 06:00:00,0.03125100,0.03320000,0.03078700,0.03188000,2253.34300000,1742,0.0,0.0
2018-04-07 07:00:00,0.03188000,0.03279800,0.03099200,0.03110900,2531.13900000,2829,0.0,0.0
2018-04-07 08:00:00,0.03112100,0.03148500,0.03070000,0.03111300,1528.95600000,1147,0.0,0.0
2018-04-07 09:00:00,0.03100200,0.03112000,0.03073800,0.03085800,990.37100000,747,23.0,0.0
2018-04-07 10:00:00,0.03074100,0.03139500,0.03070300,0.03134900,1193.34100000,836,22.0,0.0
2018-04-07 11:00:00,0.03134900,0.03134900,0.03079000,0.03124300,1228.08500000,645,20.0,0.0
2018-04-07 12:00:00,0.03124300,0.03124300,0.03089400,0.03104800,929.21700000,572,0.0,0.0
2018-04-07 13:00:00,0.03110000,0.03124300,0.03095000,0.03095100,1035.35300000,605,17.0,0.0
2018-04-07 14:00:00,0.03102800,0.03113900,0.03094000,0.03105900,1517.51100000,554,16.0,0.0
2018-04-07 15:00:00,0.03103100,0.03129900,0.03075300,0.03088700,1660.05200000,846,32.0,0.0
2018-04-07 16:00:00,0.03088900,0.03111100,0.03050000,0.03110900,1326.99300000,1095,0.0,0.0
2018-04-07 17:00:00,0.03110900,0.03130000,0.03085000,0.03095200,775.07500000,640,16.0,0.0
2018-04-07 18:00:00,0.03095200,0.03110000,0.03068200,0.03079800,1311.16200000,550,0.0,0.0
2018-04-07 19:00:00,0.03079100,0.03130000,0.03060000,0.03097900,1229.39400000,872,0.0,0.0
2018-04-07 20:00:00,0.03094700,0.03109000,0.03042300,0.03078200,988.80000000,788,0.0,0.0
2018-04-07 21:00:00,0.03072000,0.03079200,0.03059100,0.03064100,1307.89300000,574,0.0,0.0
2018-04-07 22:00:00,0.03064100,0.03102000,0.03049200,0.03090400,979.05400000,681,49.0,0.0
2018-04-07 23:00:00,0.03079600,0.03119500,0.03070500,0.03098000,1052.59900000,730,0.0,0.0
2018-04-08 00:00:00,0.03098000,0.03107000,0.03068000,0.03079500,810.20200000,518,0.0,0.0
2018-04-08 00:00:00,0.03098000,0.03107000,0.03068000,0.03079500,810.20200000,518,0.0,0.0
2018-04-08 01:00:00,0.03079500,0.03099200,0.03073300,0.03081800,711.74100000,359,0.0,0.0
2018-04-08 02:00:00,0.03081800,0.03088700,0.03062000,0.03087500,470.38000000,448,0.0,0.0
2018-04-08 03:00:00,0.03087600,0.03089800,0.03070000,0.03076800,738.54600000,370,100.0,0.0
2018-04-08 04:00:00,0.03076800,0.03160000,0.03073200,0.03124500,1488.67800000,1149,0.0,0.0
2018-04-08 05:00:00,0.03126100,0.03134000,0.03073400,0.03073400,1079.98200000,648,0.0,0.0
2018-04-08 06:00:00,0.03081800,0.03095000,0.03063000,0.03087300,700.63100000,473,46.0,0.0
2018-04-08 07:00:00,0.03087400,0.03110000,0.03072200,0.03104100,714.57300000,426,0.0,0.0
2018-04-08 08:00:00,0.03102300,0.03102300,0.03077700,0.03099900,762.46300000,347,0.0,0.0
2018-04-08 09:00:00,0.03093800,0.03123600,0.03076000,0.03090300,1097.87500000,699,0.0,0.0
2018-04-08 10:00:00,0.03079700,0.03113400,0.03075600,0.03094400,920.39500000,549,0.0,0.0
2018-04-08 11:00:00,0.03094400,0.03108800,0.03066100,0.03066100,757.77100000,514,0.0,0.0
2018-04-08 12:00:00,0.03074900,0.03087300,0.03060100,0.03080000,1103.17200000,678,0.0,0.0
2018-04-08 13:00:00,0.03080100,0.03087300,0.03058500,0.03058500,469.82000000,469,0.0,0.0
2018-04-08 14:00:00,0.03058400,0.03085700,0.03058000,0.03076100,704.11400000,510,58.0,0.0
2018-04-08 15:00:00,0.03076000,0.03085000,0.03058200,0.03063400,1083.86700000,602,0.0,0.0
2018-04-08 16:00:00,0.03063500,0.03119300,0.03063400,0.03090000,1062.85700000,832,28.0,0.0
2018-04-08 17:00:00,0.03090000,0.03105000,0.03070000,0.03084200,855.58900000,460,0.0,0.0
2018-04-08 18:00:00,0.03077600,0.03098900,0.03070000,0.03072600,925.53500000,398,0.0,0.0
2018-04-08 19:00:00,0.03077800,0.03091800,0.03070000,0.03085100,988.18400000,382,30.0,0.0
2018-04-08 20:00:00,0.03084900,0.03110000,0.03073000,0.03104000,711.03400000,450,0.0,0.0
2018-04-08 21:00:00,0.03104100,0.03114200,0.03088600,0.03102200,612.22900000,394,76.0,0.0
2018-04-08 22:00:00,0.03108200,0.03108900,0.03077000,0.03095700,455.42500000,390,0.0,0.0
2018-04-08 23:00:00,0.03095700,0.03096100,0.03067500,0.03078100,927.67700000,449,0.0,0.0
2018-04-09 00:00:00,0.03078000,0.03098200,0.03078000,0.03085300,745.94600000,369,0.0,0.0
2018-04-09 01:00:00,0.03090800,0.03090800,0.03065000,0.03071700,755.84900000,574,0.0,0.0
2018-04-09 02:00:00,0.03071700,0.03080000,0.03050600,0.03064300,1016.69600000,874,45.0,0.0
2018-04-09 03:00:00,0.03067300,0.03082000,0.03062700,0.03069000,646.73300000,360,46.0,0.0
2018-04-09 04:00:00,0.03072900,0.03093300,0.03065100,0.03065100,823.32600000,438,0.0,0.0
2018-04-09 05:00:00,0.03065200,0.03084900,0.03063200,0.03070800,1108.76800000,425,0.0,0.0
2018-04-09 06:00:00,0.03069100,0.03093700,0.03000000,0.03038200,1453.86600000,1408,0.0,0.0
2018-04-09 07:00:00,0.03030600,0.03043900,0.03001600,0.03021000,1145.93900000,1046,36.0,0.0
2018-04-09 08:00:00,0.03016600,0.03043500,0.03015000,0.03031300,988.05200000,584,35.0,0.0
2018-04-09 09:00:00,0.03031300,0.03140000,0.03003700,0.03042200,1769.73300000,1841,33.0,0.0
2018-04-09 10:00:00,0.03042200,0.03240000,0.03026700,0.03208500,4514.66600000,4319,0.0,0.0
2018-04-09 11:00:00,0.03211400,0.03329900,0.03205900,0.03261700,6747.79500000,4321,0.0,0.0
2018-04-09 12:00:00,0.03261700,0.03317800,0.03160200,0.03172100,2878.86400000,3073,26.0,0.0
2018-04-09 13:00:00,0.03172000,0.03187600,0.03087600,0.03120100,2101.54600000,2018,0.0,0.0
2018-04-09 14:00:00,0.03119300,0.03128600,0.03072300,0.03103000,1258.01900000,1018,0.0,0.0
2018-04-09 15:00:00,0.03107900,0.03188800,0.03103100,0.03141100,1499.49300000,1255,0.0,0.0
2018-04-09 16:00:00,0.03141100,0.03188800,0.03122300,0.03130000,969.36100000,751,0.0,0.0
2018-04-09 17:00:00,0.03131600,0.03145000,0.03100000,0.03113600,955.93900000,725,0.0,0.0
2018-04-09 18:00:00,0.03105400,0.03120000,0.03100000,0.03105000,885.32000000,508,0.0,0.0
2018-04-09 19:00:00,0.03100800,0.03157000,0.03100700,0.03129000,1100.82900000,697,27.0,0.0
2018-04-09 20:00:00,0.03129000,0.03147000,0.03110000,0.03117400,833.11600000,565,30.0,0.0
2018-04-09 21:00:00,0.03116300,0.03128300,0.03072200,0.03095000,1139.20000000,1042,35.0,0.0
2018-04-09 22:00:00,0.03087600,0.03099500,0.03072200,0.03086900,527.60900000,422,0.0,0.0
2018-04-09 23:00:00,0.03081000,0.03097000,0.03081000,0.03085800,1164.57000000,425,0.0,0.0
2018-04-10 00:00:00,0.03085800,0.03117200,0.03085800,0.03089100,747.68500000,422,0.0,0.0
2018-04-10 01:00:00,0.03089200,0.03095300,0.03078100,0.03089300,794.92000000,396,0.0,0.0
2018-04-10 02:00:00,0.03087900,0.03105900,0.03055500,0.03069400,966.31300000,871,0.0,0.0
2018-04-10 03:00:00,0.03069100,0.03080500,0.03051400,0.03055200,963.39900000,596,0.0,0.0
2018-04-10 04:00:00,0.03055200,0.03080000,0.03054900,0.03078000,946.80300000,492,0.0,0.0
2018-04-10 05:00:00,0.03075800,0.03078000,0.03054600,0.03063700,1169.33800000,488,0.0,0.0
2018-04-10 06:00:00,0.03060200,0.03063600,0.03030000,0.03055100,976.64800000,611,0.0,0.0
2018-04-10 07:00:00,0.03055200,0.03060800,0.03030100,0.03034000,1130.65400000,709,36.0,0.0
2018-04-10 08:00:00,0.03040600,0.03078000,0.03025800,0.03028500,870.10100000,665,0.0,0.0
2018-04-10 09:00:00,0.03025900,0.03043900,0.03017400,0.03035100,825.06100000,722,0.0,0.0
2018-04-10 10:00:00,0.03043700,0.03048800,0.03014500,0.03026900,1297.96700000,737,0.0,0.0
2018-04-10 11:00:00,0.03024300,0.03080100,0.03017700,0.03056800,1362.88200000,886,0.0,0.0
2018-04-10 12:00:00,0.03051600,0.03064500,0.03035100,0.03037700,994.55000000,557,0.0,0.0
2018-04-10 13:00:00,0.03037700,0.03075000,0.03037700,0.03050500,831.98600000,563,0.0,0.0
2018-04-10 14:00:00,0.03050500,0.03055100,0.03034100,0.03035000,1346.48000000,617,0.0,0.0
2018-04-10 15:00:00,0.03039500,0.03050000,0.03021900,0.03037100,1226.41200000,693,0.0,0.0
2018-04-10 16:00:00,0.03037200,0.03038600,0.03020800,0.03033200,1166.60500000,690,0.0,0.0
2018-04-10 17:00:00,0.03033200,0.03070000,0.03015000,0.03059300,1415.63200000,792,0.0,0.0
2018-04-10 18:00:00,0.03059400,0.03069000,0.03032000,0.03034900,796.93300000,560,0.0,0.0
2018-04-10 19:00:00,0.03035500,0.03061200,0.03031900,0.03044900,816.40500000,561,0.0,0.0
2018-04-10 20:00:00,0.03044800,0.03044900,0.03017100,0.03034100,1038.35700000,589,0.0,0.0
2018-04-10 21:00:00,0.03034100,0.03060000,0.03034000,0.03059700,1400.86000000,520,0.0,0.0
2018-04-10 22:00:00,0.03054200,0.03064000,0.03015500,0.03060100,1576.41100000,754,41.0,0.0
2018-04-10 23:00:00,0.03061100,0.03074000,0.03040000,0.03063000,902.96500000,553,0.0,0.0
2018-04-11 00:00:00,0.03055000,0.03066600,0.03017700,0.03024100,877.98500000,642,0.0,0.0
2018-04-11 01:00:00,0.03025900,0.03067800,0.03022000,0.03055400,1313.62500000,751,42.0,0.0
2018-04-11 02:00:00,0.03055000,0.03055000,0.03022300,0.03039300,1123.33900000,558,0.0,0.0
2018-04-11 03:00:00,0.03038700,0.03048200,0.03030100,0.03035900,716.10100000,416,45.0,0.0
2018-04-11 04:00:00,0.03035900,0.03047000,0.03030100,0.03044500,770.84000000,410,0.0,0.0
2018-04-11 05:00:00,0.03042300,0.03051300,0.03033300,0.03045500,1534.51400000,525,0.0,0.0
2018-04-11 06:00:00,0.03040200,0.03067800,0.03030500,0.03046500,860.18200000,557,38.0,0.0
2018-04-11 07:00:00,0.03038000,0.03057600,0.03033000,0.03051700,792.55100000,445,0.0,0.0
2018-04-11 08:00:00,0.03055500,0.03057700,0.03037000,0.03045000,771.75500000,439,51.0,0.0
2018-04-11 09:00:00,0.03044900,0.03097500,0.03042100,0.03097300,1356.07700000,723,0.0,0.0
2018-04-11 10:00:00,0.03097300,0.03143100,0.03092000,0.03135300,3015.11600000,2225,0.0,0.0
2018-04-11 11:00:00,0.03135400,0.03148800,0.03070000,0.03071400,1370.68200000,1454,18.0,0.0
2018-04-11 12:00:00,0.03075300,0.03130000,0.03070600,0.03125000,1013.82500000,873,21.0,0.0
2018-04-11 13:00:00,0.03124700,0.03124700,0.03075000,0.03093500,1043.43700000,778,0.0,0.0
2018-04-11 14:00:00,0.03093700,0.03112500,0.03080000,0.03084700,854.25000000,557,0.0,0.0
2018-04-11 15:00:00,0.03085200,0.03097800,0.03052300,0.03060200,883.59300000,762,0.0,0.0
2018-04-11 16:00:00,0.03065800,0.03080200,0.03032000,0.03052000,1088.88100000,1058,0.0,0.0
