0.06216961279461278,18-02-28-19-20
0.06216961279461278,18-02-28-19-21
0.06216961279461278,18-02-28-19-22
0.09853219696969696,18-06-08-16-07
0.09583333333333334,18-06-08-16-08
0.09583333333333334,18-06-08-16-09
0.09694767441860465,18-06-08-16-10
0.09694767441860463,18-06-08-16-11
0.09238505747126437,18-06-08-16-12
0.09345930232558139,18-06-08-16-13
0.09525862068965515,18-06-08-16-14
0.09525862068965515,18-06-08-16-15
0.09324127906976745,18-06-08-16-16
0.09324127906976745,18-06-08-16-17
0.08216911764705882,18-06-08-16-18
0.08216911764705882,18-06-08-16-19
0.08333333333333333,18-06-08-16-20
0.08630952380952381,18-06-08-16-21
0.08630952380952381,18-06-08-16-22
0.09047619047619047,18-06-08-16-23
0.09166666666666667,18-06-08-16-24
0.09088541666666668,18-06-08-16-25
0.09088541666666668,18-06-08-16-26
0.09115895399780942,18-06-08-16-27
0.09296618291347207,18-06-08-16-28
0.09318528270509978,18-06-08-16-29
0.09446022727272727,18-06-08-16-30
0.09818757192174912,18-06-08-16-31
0.09946022727272727,18-06-08-16-32
0.09735795454545454,18-06-08-16-33
0.09985795454545454,18-06-08-16-34
0.0981552071346375,18-06-08-16-35
0.09817826704545454,18-06-08-16-36
0.0953136837121212,18-06-08-16-37
0.09228511971567527,18-06-08-16-38
0.09337822671156003,18-06-08-16-39
0.09337822671156003,18-06-08-16-40
0.0917192760942761,18-06-08-16-41
0.08817826704545453,18-06-08-16-42
0.08817826704545453,18-06-08-16-43
0.08929444764096663,18-06-08-16-44
0.08929444764096663,18-06-08-16-45
0.08929444764096663,18-06-08-16-46
0.08743444055944055,18-06-08-16-47
0.08743444055944055,18-06-08-16-48
0.09063956876456877,18-06-08-16-49
0.09063956876456877,18-06-08-16-50
0.09063956876456877,18-06-08-16-51
0.09181670602125148,18-06-08-16-52
0.09759848484848485,18-06-08-16-53
0.09759848484848485,18-06-08-16-54
0.09068258599508598,18-06-08-16-55
0.0877607409713574,18-06-08-16-56
0.0877607409713574,18-06-08-16-57
0.0877607409713574,18-06-08-16-58
0.0877607409713574,18-06-08-16-59
0.08960149439601495,18-06-08-17-00
0.09517834595959596,18-06-08-17-01
0.09651888604353391,18-06-08-17-02
0.09517834595959594,18-06-08-17-04
0.09651888604353392,18-06-08-17-05
0.09651888604353392,18-06-08-17-06
0.10004117259552041,18-06-08-17-07
0.09699513794663048,18-06-08-17-08
0.10108344474153295,18-06-08-17-09
0.11371493467281511,18-06-08-17-10
0.11154102162933685,18-06-08-17-11
0.10973463959447416,18-06-08-17-12
0.1040820660650624,18-06-08-17-13
0.10555265430035651,18-06-08-17-14
0.09990008077094475,18-06-08-17-15
0.10292735594582186,18-06-08-17-16
0.09913947715794308,18-06-08-17-17
0.10394267191142191,18-06-08-17-18
0.10236778294306703,18-06-08-17-19
0.09710856230212572,18-06-08-17-20
0.09420990697415328,18-06-08-17-21
0.09389657141265595,18-06-08-17-22
0.09705650252525251,18-06-08-17-23
0.10413637756238858,18-06-08-17-24
0.10413637756238858,18-06-08-17-25
0.10195930857078243,18-06-08-17-26
0.10195930857078243,18-06-08-17-27
0.10195930857078243,18-06-08-17-28
0.1041981145409317,18-06-08-17-29
0.1041981145409317,18-06-08-17-30
0.10426172233700642,18-06-08-17-31
0.10426172233700642,18-06-08-17-32
0.10426172233700642,18-06-08-17-33
0.10734794978031918,18-06-08-17-34
0.10711474082509528,18-06-08-17-35
0.10711474082509528,18-06-08-17-36
0.10487593485494603,18-06-08-17-37
0.10786100948181171,18-06-08-17-38
